event_id,event_sequence,timestamp,event_type,ip_fingerprint,card_fingerprint,card_bin,amount,currency,campaign_active,authorization_result,decline_reason,request_id,device_id,session_id,population,attack_subtype,scenario_tag,label
evt_0011602,11602,2026-01-01T00:20:34+00:00,authorization_outcome,,,,,,,approved,,req_0004283,dev_0003405,dev_0003405_s1,normal,,normal_standard,0
evt_0002462,2462,2026-01-01T00:20:59+00:00,authorization_request,ip_0000361,card_0000789,410003,15.000000,USD,False,,,req_0000917,dev_0000722,dev_0000722_s1,normal,,normal_standard,0
evt_0002463,2463,2026-01-01T00:21:00+00:00,authorization_outcome,,,,,,,approved,,req_0000917,dev_0000722,dev_0000722_s1,normal,,normal_standard,0
evt_0004430,4430,2026-01-01T00:21:16+00:00,authorization_request,ip_0000653,card_0001446,410002,12.540000,USD,False,,,req_0001646,dev_0001307,dev_0001307_s1,normal,,normal_standard,0
evt_0004431,4431,2026-01-01T00:21:18+00:00,authorization_outcome,,,,,,,approved,,req_0001646,dev_0001307,dev_0001307_s1,normal,,normal_standard,0
evt_0002464,2464,2026-01-01T00:22:10+00:00,checkout_completion,,,,,,,,,req_0000917,dev_0000722,dev_0000722_s1,normal,,normal_standard,0
evt_0004432,4432,2026-01-01T00:22:44+00:00,checkout_completion,,,,,,,,,req_0001646,dev_0001307,dev_0001307_s1,normal,,normal_standard,0
evt_0011603,11603,2026-01-01T00:23:23+00:00,checkout_completion,,,,,,,,,req_0004283,dev_0003405,dev_0003405_s1,normal,,normal_standard,0
evt_0009540,9540,2026-01-01T00:24:03+00:00,authorization_request,ip_0000199,card_0003099,410013,2.710000,USD,False,,,req_0003524,dev_0002798,dev_0002798_s1,normal,,normal_standard,0
evt_0009541,9541,2026-01-01T00:24:04+00:00,authorization_outcome,,,,,,,approved,,req_0003524,dev_0002798,dev_0002798_s1,normal,,normal_standard,0
evt_0025944,25944,2026-01-01T00:26:00+00:00,authorization_request,ip_0000017,card_0008257,410012,5.870000,USD,True,,,req_0009911,dev_0006914,dev_0006914_s1,flash_sale,,flash_standard,0
evt_0025945,25945,2026-01-01T00:26:02+00:00,authorization_outcome,,,,,,,approved,,req_0009911,dev_0006914,dev_0006914_s1,flash_sale,,flash_standard,0
evt_0025946,25946,2026-01-01T00:26:44+00:00,checkout_completion,,,,,,,,,req_0009911,dev_0006914,dev_0006914_s1,flash_sale,,flash_standard,0
evt_0010164,10164,2026-01-01T00:35:12+00:00,authorization_request,ip_0000289,card_0003297,410019,17.480000,USD,False,,,req_0003757,dev_0002979,dev_0002979_s1,normal,,normal_standard,0
evt_0010165,10165,2026-01-01T00:35:14+00:00,authorization_outcome,,,,,,,approved,,req_0003757,dev_0002979,dev_0002979_s1,normal,,normal_standard,0
evt_0007655,7655,2026-01-01T00:35:41+00:00,authorization_request,ip_0000750,card_0002498,410012,10.190000,USD,False,,,req_0002830,dev_0002250,dev_0002250_s1,normal,,normal_standard,0
evt_0007656,7656,2026-01-01T00:35:44+00:00,authorization_outcome,,,,,,,approved,,req_0002830,dev_0002250,dev_0002250_s1,normal,,normal_standard,0
evt_0055655,55655,2026-01-01T00:36:04+00:00,authorization_request,ip_0000001,card_0015560,410006,6.630000,USD,False,,,req_0023760,dev_0009606,dev_0009606_s1,attack,patient,attack_patient,1
evt_0055656,55656,2026-01-01T00:36:07+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0023760,dev_0009606,dev_0009606_s1,attack,patient,attack_patient,1
evt_0007657,7657,2026-01-01T00:37:38+00:00,checkout_completion,,,,,,,,,req_0002830,dev_0002250,dev_0002250_s1,normal,,normal_standard,0
evt_0056164,56164,2026-01-01T00:39:09+00:00,authorization_request,ip_0000728,card_0015689,410009,35.960000,USD,False,,,req_0024005,dev_0009640,dev_0009640_s1,attack,patient,attack_patient,1
evt_0056165,56165,2026-01-01T00:39:12+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0024005,dev_0009640,dev_0009640_s1,attack,patient,attack_patient,1
evt_0009031,9031,2026-01-01T00:39:46+00:00,authorization_request,ip_0000124,card_0002936,410018,13.320000,USD,False,,,req_0003338,dev_0002648,dev_0002648_s1,normal,,normal_standard,0
evt_0009032,9032,2026-01-01T00:39:49+00:00,authorization_outcome,,,,,,,approved,,req_0003338,dev_0002648,dev_0002648_s1,normal,,normal_standard,0
evt_0009033,9033,2026-01-01T00:41:06+00:00,checkout_completion,,,,,,,,,req_0003338,dev_0002648,dev_0002648_s1,normal,,normal_standard,0
evt_0056166,56166,2026-01-01T00:47:53+00:00,authorization_request,ip_0000728,card_0015689,410009,5.650000,USD,False,,,req_0024006,dev_0009640,dev_0009640_s1,attack,patient,attack_patient,1
evt_0056167,56167,2026-01-01T00:47:56+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0024006,dev_0009640,dev_0009640_s1,attack,patient,attack_patient,1
evt_0005131,5131,2026-01-01T00:49:10+00:00,authorization_request,ip_0000503,card_0001677,410019,2.600000,USD,False,,,req_0001906,dev_0001511,dev_0001511_s1,normal,,normal_standard,0
evt_0005132,5132,2026-01-01T00:49:11+00:00,authorization_outcome,,,,,,,approved,,req_0001906,dev_0001511,dev_0001511_s1,normal,,normal_standard,0
evt_0005133,5133,2026-01-01T00:49:44+00:00,checkout_completion,,,,,,,,,req_0001906,dev_0001511,dev_0001511_s1,normal,,normal_standard,0
evt_0008329,8329,2026-01-01T01:02:10+00:00,authorization_request,ip_0000023,card_0002714,410004,6.460000,USD,False,,,req_0003079,dev_0002447,dev_0002447_s1,normal,,normal_standard,0
evt_0008330,8330,2026-01-01T01:02:11+00:00,authorization_outcome,,,,,,,approved,,req_0003079,dev_0002447,dev_0002447_s1,normal,,normal_standard,0
evt_0008331,8331,2026-01-01T01:02:53+00:00,checkout_completion,,,,,,,,,req_0003079,dev_0002447,dev_0002447_s1,normal,,normal_standard,0
evt_0010023,10023,2026-01-01T01:04:38+00:00,authorization_request,ip_0000270,card_0003254,410004,7.440000,USD,False,,,req_0003705,dev_0002940,dev_0002940_s1,normal,,normal_standard,0
evt_0010024,10024,2026-01-01T01:04:41+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0003705,dev_0002940,dev_0002940_s1,normal,,normal_standard,0
evt_0003084,3084,2026-01-01T01:11:47+00:00,authorization_request,ip_0000454,card_0000997,410012,13.510000,USD,False,,,req_0001147,dev_0000909,dev_0000909_s1,normal,,normal_standard,0
evt_0003085,3085,2026-01-01T01:11:50+00:00,authorization_outcome,,,,,,,approved,,req_0001147,dev_0000909,dev_0000909_s1,normal,,normal_standard,0
evt_0003086,3086,2026-01-01T01:13:49+00:00,checkout_completion,,,,,,,,,req_0001147,dev_0000909,dev_0000909_s1,normal,,normal_standard,0
evt_0043472,43472,2026-01-01T01:17:04+00:00,authorization_request,ip_0001034,card_0012536,410018,11.630000,USD,True,,,req_0017848,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043473,43473,2026-01-01T01:17:06+00:00,authorization_outcome,,,,,,,approved,,req_0017848,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043474,43474,2026-01-01T01:17:06+00:00,authorization_request,ip_0001034,card_0012536,410018,10.570000,USD,False,,,req_0017849,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043475,43475,2026-01-01T01:17:09+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0017849,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043476,43476,2026-01-01T01:17:10+00:00,authorization_request,ip_0001034,card_0012537,410019,12.250000,USD,False,,,req_0017850,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043477,43477,2026-01-01T01:17:11+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0017850,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043478,43478,2026-01-01T01:17:11+00:00,authorization_request,ip_0001034,card_0012537,410019,4.430000,USD,False,,,req_0017851,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043479,43479,2026-01-01T01:17:12+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0017851,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043480,43480,2026-01-01T01:17:13+00:00,authorization_request,ip_0001035,card_0012537,410019,1.180000,USD,True,,,req_0017852,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043481,43481,2026-01-01T01:17:14+00:00,authorization_outcome,,,,,,,approved,,req_0017852,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043482,43482,2026-01-01T01:17:17+00:00,authorization_request,ip_0001035,card_0012538,410019,8.750000,USD,False,,,req_0017853,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043483,43483,2026-01-01T01:17:18+00:00,authorization_outcome,,,,,,,approved,,req_0017853,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043484,43484,2026-01-01T01:17:18+00:00,authorization_request,ip_0001035,card_0012539,410019,8.910000,USD,False,,,req_0017854,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043485,43485,2026-01-01T01:17:20+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0017854,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043486,43486,2026-01-01T01:17:21+00:00,authorization_request,ip_0001035,card_0012539,410019,2.560000,USD,False,,,req_0017855,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043487,43487,2026-01-01T01:17:23+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0017855,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043488,43488,2026-01-01T01:17:23+00:00,authorization_request,ip_0001036,card_0012537,410019,4.890000,USD,False,,,req_0017856,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0043489,43489,2026-01-01T01:17:24+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0017856,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0012128,12128,2026-01-01T01:18:03+00:00,authorization_request,ip_0001187,card_0003947,410015,18.840000,USD,False,,,req_0004473,dev_0003561,dev_0003561_s1,normal,,normal_standard,0
evt_0012129,12129,2026-01-01T01:18:04+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0004473,dev_0003561,dev_0003561_s1,normal,,normal_standard,0
evt_0043490,43490,2026-01-01T01:20:18+00:00,checkout_completion,,,,,,,,,req_0017853,dev_0008938,dev_0008938_s1,attack,burst,attack_burst,1
evt_0012130,12130,2026-01-01T01:20:31+00:00,authorization_request,ip_0001187,card_0003947,410015,16.590000,USD,False,,,req_0004474,dev_0003561,dev_0003561_s1,normal,,normal_standard,0
evt_0012131,12131,2026-01-01T01:20:33+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0004474,dev_0003561,dev_0003561_s1,normal,,normal_standard,0
evt_0046884,46884,2026-01-01T01:24:03+00:00,authorization_request,ip_0001072,card_0013380,410000,5.650000,USD,False,,,req_0019516,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046885,46885,2026-01-01T01:24:04+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0019516,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046886,46886,2026-01-01T01:24:04+00:00,authorization_request,ip_0001072,card_0013380,410000,10.450000,USD,False,,,req_0019517,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046887,46887,2026-01-01T01:24:07+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0019517,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046888,46888,2026-01-01T01:24:08+00:00,authorization_request,ip_0001072,card_0013380,410000,3.410000,USD,False,,,req_0019518,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046889,46889,2026-01-01T01:24:09+00:00,authorization_outcome,,,,,,,approved,,req_0019518,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046890,46890,2026-01-01T01:24:12+00:00,authorization_request,ip_0001072,card_0013381,410000,11.390000,USD,False,,,req_0019519,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046892,46892,2026-01-01T01:24:13+00:00,authorization_request,ip_0001073,card_0013383,410001,9.260000,USD,False,,,req_0019520,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046891,46891,2026-01-01T01:24:14+00:00,authorization_outcome,,,,,,,approved,,req_0019519,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046893,46893,2026-01-01T01:24:16+00:00,authorization_outcome,,,,,,,approved,,req_0019520,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046894,46894,2026-01-01T01:24:17+00:00,authorization_request,ip_0001073,card_0013380,410000,27.680000,USD,False,,,req_0019521,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046895,46895,2026-01-01T01:24:18+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0019521,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046896,46896,2026-01-01T01:24:20+00:00,authorization_request,ip_0001073,card_0013384,410001,26.050000,USD,False,,,req_0019522,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046897,46897,2026-01-01T01:24:21+00:00,authorization_outcome,,,,,,,approved,,req_0019522,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046898,46898,2026-01-01T01:24:23+00:00,authorization_request,ip_0001073,card_0013385,410001,2.640000,USD,False,,,req_0019523,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046899,46899,2026-01-01T01:24:24+00:00,authorization_outcome,,,,,,,approved,,req_0019523,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046900,46900,2026-01-01T01:24:26+00:00,authorization_request,ip_0001074,card_0013382,410000,2.540000,USD,False,,,req_0019524,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046901,46901,2026-01-01T01:24:28+00:00,authorization_outcome,,,,,,,approved,,req_0019524,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046902,46902,2026-01-01T01:24:30+00:00,authorization_request,ip_0001074,card_0013382,410000,2.710000,USD,False,,,req_0019525,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046903,46903,2026-01-01T01:24:31+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0019525,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046904,46904,2026-01-01T01:24:31+00:00,authorization_request,ip_0001074,card_0013386,410002,2.770000,USD,False,,,req_0019526,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046905,46905,2026-01-01T01:24:32+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0019526,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046906,46906,2026-01-01T01:24:35+00:00,authorization_request,ip_0001074,card_0013383,410001,3.780000,USD,False,,,req_0019527,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046907,46907,2026-01-01T01:24:38+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0019527,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0046908,46908,2026-01-01T01:25:19+00:00,checkout_completion,,,,,,,,,req_0019524,dev_0009089,dev_0009089_s1,attack,burst,attack_burst,1
evt_0037872,37872,2026-01-01T01:37:04+00:00,authorization_request,ip_0000247,card_0011140,410013,2.730000,USD,False,,,req_0015114,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037873,37873,2026-01-01T01:37:05+00:00,authorization_outcome,,,,,,,approved,,req_0015114,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037874,37874,2026-01-01T01:37:07+00:00,authorization_request,ip_0000247,card_0011140,410013,32.460000,USD,False,,,req_0015115,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037875,37875,2026-01-01T01:37:09+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0015115,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037876,37876,2026-01-01T01:37:11+00:00,authorization_request,ip_0000247,card_0011141,410013,8.460000,USD,False,,,req_0015116,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037877,37877,2026-01-01T01:37:12+00:00,authorization_outcome,,,,,,,approved,,req_0015116,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037878,37878,2026-01-01T01:37:14+00:00,authorization_request,ip_0000247,card_0011142,410014,2.220000,USD,False,,,req_0015117,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037879,37879,2026-01-01T01:37:16+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0015117,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037880,37880,2026-01-01T01:37:16+00:00,authorization_request,ip_0000247,card_0011141,410013,13.300000,USD,False,,,req_0015118,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037881,37881,2026-01-01T01:37:17+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0015118,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037882,37882,2026-01-01T01:37:19+00:00,authorization_request,ip_0000247,card_0011143,410014,9.520000,USD,False,,,req_0015119,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037883,37883,2026-01-01T01:37:20+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0015119,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037884,37884,2026-01-01T01:37:23+00:00,authorization_request,ip_0000248,card_0011143,410014,3.370000,USD,True,,,req_0015120,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037886,37886,2026-01-01T01:37:25+00:00,authorization_request,ip_0000248,card_0011144,410014,7.150000,USD,False,,,req_0015121,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037885,37885,2026-01-01T01:37:26+00:00,authorization_outcome,,,,,,,approved,,req_0015120,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037887,37887,2026-01-01T01:37:27+00:00,authorization_outcome,,,,,,,approved,,req_0015121,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0037888,37888,2026-01-01T01:40:25+00:00,checkout_completion,,,,,,,,,req_0015121,dev_0008686,dev_0008686_s1,attack,burst,attack_burst,1
evt_0009122,9122,2026-01-01T01:42:03+00:00,authorization_request,ip_0000138,card_0002966,410008,4.840000,USD,False,,,req_0003372,dev_0002677,dev_0002677_s1,normal,,normal_standard,0
evt_0009123,9123,2026-01-01T01:42:06+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0003372,dev_0002677,dev_0002677_s1,normal,,normal_standard,0
evt_0027811,27811,2026-01-01T01:48:41+00:00,authorization_request,ip_0000007,card_0008866,410015,14.070000,USD,True,,,req_0010597,dev_0007454,dev_0007454_s1,flash_sale,,flash_standard,0
evt_0027812,27812,2026-01-01T01:48:43+00:00,authorization_outcome,,,,,,,approved,,req_0010597,dev_0007454,dev_0007454_s1,flash_sale,,flash_standard,0
evt_0025202,25202,2026-01-01T01:49:28+00:00,authorization_request,ip_0000032,card_0008004,410008,9.890000,USD,True,,,req_0009633,dev_0006697,dev_0006697_s1,flash_sale,,flash_standard,0
evt_0025203,25203,2026-01-01T01:49:29+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0009633,dev_0006697,dev_0006697_s1,flash_sale,,flash_standard,0
evt_0000734,734,2026-01-01T01:49:32+00:00,authorization_request,ip_0000072,card_0000237,410019,9.460000,USD,False,,,req_0000272,dev_0000217,dev_0000217_s1,normal,,normal_standard,0
evt_0000735,735,2026-01-01T01:49:34+00:00,authorization_outcome,,,,,,,approved,,req_0000272,dev_0000217,dev_0000217_s1,normal,,normal_standard,0
evt_0014057,14057,2026-01-01T01:50:27+00:00,authorization_request,ip_0000861,card_0004574,410004,7.020000,USD,False,,,req_0005184,dev_0004123,dev_0004123_s1,normal,,normal_standard,0
evt_0014058,14058,2026-01-01T01:50:28+00:00,authorization_outcome,,,,,,,approved,,req_0005184,dev_0004123,dev_0004123_s1,normal,,normal_standard,0
evt_0025204,25204,2026-01-01T01:50:42+00:00,authorization_request,ip_0000032,card_0008004,410008,7.200000,USD,True,,,req_0009634,dev_0006697,dev_0006697_s1,flash_sale,,flash_standard,0
evt_0025205,25205,2026-01-01T01:50:45+00:00,authorization_outcome,,,,,,,approved,,req_0009634,dev_0006697,dev_0006697_s1,flash_sale,,flash_standard,0
evt_0027813,27813,2026-01-01T01:51:39+00:00,checkout_completion,,,,,,,,,req_0010597,dev_0007454,dev_0007454_s1,flash_sale,,flash_standard,0
evt_0000736,736,2026-01-01T01:51:43+00:00,checkout_completion,,,,,,,,,req_0000272,dev_0000217,dev_0000217_s1,normal,,normal_standard,0
evt_0014059,14059,2026-01-01T01:51:59+00:00,checkout_completion,,,,,,,,,req_0005184,dev_0004123,dev_0004123_s1,normal,,normal_standard,0
evt_0025206,25206,2026-01-01T01:52:49+00:00,checkout_completion,,,,,,,,,req_0009634,dev_0006697,dev_0006697_s1,flash_sale,,flash_standard,0
evt_0039736,39736,2026-01-01T01:59:03+00:00,authorization_request,ip_0000553,card_0011590,410003,3.220000,USD,False,,,req_0016021,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039737,39737,2026-01-01T01:59:05+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0016021,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039738,39738,2026-01-01T01:59:06+00:00,authorization_request,ip_0000553,card_0011590,410003,18.800000,USD,False,,,req_0016022,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039739,39739,2026-01-01T01:59:07+00:00,authorization_outcome,,,,,,,approved,,req_0016022,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039740,39740,2026-01-01T01:59:10+00:00,authorization_request,ip_0000553,card_0011590,410003,8.880000,USD,False,,,req_0016023,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039741,39741,2026-01-01T01:59:11+00:00,authorization_outcome,,,,,,,approved,,req_0016023,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039742,39742,2026-01-01T01:59:11+00:00,authorization_request,ip_0000553,card_0011590,410003,20.160000,USD,False,,,req_0016024,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039744,39744,2026-01-01T01:59:12+00:00,authorization_request,ip_0000553,card_0011591,410003,25.410000,USD,False,,,req_0016025,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039743,39743,2026-01-01T01:59:13+00:00,authorization_outcome,,,,,,,approved,,req_0016024,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039745,39745,2026-01-01T01:59:14+00:00,authorization_outcome,,,,,,,approved,,req_0016025,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039746,39746,2026-01-01T01:59:15+00:00,authorization_request,ip_0000554,card_0011590,410003,7.130000,USD,False,,,req_0016026,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039747,39747,2026-01-01T01:59:18+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0016026,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039748,39748,2026-01-01T01:59:18+00:00,authorization_request,ip_0000554,card_0011591,410003,10.300000,USD,False,,,req_0016027,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
evt_0039749,39749,2026-01-01T01:59:19+00:00,authorization_outcome,,,,,,,declined,generic_decline,req_0016027,dev_0008765,dev_0008765_s1,attack,burst,attack_burst,1
