device_id,population,attack_subtype,scenario_tag,label,split
dev_0000138,normal,,normal_standard,0,validation
dev_0000139,normal,,normal_standard,0,validation
dev_0000140,normal,,normal_standard,0,train
dev_0000141,normal,,normal_standard,0,train
dev_0000142,normal,,normal_standard,0,train
dev_0000143,normal,,normal_standard,0,train
dev_0000144,normal,,normal_standard,0,train
dev_0000145,normal,,normal_standard,0,train
dev_0000146,normal,,normal_standard,0,train
dev_0000147,normal,,normal_standard,0,train
dev_0000148,normal,,normal_standard,0,train
dev_0000149,normal,,normal_standard,0,train
dev_0000150,normal,,normal_standard,0,train
dev_0000151,normal,,normal_standard,0,train
dev_0000152,normal,,normal_standard,0,validation
dev_0000153,normal,,normal_standard,0,train
dev_0000154,normal,,normal_standard,0,train
dev_0000155,normal,,normal_standard,0,train
dev_0000156,normal,,normal_standard,0,train
dev_0000157,normal,,normal_standard,0,train
dev_0000158,normal,,normal_standard,0,train
dev_0000159,normal,,normal_standard,0,train
dev_0000160,normal,,normal_standard,0,train
dev_0000161,normal,,normal_standard,0,train
dev_0000162,normal,,normal_standard,0,train
dev_0000163,normal,,normal_standard,0,validation
dev_0000164,normal,,normal_standard,0,train
dev_0000165,normal,,normal_standard,0,train
dev_0000166,normal,,normal_standard,0,train
dev_0000167,normal,,normal_standard,0,train
dev_0000168,normal,,normal_standard,0,train
dev_0000169,normal,,normal_standard,0,train
dev_0000170,normal,,normal_standard,0,train
dev_0000171,normal,,normal_standard,0,train
dev_0000172,normal,,normal_standard,0,train
dev_0000173,normal,,normal_standard,0,train
dev_0000174,normal,,normal_standard,0,train
dev_0000175,normal,,normal_standard,0,train
dev_0000176,normal,,normal_standard,0,train
dev_0000177,normal,,normal_standard,0,validation
dev_0000178,normal,,normal_standard,0,train
dev_0000179,normal,,normal_standard,0,train
dev_0000180,normal,,normal_standard,0,train
dev_0000181,normal,,normal_standard,0,train
dev_0000182,normal,,normal_standard,0,train
dev_0000183,normal,,normal_standard,0,train
dev_0000184,normal,,normal_standard,0,train
dev_0000185,normal,,normal_standard,0,train
dev_0000186,normal,,normal_standard,0,train
dev_0000187,normal,,normal_standard,0,train
dev_0000188,normal,,normal_standard,0,train
dev_0000189,normal,,normal_standard,0,train
dev_0000190,normal,,normal_standard,0,validation
dev_0000191,normal,,normal_standard,0,train
dev_0000192,normal,,normal_standard,0,train
dev_0000193,normal,,normal_standard,0,train
dev_0000194,normal,,normal_standard,0,train
dev_0000195,normal,,normal_standard,0,train
dev_0000196,normal,,normal_standard,0,train
dev_0000197,normal,,normal_standard,0,train
dev_0000198,normal,,normal_standard,0,train
dev_0000199,normal,,normal_standard,0,validation
dev_0000200,normal,,normal_standard,0,train
dev_0000201,normal,,normal_standard,0,train
dev_0000202,normal,,normal_standard,0,train
dev_0000203,normal,,normal_standard,0,train
dev_0000204,normal,,normal_standard,0,validation
dev_0000205,normal,,normal_standard,0,train
dev_0000206,normal,,normal_standard,0,train
dev_0000207,normal,,normal_standard,0,train
dev_0000208,normal,,normal_standard,0,train
dev_0000209,normal,,normal_standard,0,train
dev_0000210,normal,,normal_standard,0,train
dev_0000211,normal,,normal_standard,0,train
dev_0000212,normal,,normal_standard,0,train
dev_0000213,normal,,normal_standard,0,train
dev_0000214,normal,,normal_standard,0,train
dev_0000215,normal,,normal_standard,0,train
dev_0000216,normal,,normal_standard,0,train
dev_0000217,normal,,normal_standard,0,train
dev_0000218,normal,,normal_standard,0,train
dev_0000219,normal,,normal_standard,0,train
dev_0000220,normal,,normal_standard,0,train
dev_0000221,normal,,normal_standard,0,validation
dev_0000222,normal,,normal_standard,0,train
dev_0000223,normal,,normal_standard,0,train
dev_0000224,normal,,normal_standard,0,train
dev_0000225,normal,,normal_standard,0,train
dev_0000226,normal,,normal_standard,0,train
dev_0000227,normal,,normal_standard,0,train
dev_0000228,normal,,normal_standard,0,train
dev_0000229,normal,,normal_standard,0,train
dev_0000230,normal,,normal_standard,0,train
dev_0000231,normal,,normal_standard,0,train
dev_0000232,normal,,normal_standard,0,train
dev_0000233,normal,,normal_standard,0,train
dev_0000234,normal,,normal_standard,0,train
dev_0000235,normal,,normal_standard,0,train
dev_0000236,normal,,normal_standard,0,validation
dev_0000237,normal,,normal_standard,0,train
dev_0000238,normal,,normal_standard,0,train
dev_0000239,normal,,normal_standard,0,train
dev_0000240,normal,,normal_standard,0,train
dev_0000241,normal,,normal_standard,0,train
dev_0000242,normal,,normal_standard,0,train
dev_0000243,normal,,normal_standard,0,train
dev_0000244,normal,,normal_standard,0,validation
dev_0000245,normal,,normal_standard,0,validation
dev_0000246,normal,,normal_standard,0,train
dev_0000247,normal,,normal_standard,0,train
dev_0000248,normal,,normal_standard,0,validation
dev_0000249,normal,,normal_standard,0,train
dev_0000250,normal,,normal_standard,0,train
dev_0000251,normal,,normal_standard,0,validation
dev_0000252,normal,,normal_standard,0,train
dev_0000253,normal,,normal_standard,0,train
dev_0000254,normal,,normal_standard,0,train
dev_0000255,normal,,normal_standard,0,train
dev_0000256,normal,,normal_standard,0,train
dev_0000257,normal,,normal_standard,0,train
dev_0000258,normal,,normal_standard,0,train
dev_0000259,normal,,normal_standard,0,train
dev_0000260,normal,,normal_standard,0,train
dev_0000261,normal,,normal_standard,0,train
dev_0000262,normal,,normal_standard,0,train
dev_0000263,normal,,normal_standard,0,train
dev_0000264,normal,,normal_standard,0,train
dev_0000265,normal,,normal_standard,0,train
dev_0000266,normal,,normal_standard,0,train
dev_0000267,normal,,normal_standard,0,train
dev_0000268,normal,,normal_standard,0,train
dev_0000269,normal,,normal_standard,0,train
dev_0000270,normal,,normal_standard,0,train
dev_0000271,normal,,normal_standard,0,train
dev_0000272,normal,,normal_standard,0,train
dev_0000273,normal,,normal_standard,0,validation
dev_0000274,normal,,normal_standard,0,train
dev_0000275,normal,,normal_standard,0,train
dev_0000276,normal,,normal_standard,0,train
dev_0000277,normal,,normal_standard,0,train
dev_0000278,normal,,normal_standard,0,train
dev_0000279,normal,,normal_standard,0,train
dev_0000280,normal,,normal_standard,0,train
dev_0000281,normal,,normal_standard,0,train
dev_0000282,normal,,normal_standard,0,validation
dev_0000283,normal,,normal_standard,0,train
dev_0000284,normal,,normal_standard,0,validation
dev_0000285,normal,,normal_standard,0,train
dev_0000286,normal,,normal_standard,0,train
dev_0000287,normal,,normal_standard,0,train
dev_0000288,normal,,normal_standard,0,train
dev_0000289,normal,,normal_standard,0,train
dev_0000290,normal,,normal_standard,0,train
dev_0000291,normal,,normal_standard,0,train
dev_0000292,normal,,normal_standard,0,train
dev_0000293,normal,,normal_standard,0,train
dev_0000294,normal,,normal_standard,0,train
dev_0000295,normal,,normal_standard,0,train
dev_0000296,normal,,normal_standard,0,train
dev_0000297,normal,,normal_standard,0,train
dev_0000298,normal,,normal_standard,0,train
dev_0000299,normal,,normal_standard,0,train
dev_0000300,normal,,normal_standard,0,validation
dev_0000301,normal,,normal_standard,0,validation
dev_0000302,normal,,normal_standard,0,train
dev_0000303,normal,,normal_standard,0,validation
dev_0000304,normal,,normal_standard,0,train
dev_0000305,normal,,normal_standard,0,validation
dev_0000306,normal,,normal_standard,0,train
dev_0000307,normal,,normal_standard,0,validation
dev_0000308,normal,,normal_standard,0,train
dev_0000309,normal,,normal_standard,0,validation
dev_0000310,normal,,normal_standard,0,train
dev_0000311,normal,,normal_standard,0,train
dev_0000312,normal,,normal_standard,0,train
dev_0000313,normal,,normal_standard,0,train
dev_0000314,normal,,normal_standard,0,train
dev_0000315,normal,,normal_standard,0,train
dev_0000316,normal,,normal_standard,0,validation
dev_0000317,normal,,normal_standard,0,validation
dev_0000318,normal,,normal_standard,0,train
dev_0000319,normal,,normal_standard,0,validation
dev_0000320,normal,,normal_standard,0,train
dev_0000321,normal,,normal_standard,0,train
dev_0000322,normal,,normal_standard,0,validation
dev_0000323,normal,,normal_standard,0,validation
dev_0000324,normal,,normal_standard,0,train
dev_0000325,normal,,normal_standard,0,validation
dev_0000326,normal,,normal_standard,0,train
dev_0000327,normal,,normal_standard,0,validation
dev_0000328,normal,,normal_standard,0,train
dev_0000329,normal,,normal_standard,0,train
dev_0000330,normal,,normal_standard,0,train
dev_0000331,normal,,normal_standard,0,train
dev_0000332,normal,,normal_standard,0,validation
dev_0000333,normal,,normal_standard,0,train
dev_0000334,normal,,normal_standard,0,train
dev_0000335,normal,,normal_standard,0,validation
dev_0000336,normal,,normal_standard,0,validation
dev_0000337,normal,,normal_standard,0,train
dev_0000338,normal,,normal_standard,0,validation
dev_0000339,normal,,normal_standard,0,train
dev_0000340,normal,,normal_standard,0,validation
dev_0000341,normal,,normal_standard,0,train
dev_0000342,normal,,normal_standard,0,train
dev_0000343,normal,,normal_standard,0,validation
dev_0000344,normal,,normal_standard,0,train
dev_0000345,normal,,normal_standard,0,train
dev_0000346,normal,,normal_standard,0,train
dev_0000347,normal,,normal_standard,0,train
dev_0000348,normal,,normal_standard,0,train
dev_0000349,normal,,normal_standard,0,train
dev_0000350,normal,,normal_standard,0,validation
dev_0000351,normal,,normal_standard,0,train
dev_0000352,normal,,normal_standard,0,validation
dev_0000353,normal,,normal_standard,0,train
dev_0000354,normal,,normal_standard,0,train
dev_0000355,normal,,normal_standard,0,validation
dev_0000356,normal,,normal_standard,0,train
dev_0000357,normal,,normal_standard,0,train
dev_0000358,normal,,normal_standard,0,train
dev_0000359,normal,,normal_standard,0,train
dev_0000360,normal,,normal_standard,0,train
dev_0000361,normal,,normal_standard,0,train
dev_0000362,normal,,normal_standard,0,train
dev_0000363,normal,,normal_standard,0,train
dev_0000364,normal,,normal_standard,0,validation
dev_0000365,normal,,normal_standard,0,train
dev_0000366,normal,,normal_standard,0,validation
dev_0000367,normal,,normal_standard,0,train
dev_0000368,normal,,normal_standard,0,train
dev_0000369,normal,,normal_standard,0,validation
dev_0000370,normal,,normal_standard,0,train
dev_0000371,normal,,normal_standard,0,train
dev_0000372,normal,,normal_standard,0,train
dev_0000373,normal,,normal_standard,0,train
dev_0000374,normal,,normal_standard,0,train
dev_0000375,normal,,normal_standard,0,validation
dev_0000376,normal,,normal_standard,0,train
dev_0000377,normal,,normal_standard,0,train
dev_0000378,normal,,normal_standard,0,validation
dev_0000379,normal,,normal_standard,0,train
dev_0000380,normal,,normal_standard,0,validation
dev_0000381,normal,,normal_standard,0,train
dev_0000382,normal,,normal_standard,0,train
dev_0000383,normal,,normal_standard,0,train
dev_0000384,normal,,normal_standard,0,train
dev_0000385,normal,,normal_standard,0,train
dev_0000386,normal,,normal_standard,0,validation
dev_0000387,normal,,normal_standard,0,train
dev_0000388,normal,,normal_standard,0,train
dev_0000389,normal,,normal_standard,0,train
dev_0000390,normal,,normal_standard,0,validation
dev_0000391,normal,,normal_standard,0,train
dev_0000392,normal,,normal_standard,0,train
dev_0000393,normal,,normal_standard,0,train
dev_0000394,normal,,normal_standard,0,train
dev_0000395,normal,,normal_standard,0,train
dev_0000396,normal,,normal_standard,0,train
dev_0000397,normal,,normal_standard,0,train
dev_0000398,normal,,normal_standard,0,train
dev_0000399,normal,,normal_standard,0,train
dev_0000400,normal,,normal_standard,0,train
dev_0000401,normal,,normal_standard,0,train
dev_0000402,normal,,normal_standard,0,train
dev_0000403,normal,,normal_standard,0,train
dev_0000404,normal,,normal_standard,0,validation
dev_0000405,normal,,normal_standard,0,train
dev_0000406,normal,,normal_standard,0,validation
dev_0000407,normal,,normal_standard,0,train
dev_0000408,normal,,normal_standard,0,train
dev_0000409,normal,,normal_standard,0,train
dev_0000410,normal,,normal_standard,0,train
dev_0000411,normal,,normal_standard,0,train
dev_0000412,normal,,normal_standard,0,train
dev_0000413,normal,,normal_standard,0,train
dev_0000414,normal,,normal_standard,0,train
dev_0000415,normal,,normal_standard,0,train
dev_0000416,normal,,normal_standard,0,validation
dev_0000417,normal,,normal_standard,0,validation
dev_0000418,normal,,normal_standard,0,train
dev_0000419,normal,,normal_standard,0,validation
dev_0000420,normal,,normal_standard,0,validation
dev_0000421,normal,,normal_standard,0,train
dev_0000422,normal,,normal_standard,0,train
dev_0000423,normal,,normal_standard,0,train
dev_0000424,normal,,normal_standard,0,train
dev_0000425,normal,,normal_standard,0,validation
dev_0000426,normal,,normal_standard,0,train
dev_0000427,normal,,normal_standard,0,train
dev_0000428,normal,,normal_standard,0,train
dev_0000429,normal,,normal_standard,0,train
dev_0000430,normal,,normal_standard,0,train
dev_0000431,normal,,normal_standard,0,train
dev_0000432,normal,,normal_standard,0,validation
dev_0000433,normal,,normal_standard,0,train
dev_0000434,normal,,normal_standard,0,train
dev_0000435,normal,,normal_standard,0,train
dev_0000436,normal,,normal_standard,0,train
dev_0000437,normal,,normal_standard,0,train
dev_0000438,normal,,normal_standard,0,train
dev_0000439,normal,,normal_standard,0,train
dev_0000440,normal,,normal_standard,0,train
dev_0000441,normal,,normal_standard,0,train
dev_0000442,normal,,normal_standard,0,train
dev_0000443,normal,,normal_standard,0,train
dev_0000444,normal,,normal_standard,0,train
dev_0000445,normal,,normal_standard,0,train
dev_0000446,normal,,normal_standard,0,train
dev_0000447,normal,,normal_standard,0,train
dev_0000448,normal,,normal_standard,0,train
dev_0000449,normal,,normal_standard,0,train
dev_0000450,normal,,normal_standard,0,validation
dev_0000451,normal,,normal_standard,0,train
dev_0000452,normal,,normal_standard,0,train
dev_0000453,normal,,normal_standard,0,train
dev_0000454,normal,,normal_standard,0,train
dev_0000455,normal,,normal_standard,0,validation
dev_0000456,normal,,normal_standard,0,train
dev_0000457,normal,,normal_standard,0,train
dev_0000458,normal,,normal_standard,0,train
dev_0000459,normal,,normal_standard,0,validation
dev_0000460,normal,,normal_standard,0,train
dev_0000461,normal,,normal_standard,0,train
dev_0000462,normal,,normal_standard,0,train
dev_0000463,normal,,normal_standard,0,train
dev_0000464,normal,,normal_standard,0,train
dev_0000465,normal,,normal_standard,0,train
dev_0000466,normal,,normal_standard,0,train
dev_0000467,normal,,normal_standard,0,train
dev_0000468,normal,,normal_standard,0,validation
dev_0000469,normal,,normal_standard,0,train
dev_0000470,normal,,normal_standard,0,validation
dev_0000471,normal,,normal_standard,0,validation
dev_0000472,normal,,normal_standard,0,train
dev_0000473,normal,,normal_standard,0,validation
dev_0000474,normal,,normal_standard,0,train
dev_0000475,normal,,normal_standard,0,train
dev_0000476,normal,,normal_standard,0,train
dev_0000477,normal,,normal_standard,0,train
dev_0000478,normal,,normal_standard,0,train
dev_0000479,normal,,normal_standard,0,validation
dev_0000480,normal,,normal_standard,0,train
dev_0000481,normal,,normal_standard,0,train
dev_0000482,normal,,normal_standard,0,train
dev_0000483,normal,,normal_standard,0,train
dev_0000484,normal,,normal_standard,0,validation
dev_0000485,normal,,normal_standard,0,train
dev_0000486,normal,,normal_standard,0,validation
dev_0000487,normal,,normal_standard,0,train
dev_0000488,normal,,normal_standard,0,train
dev_0000489,normal,,normal_standard,0,train
dev_0000490,normal,,normal_standard,0,validation
dev_0000491,normal,,normal_standard,0,train
dev_0000492,normal,,normal_standard,0,train
dev_0000493,normal,,normal_standard,0,validation
dev_0000494,normal,,normal_standard,0,validation
dev_0000495,normal,,normal_standard,0,validation
dev_0000496,normal,,normal_standard,0,train
dev_0000497,normal,,normal_standard,0,train
dev_0000498,normal,,normal_standard,0,train
dev_0000499,normal,,normal_standard,0,train
dev_0000500,normal,,normal_standard,0,validation
dev_0000501,normal,,normal_standard,0,train
dev_0000502,normal,,normal_standard,0,train
dev_0000503,normal,,normal_standard,0,train
dev_0000504,normal,,normal_standard,0,train
dev_0000505,normal,,normal_standard,0,train
dev_0000506,normal,,normal_standard,0,train
dev_0000507,normal,,normal_standard,0,train
dev_0000508,normal,,normal_standard,0,train
dev_0000509,normal,,normal_standard,0,train
dev_0000510,normal,,normal_standard,0,train
dev_0000511,normal,,normal_standard,0,validation
dev_0000512,normal,,normal_standard,0,train
dev_0000513,normal,,normal_standard,0,train
dev_0000514,normal,,normal_standard,0,validation
dev_0000515,normal,,normal_standard,0,train
dev_0000516,normal,,normal_standard,0,train
dev_0000517,normal,,normal_standard,0,train
dev_0000518,normal,,normal_standard,0,validation
dev_0000519,normal,,normal_standard,0,train
dev_0000520,normal,,normal_standard,0,train
dev_0000521,normal,,normal_standard,0,validation
dev_0000522,normal,,normal_standard,0,train
dev_0000523,normal,,normal_standard,0,validation
dev_0000524,normal,,normal_standard,0,train
dev_0000525,normal,,normal_standard,0,train
dev_0000526,normal,,normal_standard,0,train
dev_0000527,normal,,normal_standard,0,train
dev_0000528,normal,,normal_standard,0,train
dev_0000529,normal,,normal_standard,0,train
dev_0000530,normal,,normal_standard,0,train
dev_0000531,normal,,normal_standard,0,train
dev_0000532,normal,,normal_standard,0,train
dev_0000533,normal,,normal_standard,0,train
dev_0000534,normal,,normal_standard,0,validation
dev_0000535,normal,,normal_standard,0,validation
dev_0000536,normal,,normal_standard,0,train
dev_0000537,normal,,normal_standard,0,train
dev_0000538,normal,,normal_standard,0,validation
dev_0000539,normal,,normal_standard,0,train
dev_0000540,normal,,normal_standard,0,train
dev_0000541,normal,,normal_standard,0,train
dev_0000542,normal,,normal_standard,0,train
dev_0000543,normal,,normal_standard,0,train
dev_0000544,normal,,normal_standard,0,validation
dev_0000545,normal,,normal_standard,0,validation
dev_0000546,normal,,normal_standard,0,train
dev_0000547,normal,,normal_standard,0,train
dev_0000548,normal,,normal_standard,0,train
dev_0000549,normal,,normal_standard,0,train
dev_0000550,normal,,normal_standard,0,train
dev_0000551,normal,,normal_standard,0,train
dev_0000552,normal,,normal_standard,0,train
dev_0000553,normal,,normal_standard,0,train
dev_0000554,normal,,normal_standard,0,train
dev_0000555,normal,,normal_standard,0,train
dev_0000556,normal,,normal_standard,0,train
dev_0000557,normal,,normal_standard,0,train
dev_0000558,normal,,normal_standard,0,train
dev_0000559,normal,,normal_standard,0,validation
dev_0000560,normal,,normal_standard,0,train
dev_0000561,normal,,normal_standard,0,train
dev_0000562,normal,,normal_standard,0,validation
dev_0000563,normal,,normal_standard,0,validation
dev_0000564,normal,,normal_standard,0,validation
dev_0000565,normal,,normal_standard,0,validation
dev_0000566,normal,,normal_standard,0,train
dev_0000567,normal,,normal_standard,0,train
dev_0000568,normal,,normal_standard,0,train
dev_0000569,normal,,normal_standard,0,train
dev_0000570,normal,,normal_standard,0,validation
dev_0000571,normal,,normal_standard,0,validation
dev_0000572,normal,,normal_standard,0,train
dev_0000573,normal,,normal_standard,0,train
dev_0000574,normal,,normal_standard,0,train
dev_0000575,normal,,normal_standard,0,train
dev_0000576,normal,,normal_standard,0,train
dev_0000577,normal,,normal_standard,0,validation
dev_0000578,normal,,normal_standard,0,train
dev_0000579,normal,,normal_standard,0,train
dev_0000580,normal,,normal_standard,0,train
dev_0000581,normal,,normal_standard,0,train
dev_0000582,normal,,normal_standard,0,validation
dev_0000583,normal,,normal_standard,0,train
dev_0000584,normal,,normal_standard,0,train
dev_0000585,normal,,normal_standard,0,validation
dev_0000586,normal,,normal_standard,0,validation
dev_0000587,normal,,normal_standard,0,train
dev_0000588,normal,,normal_standard,0,validation
dev_0000589,normal,,normal_standard,0,train
dev_0000590,normal,,normal_standard,0,validation
dev_0000591,normal,,normal_standard,0,train
dev_0000592,normal,,normal_standard,0,train
dev_0000593,normal,,normal_standard,0,train
dev_0000594,normal,,normal_standard,0,validation
dev_0000595,normal,,normal_standard,0,train
dev_0000596,normal,,normal_standard,0,train
dev_0000597,normal,,normal_standard,0,validation
dev_0000598,normal,,normal_standard,0,train
dev_0000599,normal,,normal_standard,0,validation
dev_0000600,normal,,normal_standard,0,train
dev_0000601,normal,,normal_standard,0,train
dev_0000602,normal,,normal_standard,0,train
dev_0000603,normal,,normal_standard,0,train
dev_0000604,normal,,normal_standard,0,train
dev_0000605,normal,,normal_standard,0,train
dev_0000606,normal,,normal_standard,0,validation
dev_0000607,normal,,normal_standard,0,train
dev_0000608,normal,,normal_standard,0,train
dev_0000609,normal,,normal_standard,0,train
dev_0000610,normal,,normal_standard,0,train
dev_0000611,normal,,normal_standard,0,train
dev_0000612,normal,,normal_standard,0,train
dev_0000613,normal,,normal_standard,0,train
dev_0000614,normal,,normal_standard,0,train
dev_0000615,normal,,normal_standard,0,train
dev_0000616,normal,,normal_standard,0,train
dev_0000617,normal,,normal_standard,0,train
dev_0000618,normal,,normal_standard,0,train
dev_0000619,normal,,normal_standard,0,train
dev_0000620,normal,,normal_standard,0,train
dev_0000621,normal,,normal_standard,0,train
dev_0000622,normal,,normal_standard,0,train
dev_0000623,normal,,normal_standard,0,validation
dev_0000624,normal,,normal_standard,0,train
dev_0000625,normal,,normal_standard,0,train
dev_0000626,normal,,normal_standard,0,train
dev_0000627,normal,,normal_standard,0,train
dev_0000628,normal,,normal_standard,0,train
dev_0000629,normal,,normal_standard,0,train
dev_0000630,normal,,normal_standard,0,validation
dev_0000631,normal,,normal_standard,0,train
dev_0000632,normal,,normal_standard,0,train
dev_0000633,normal,,normal_standard,0,train
dev_0000634,normal,,normal_standard,0,validation
dev_0000635,normal,,normal_standard,0,train
dev_0000636,normal,,normal_standard,0,train
dev_0000637,normal,,normal_standard,0,train
dev_0000638,normal,,normal_standard,0,train
dev_0000639,normal,,normal_standard,0,train
dev_0000640,normal,,normal_standard,0,train
dev_0000641,normal,,normal_standard,0,train
dev_0000642,normal,,normal_standard,0,train
dev_0000643,normal,,normal_standard,0,validation
dev_0000644,normal,,normal_standard,0,train
dev_0000645,normal,,normal_standard,0,train
dev_0000646,normal,,normal_standard,0,validation
dev_0000647,normal,,normal_standard,0,train
dev_0000648,normal,,normal_standard,0,train
dev_0000649,normal,,normal_standard,0,validation
dev_0000650,normal,,normal_standard,0,train
dev_0000651,normal,,normal_standard,0,train
dev_0000652,normal,,normal_standard,0,train
dev_0000653,normal,,normal_standard,0,train
dev_0000654,normal,,normal_standard,0,validation
dev_0000655,normal,,normal_standard,0,train
dev_0000656,normal,,normal_standard,0,train
dev_0000657,normal,,normal_standard,0,train
