event_id,request_id,timestamp,device_id,session_id,prior_attempts_10s,prior_attempts_60s,prior_attempts_5m,prior_attempts_1h,prior_attempts_24h,prior_attempts_7d,prospective_requests_10s,prospective_requests_60s,distinct_cards_5m,distinct_cards_1h,distinct_cards_24h,distinct_cards_7d,distinct_bins_5m,distinct_bins_24h,cross_session_cards_24h,cross_session_cards_7d,prior_decline_streak,prior_decline_ratio_5m,prior_decline_ratio_24h,attempts_before_first_approval,attempts_after_first_approval,seconds_since_previous_authorization,device_age_seconds,session_age_seconds,seconds_since_previous_session,sessions_24h,sessions_7d,ip_changes_24h,devices_per_ip_5m,requests_per_ip_5m,same_card_retry_ratio_24h,card_switches_after_decline_24h,current_amount,amount_delta_from_previous,amount_variation_24h,near_minimum_ratio_24h,prior_successful_checkouts,seconds_since_successful_checkout,campaign_active,label,population,attack_subtype,scenario_tag
evt_0002462,req_0000917,2026-01-01T00:20:59+00:00,dev_0000722,dev_0000722_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0004430,req_0001646,2026-01-01T00:21:16+00:00,dev_0001307,dev_0001307_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,12.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0009540,req_0003524,2026-01-01T00:24:03+00:00,dev_0002798,dev_0002798_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0025944,req_0009911,2026-01-01T00:26:00+00:00,dev_0006914,dev_0006914_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.870000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,flash_sale,,flash_standard
evt_0010164,req_0003757,2026-01-01T00:35:12+00:00,dev_0002979,dev_0002979_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,17.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0007655,req_0002830,2026-01-01T00:35:41+00:00,dev_0002250,dev_0002250_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,10.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0055655,req_0023760,2026-01-01T00:36:04+00:00,dev_0009606,dev_0009606_s1,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1126.000000,1126.000000,1126.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,6.630000,-2.480000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0056164,req_0024005,2026-01-01T00:39:09+00:00,dev_0009640,dev_0009640_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,35.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0009031,req_0003338,2026-01-01T00:39:46+00:00,dev_0002648,dev_0002648_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,13.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0056166,req_0024006,2026-01-01T00:47:53+00:00,dev_0009640,dev_0009640_s1,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,524.000000,524.000000,524.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,5.650000,-30.310000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0005131,req_0001906,2026-01-01T00:49:10+00:00,dev_0001511,dev_0001511_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0008329,req_0003079,2026-01-01T01:02:10+00:00,dev_0002447,dev_0002447_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,6.460000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0010023,req_0003705,2026-01-01T01:04:38+00:00,dev_0002940,dev_0002940_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,7.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0003084,req_0001147,2026-01-01T01:11:47+00:00,dev_0000909,dev_0000909_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,13.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0043472,req_0017848,2026-01-01T01:17:04+00:00,dev_0008938,dev_0008938_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,11.630000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,attack,burst,attack_burst
evt_0043474,req_0017849,2026-01-01T01:17:06+00:00,dev_0008938,dev_0008938_s1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,2.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,10.570000,-1.060000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0043476,req_0017850,2026-01-01T01:17:10+00:00,dev_0008938,dev_0008938_s1,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.000000,1.000000,4.000000,6.000000,6.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,0.000000,0.000000,12.250000,1.680000,0.530000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0043478,req_0017851,2026-01-01T01:17:11+00:00,dev_0008938,dev_0008938_s1,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,4.000000,4.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,0.666667,0.666667,0.000000,2.000000,1.000000,7.000000,7.000000,0.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.333333,1.000000,4.430000,-7.820000,0.693654,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0043480,req_0017852,2026-01-01T01:17:13+00:00,dev_0008938,dev_0008938_s1,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,5.000000,5.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,3.000000,0.750000,0.750000,0.000000,3.000000,2.000000,9.000000,9.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.180000,-3.250000,3.112700,0.000000,0.000000,0.000000,1.000000,1,attack,burst,attack_burst
evt_0043482,req_0017853,2026-01-01T01:17:17+00:00,dev_0008938,dev_0008938_s1,3.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,6.000000,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.600000,0.600000,0.000000,4.000000,4.000000,13.000000,13.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000,8.750000,7.570000,4.406833,0.200000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0043484,req_0017854,2026-01-01T01:17:18+00:00,dev_0008938,dev_0008938_s1,4.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,7.000000,4.000000,4.000000,4.000000,4.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.000000,5.000000,1.000000,14.000000,14.000000,0.000000,1.000000,1.000000,1.000000,1.000000,3.000000,0.000000,1.000000,8.910000,0.160000,4.032261,0.166667,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0043486,req_0017855,2026-01-01T01:17:21+00:00,dev_0008938,dev_0008938_s1,4.000000,7.000000,7.000000,7.000000,7.000000,7.000000,5.000000,8.000000,4.000000,4.000000,4.000000,4.000000,2.000000,2.000000,1.000000,1.000000,1.000000,0.571429,0.571429,0.000000,6.000000,3.000000,17.000000,17.000000,0.000000,1.000000,1.000000,1.000000,1.000000,4.000000,0.142857,1.000000,2.560000,-6.350000,3.742985,0.142857,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0043488,req_0017856,2026-01-01T01:17:23+00:00,dev_0008938,dev_0008938_s1,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,5.000000,9.000000,4.000000,4.000000,4.000000,4.000000,2.000000,2.000000,1.000000,1.000000,2.000000,0.625000,0.625000,0.000000,7.000000,2.000000,19.000000,19.000000,0.000000,1.000000,1.000000,2.000000,1.000000,1.000000,0.375000,1.000000,4.890000,2.330000,3.974229,0.125000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0012128,req_0004473,2026-01-01T01:18:03+00:00,dev_0003561,dev_0003561_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,18.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0012130,req_0004474,2026-01-01T01:20:31+00:00,dev_0003561,dev_0003561_s1,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,148.000000,148.000000,148.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,16.590000,-2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0046884,req_0019516,2026-01-01T01:24:03+00:00,dev_0009089,dev_0009089_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046886,req_0019517,2026-01-01T01:24:04+00:00,dev_0009089,dev_0009089_s1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,10.450000,4.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046888,req_0019518,2026-01-01T01:24:08+00:00,dev_0009089,dev_0009089_s1,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,3.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,0.000000,4.000000,5.000000,5.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,1.000000,0.000000,3.410000,-7.040000,2.400000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046890,req_0019519,2026-01-01T01:24:12+00:00,dev_0009089,dev_0009089_s1,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,4.000000,4.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.666667,0.666667,2.000000,0.000000,4.000000,9.000000,9.000000,0.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.000000,0.000000,11.390000,7.980000,2.936725,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046892,req_0019520,2026-01-01T01:24:13+00:00,dev_0009089,dev_0009089_s1,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,5.000000,5.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.666667,0.666667,2.000000,0.000000,5.000000,10.000000,10.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,9.260000,5.850000,2.936725,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046894,req_0019521,2026-01-01T01:24:17+00:00,dev_0009089,dev_0009089_s1,3.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,6.000000,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.400000,0.400000,2.000000,2.000000,4.000000,14.000000,14.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.600000,0.000000,27.680000,18.420000,3.022174,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046896,req_0019522,2026-01-01T01:24:20+00:00,dev_0009089,dev_0009089_s1,3.000000,6.000000,6.000000,6.000000,6.000000,6.000000,4.000000,7.000000,4.000000,4.000000,4.000000,4.000000,2.000000,2.000000,1.000000,1.000000,1.000000,0.500000,0.500000,2.000000,3.000000,3.000000,17.000000,17.000000,0.000000,1.000000,1.000000,1.000000,1.000000,3.000000,0.000000,0.000000,26.050000,-1.630000,7.824864,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046898,req_0019523,2026-01-01T01:24:23+00:00,dev_0009089,dev_0009089_s1,3.000000,7.000000,7.000000,7.000000,7.000000,7.000000,4.000000,8.000000,5.000000,5.000000,5.000000,5.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.428571,0.428571,2.000000,4.000000,3.000000,20.000000,20.000000,0.000000,1.000000,1.000000,1.000000,1.000000,4.000000,0.000000,1.000000,2.640000,-23.410000,8.893694,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046900,req_0019524,2026-01-01T01:24:26+00:00,dev_0009089,dev_0009089_s1,3.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,9.000000,6.000000,6.000000,6.000000,6.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.375000,0.375000,2.000000,5.000000,3.000000,23.000000,23.000000,0.000000,1.000000,1.000000,2.000000,1.000000,1.000000,0.000000,1.000000,2.540000,-0.100000,9.050084,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046902,req_0019525,2026-01-01T01:24:30+00:00,dev_0009089,dev_0009089_s1,3.000000,9.000000,9.000000,9.000000,9.000000,9.000000,4.000000,10.000000,6.000000,6.000000,6.000000,6.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.333333,0.333333,2.000000,6.000000,4.000000,27.000000,27.000000,0.000000,1.000000,1.000000,2.000000,1.000000,2.000000,0.111111,1.000000,2.710000,0.170000,9.042482,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046904,req_0019526,2026-01-01T01:24:31+00:00,dev_0009089,dev_0009089_s1,3.000000,10.000000,10.000000,10.000000,10.000000,10.000000,4.000000,11.000000,7.000000,7.000000,7.000000,7.000000,3.000000,3.000000,1.000000,1.000000,1.000000,0.400000,0.400000,2.000000,7.000000,1.000000,28.000000,28.000000,0.000000,1.000000,1.000000,2.000000,1.000000,3.000000,0.000000,1.000000,2.770000,0.060000,8.932335,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0046906,req_0019527,2026-01-01T01:24:35+00:00,dev_0009089,dev_0009089_s1,3.000000,11.000000,11.000000,11.000000,11.000000,11.000000,4.000000,12.000000,7.000000,7.000000,7.000000,7.000000,3.000000,3.000000,1.000000,1.000000,2.000000,0.454545,0.454545,2.000000,8.000000,4.000000,32.000000,32.000000,0.000000,1.000000,1.000000,2.000000,1.000000,4.000000,0.090909,2.000000,3.780000,1.010000,8.778878,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0037872,req_0015114,2026-01-01T01:37:04+00:00,dev_0008686,dev_0008686_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.730000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0037874,req_0015115,2026-01-01T01:37:07+00:00,dev_0008686,dev_0008686_s1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,3.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,32.460000,29.730000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0037876,req_0015116,2026-01-01T01:37:11+00:00,dev_0008686,dev_0008686_s1,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.000000,1.000000,4.000000,7.000000,7.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,0.000000,0.000000,8.460000,-24.000000,14.865000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0037878,req_0015117,2026-01-01T01:37:14+00:00,dev_0008686,dev_0008686_s1,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,4.000000,4.000000,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.000000,2.000000,3.000000,10.000000,10.000000,0.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.000000,1.000000,2.220000,-6.240000,12.878517,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
