left,right,pearson
prior_attempts_24h,same_card_retry_ratio_24h,0.119664050574
prior_attempts_24h,prior_successful_checkouts,-0.109771082928
prior_attempts_24h,seconds_since_successful_checkout,-0.1188100132
prior_attempts_7d,prospective_requests_10s,0.438054910352
prior_attempts_7d,prospective_requests_60s,0.551869500506
prior_attempts_7d,prior_decline_streak,0.352690547702
prior_attempts_7d,prior_decline_ratio_5m,0.307699982247
prior_attempts_7d,prior_decline_ratio_24h,0.345005171001
prior_attempts_7d,seconds_since_previous_authorization,0.0309302463713
prior_attempts_7d,session_age_seconds,0.234293117014
prior_attempts_7d,seconds_since_previous_session,0.449215250282
prior_attempts_7d,sessions_24h,0.0369025035922
prior_attempts_7d,sessions_7d,0.503873583499
prior_attempts_7d,requests_per_ip_5m,0.407102186351
prior_attempts_7d,same_card_retry_ratio_24h,0.056744333866
prior_attempts_7d,prior_successful_checkouts,-0.0224006715252
prior_attempts_7d,seconds_since_successful_checkout,-0.0284481696589
prospective_requests_10s,prospective_requests_60s,0.869503570794
prospective_requests_10s,seconds_since_previous_authorization,-0.13062105517
prospective_requests_10s,session_age_seconds,-0.169164673481
prospective_requests_10s,seconds_since_previous_session,-0.0653089611746
prospective_requests_10s,sessions_24h,-0.0393181091868
prospective_requests_10s,sessions_7d,-0.0786567381682
prospective_requests_10s,requests_per_ip_5m,0.463085535863
prospective_requests_10s,same_card_retry_ratio_24h,0.0329079488918
prospective_requests_10s,seconds_since_successful_checkout,-0.0930009110697
prospective_requests_60s,seconds_since_previous_authorization,-0.148723334304
prospective_requests_60s,session_age_seconds,-0.155811658779
prospective_requests_60s,seconds_since_previous_session,-0.0742593564077
prospective_requests_60s,sessions_24h,-0.0536296246498
prospective_requests_60s,sessions_7d,-0.0901530352189
prospective_requests_60s,requests_per_ip_5m,0.508208026286
prospective_requests_60s,same_card_retry_ratio_24h,0.0350479742379
prospective_requests_60s,seconds_since_successful_checkout,-0.0965046768117
distinct_cards_5m,prior_attempts_5m,0.856933393614
distinct_cards_5m,prior_attempts_1h,0.825530530262
distinct_cards_5m,prior_attempts_24h,0.791342930726
distinct_cards_5m,prior_attempts_7d,0.659519353026
distinct_cards_5m,prospective_requests_10s,0.606347265682
distinct_cards_5m,prospective_requests_60s,0.76741422424
distinct_cards_5m,distinct_cards_7d,0.735318219627
distinct_cards_5m,prior_decline_streak,0.279477676577
distinct_cards_5m,prior_decline_ratio_5m,0.388536442028
distinct_cards_5m,prior_decline_ratio_24h,0.320800679414
distinct_cards_5m,seconds_since_previous_authorization,-0.164862576972
distinct_cards_5m,session_age_seconds,-0.0099227791837
distinct_cards_5m,seconds_since_previous_session,-0.000189670291173
distinct_cards_5m,sessions_24h,-0.0638018795666
distinct_cards_5m,sessions_7d,-0.0285505333763
distinct_cards_5m,ip_changes_24h,0.549352393552
distinct_cards_5m,requests_per_ip_5m,0.524265631812
distinct_cards_5m,same_card_retry_ratio_24h,-0.146735608172
distinct_cards_5m,near_minimum_ratio_24h,0.183756414391
distinct_cards_5m,prior_successful_checkouts,-0.095633147636
distinct_cards_5m,seconds_since_successful_checkout,-0.0916477170183
distinct_cards_5m,prior_attempts_14d,0.655717456132
distinct_cards_5m,ip_rotation_ratio_24h,0.507996169239
distinct_cards_1h,prior_attempts_5m,0.796415573357
distinct_cards_1h,prior_attempts_1h,0.85032998819
distinct_cards_1h,prior_attempts_24h,0.812018183999
distinct_cards_1h,prior_attempts_7d,0.702791147743
distinct_cards_1h,prospective_requests_10s,0.532949592866
distinct_cards_1h,prospective_requests_60s,0.683298073484
distinct_cards_1h,distinct_cards_5m,0.944936778482
distinct_cards_1h,distinct_cards_24h,0.941816477351
distinct_cards_1h,distinct_cards_7d,0.790132041856
distinct_cards_1h,prior_decline_streak,0.298241763375
distinct_cards_1h,prior_decline_ratio_5m,0.364336358554
distinct_cards_1h,prior_decline_ratio_24h,0.340956879403
distinct_cards_1h,seconds_since_previous_authorization,-0.180551437913
distinct_cards_1h,session_age_seconds,0.193019631282
distinct_cards_1h,seconds_since_previous_session,0.0542176319051
distinct_cards_1h,sessions_24h,-0.0704885035155
distinct_cards_1h,sessions_7d,0.0392361849084
distinct_cards_1h,ip_changes_24h,0.551259103092
distinct_cards_1h,requests_per_ip_5m,0.484758947886
distinct_cards_1h,same_card_retry_ratio_24h,-0.159758920966
distinct_cards_1h,near_minimum_ratio_24h,0.201200345678
distinct_cards_1h,prior_successful_checkouts,-0.11024235682
distinct_cards_1h,seconds_since_successful_checkout,-0.105459355319
distinct_cards_1h,prior_attempts_14d,0.699779038702
distinct_cards_1h,ip_rotation_ratio_24h,0.517326391484
distinct_cards_24h,prior_attempts_5m,0.744696212522
distinct_cards_24h,prior_attempts_1h,0.791817283718
distinct_cards_24h,prior_attempts_24h,0.860810324488
distinct_cards_24h,prior_attempts_7d,0.751156717096
distinct_cards_24h,prospective_requests_10s,0.519462605405
distinct_cards_24h,prospective_requests_60s,0.646899479489
distinct_cards_24h,distinct_cards_5m,0.892013660115
distinct_cards_24h,distinct_cards_7d,0.837505441251
distinct_cards_24h,prior_decline_streak,0.306946799746
distinct_cards_24h,prior_decline_ratio_5m,0.341622197763
distinct_cards_24h,prior_decline_ratio_24h,0.342254638071
distinct_cards_24h,seconds_since_previous_authorization,-0.15292852246
distinct_cards_24h,session_age_seconds,0.172683308336
distinct_cards_24h,seconds_since_previous_session,0.0821564245617
distinct_cards_24h,sessions_24h,0.0509477646364
distinct_cards_24h,sessions_7d,0.123712437317
distinct_cards_24h,ip_changes_24h,0.650171335251
distinct_cards_24h,requests_per_ip_5m,0.460136473325
distinct_cards_24h,same_card_retry_ratio_24h,-0.163402530201
distinct_cards_24h,near_minimum_ratio_24h,0.205697158649
distinct_cards_24h,prior_successful_checkouts,-0.0935449286048
distinct_cards_24h,seconds_since_successful_checkout,-0.0999812312297
distinct_cards_24h,prior_attempts_14d,0.747884994092
distinct_cards_24h,ip_rotation_ratio_24h,0.568271690964
distinct_cards_7d,prior_attempts_5m,0.573763728163
distinct_cards_7d,prior_attempts_1h,0.619174501248
distinct_cards_7d,prior_attempts_24h,0.676453853377
distinct_cards_7d,prior_attempts_7d,0.904963052064
distinct_cards_7d,prospective_requests_10s,0.40390356856
distinct_cards_7d,prospective_requests_60s,0.501617257264
distinct_cards_7d,prior_decline_streak,0.309727298454
distinct_cards_7d,prior_decline_ratio_5m,0.254469069063
distinct_cards_7d,prior_decline_ratio_24h,0.281867830051
distinct_cards_7d,seconds_since_previous_authorization,0.0191086369842
distinct_cards_7d,session_age_seconds,0.197312495351
distinct_cards_7d,seconds_since_previous_session,0.393584676836
distinct_cards_7d,sessions_24h,0.0277837439846
distinct_cards_7d,sessions_7d,0.448859761212
distinct_cards_7d,ip_changes_24h,0.568429913546
distinct_cards_7d,requests_per_ip_5m,0.354018590407
distinct_cards_7d,same_card_retry_ratio_24h,-0.137822631841
distinct_cards_7d,near_minimum_ratio_24h,0.186543858382
distinct_cards_7d,prior_successful_checkouts,-0.0408889073229
distinct_cards_7d,seconds_since_successful_checkout,-0.0451017314642
distinct_cards_7d,prior_attempts_14d,0.904615933639
distinct_cards_7d,ip_rotation_ratio_24h,0.457498516548
distinct_bins_5m,prior_attempts_5m,0.714658244775
distinct_bins_5m,prior_attempts_1h,0.693111864074
distinct_bins_5m,prior_attempts_24h,0.676565993435
distinct_bins_5m,prior_attempts_7d,0.63530132044
distinct_bins_5m,prospective_requests_10s,0.521425464267
distinct_bins_5m,prospective_requests_60s,0.648724339533
distinct_bins_5m,distinct_cards_5m,0.850328582623
distinct_bins_5m,distinct_cards_1h,0.814026905109
distinct_bins_5m,distinct_cards_24h,0.780354158541
distinct_bins_5m,distinct_cards_7d,0.689783119542
distinct_bins_5m,prior_decline_streak,0.244910843338
distinct_bins_5m,prior_decline_ratio_5m,0.322270999788
distinct_bins_5m,prior_decline_ratio_24h,0.264500703407
distinct_bins_5m,seconds_since_previous_authorization,-0.137600943817
distinct_bins_5m,session_age_seconds,-0.00675240372283
distinct_bins_5m,seconds_since_previous_session,0.0639082432928
distinct_bins_5m,sessions_24h,-0.0490479704171
distinct_bins_5m,sessions_7d,0.0378362026533
distinct_bins_5m,ip_changes_24h,0.491345289153
distinct_bins_5m,requests_per_ip_5m,0.428039533084
distinct_bins_5m,same_card_retry_ratio_24h,-0.130839550077
distinct_bins_5m,near_minimum_ratio_24h,0.155427129301
distinct_bins_5m,prior_successful_checkouts,-0.0794431097151
distinct_bins_5m,seconds_since_successful_checkout,-0.080500424768
distinct_bins_5m,prior_attempts_14d,0.631956039341
distinct_bins_5m,distinct_cards_14d,0.688732750738
distinct_bins_5m,ip_rotation_ratio_24h,0.453116485537
distinct_bins_24h,prior_attempts_5m,0.627867718983
distinct_bins_24h,prior_attempts_1h,0.662683373291
distinct_bins_24h,prior_attempts_24h,0.722217192159
distinct_bins_24h,prior_attempts_7d,0.705901452487
distinct_bins_24h,prospective_requests_10s,0.45331685666
distinct_bins_24h,prospective_requests_60s,0.557134181251
distinct_bins_24h,distinct_cards_5m,0.763388220104
distinct_bins_24h,distinct_cards_1h,0.80791466358
distinct_bins_24h,distinct_cards_24h,0.858359126878
distinct_bins_24h,distinct_cards_7d,0.772332110567
distinct_bins_24h,distinct_bins_5m,0.89315992395
distinct_bins_24h,prior_decline_streak,0.268057925229
distinct_bins_24h,prior_decline_ratio_5m,0.281201643704
distinct_bins_24h,prior_decline_ratio_24h,0.284421742896
distinct_bins_24h,seconds_since_previous_authorization,-0.127586375847
distinct_bins_24h,session_age_seconds,0.143334522583
distinct_bins_24h,seconds_since_previous_session,0.131702091275
distinct_bins_24h,sessions_24h,0.0310219078208
distinct_bins_24h,sessions_7d,0.171072962232
distinct_bins_24h,ip_changes_24h,0.561917231077
distinct_bins_24h,requests_per_ip_5m,0.376385720032
distinct_bins_24h,same_card_retry_ratio_24h,-0.147087873173
distinct_bins_24h,near_minimum_ratio_24h,0.17958809269
distinct_bins_24h,prior_successful_checkouts,-0.0790563663613
distinct_bins_24h,seconds_since_successful_checkout,-0.0880965672348
distinct_bins_24h,prior_attempts_14d,0.703493771485
distinct_bins_24h,distinct_cards_14d,0.771475422203
distinct_bins_24h,ip_rotation_ratio_24h,0.490986916599
cross_session_cards_24h,prior_attempts_5m,0.0406349728062
cross_session_cards_24h,prior_attempts_1h,0.0327367718394
cross_session_cards_24h,prior_attempts_24h,0.350578959204
cross_session_cards_24h,prior_attempts_7d,0.327089454038
cross_session_cards_24h,prospective_requests_10s,0.0953291915648
cross_session_cards_24h,prospective_requests_60s,0.0602786130233
cross_session_cards_24h,distinct_cards_5m,0.0816593761126
cross_session_cards_24h,distinct_cards_1h,0.0797516705157
cross_session_cards_24h,distinct_cards_24h,0.398501612591
cross_session_cards_24h,distinct_cards_7d,0.331912870561
cross_session_cards_24h,distinct_bins_5m,0.110325066263
cross_session_cards_24h,distinct_bins_24h,0.343938944762
cross_session_cards_24h,cross_session_cards_7d,0.444134769894
cross_session_cards_24h,prior_decline_streak,0.0960345725452
cross_session_cards_24h,prior_decline_ratio_5m,0.0239304186651
cross_session_cards_24h,prior_decline_ratio_24h,0.0819627271343
cross_session_cards_24h,seconds_since_previous_authorization,0.0286116879061
cross_session_cards_24h,device_age_seconds,0.124843112181
cross_session_cards_24h,session_age_seconds,-0.00784188886847
cross_session_cards_24h,seconds_since_previous_session,0.0992119401706
cross_session_cards_24h,sessions_24h,0.319064782126
cross_session_cards_24h,sessions_7d,0.267949938717
cross_session_cards_24h,ip_changes_24h,0.436362558636
cross_session_cards_24h,devices_per_ip_5m,-0.00459882696611
cross_session_cards_24h,requests_per_ip_5m,0.0490609151206
cross_session_cards_24h,same_card_retry_ratio_24h,-0.0511931568433
cross_session_cards_24h,current_amount,-0.0207757460292
cross_session_cards_24h,near_minimum_ratio_24h,0.0594372141318
cross_session_cards_24h,prior_successful_checkouts,0.0257829985502
cross_session_cards_24h,seconds_since_successful_checkout,-0.00765098804884
cross_session_cards_24h,prior_attempts_14d,0.325597617426
cross_session_cards_24h,distinct_cards_14d,0.331480629587
cross_session_cards_24h,ip_rotation_ratio_24h,0.279489882994
cross_session_cards_7d,prior_attempts_5m,0.097434104557
cross_session_cards_7d,prior_attempts_1h,0.118620280874
cross_session_cards_7d,prior_attempts_24h,0.246769071246
cross_session_cards_7d,prior_attempts_7d,0.745205270179
cross_session_cards_7d,prospective_requests_10s,0.0966634889125
cross_session_cards_7d,prospective_requests_60s,0.0973834783458
cross_session_cards_7d,distinct_cards_5m,0.218230281217
cross_session_cards_7d,distinct_cards_1h,0.260086106133
cross_session_cards_7d,distinct_cards_24h,0.384072477492
cross_session_cards_7d,distinct_cards_7d,0.77875542307
cross_session_cards_7d,distinct_bins_5m,0.298046448619
cross_session_cards_7d,distinct_bins_24h,0.430984243872
cross_session_cards_7d,prior_decline_streak,0.181743468877
cross_session_cards_7d,prior_decline_ratio_5m,0.0326414884557
cross_session_cards_7d,prior_decline_ratio_24h,0.104816553061
cross_session_cards_7d,seconds_since_previous_authorization,0.172736196472
cross_session_cards_7d,device_age_seconds,0.642163374075
cross_session_cards_7d,session_age_seconds,0.146317445878
cross_session_cards_7d,seconds_since_previous_session,0.605733314705
cross_session_cards_7d,sessions_24h,0.102515360596
cross_session_cards_7d,sessions_7d,0.68772556018
cross_session_cards_7d,ip_changes_24h,0.324495022518
cross_session_cards_7d,devices_per_ip_5m,-0.00509209755826
cross_session_cards_7d,requests_per_ip_5m,0.0676136751956
cross_session_cards_7d,same_card_retry_ratio_24h,-0.0624190582164
cross_session_cards_7d,current_amount,-0.0475392945304
cross_session_cards_7d,near_minimum_ratio_24h,0.0897306377812
cross_session_cards_7d,prior_successful_checkouts,0.0475462215795
cross_session_cards_7d,seconds_since_successful_checkout,0.0369189909173
cross_session_cards_7d,prior_attempts_14d,0.747471669225
cross_session_cards_7d,distinct_cards_14d,0.779392120677
cross_session_cards_7d,ip_rotation_ratio_24h,0.195342014996
prior_decline_streak,prospective_requests_10s,0.194879343841
prior_decline_streak,prospective_requests_60s,0.24906797276
prior_decline_streak,seconds_since_previous_authorization,-0.0292012532741
prior_decline_streak,session_age_seconds,0.175900274107
prior_decline_streak,seconds_since_previous_session,0.118529755894
prior_decline_streak,sessions_24h,-0.00720779993113
prior_decline_streak,sessions_7d,0.152450097047
prior_decline_streak,requests_per_ip_5m,0.33960305667
prior_decline_streak,same_card_retry_ratio_24h,0.235479541961
prior_decline_streak,prior_successful_checkouts,-0.0625760748962
prior_decline_streak,seconds_since_successful_checkout,-0.05284901801
prior_decline_ratio_5m,prospective_requests_10s,0.287093071749
prior_decline_ratio_5m,prospective_requests_60s,0.346238085711
prior_decline_ratio_5m,prior_decline_streak,0.591218876723
prior_decline_ratio_5m,seconds_since_previous_authorization,-0.229303745969
prior_decline_ratio_5m,session_age_seconds,0.00565898387779
prior_decline_ratio_5m,seconds_since_previous_session,-0.091132162263
prior_decline_ratio_5m,sessions_24h,-0.0816544470526
prior_decline_ratio_5m,sessions_7d,-0.11923330386
prior_decline_ratio_5m,requests_per_ip_5m,0.580750414207
prior_decline_ratio_5m,same_card_retry_ratio_24h,0.440958670684
prior_decline_ratio_5m,prior_successful_checkouts,-0.0419260548043
prior_decline_ratio_5m,seconds_since_successful_checkout,-0.0397169674991
prior_decline_ratio_24h,prospective_requests_10s,0.235179874795
prior_decline_ratio_24h,prospective_requests_60s,0.286717659211
prior_decline_ratio_24h,prior_decline_streak,0.660447726099
prior_decline_ratio_24h,prior_decline_ratio_5m,0.864658564511
prior_decline_ratio_24h,seconds_since_previous_authorization,-0.22358817446
prior_decline_ratio_24h,session_age_seconds,0.248965803142
prior_decline_ratio_24h,seconds_since_previous_session,0.0119745969804
prior_decline_ratio_24h,sessions_24h,0.00410713925974
prior_decline_ratio_24h,sessions_7d,0.0362556792179
prior_decline_ratio_24h,requests_per_ip_5m,0.495024049371
prior_decline_ratio_24h,same_card_retry_ratio_24h,0.501737711804
prior_decline_ratio_24h,prior_successful_checkouts,-0.0662430360543
prior_decline_ratio_24h,seconds_since_successful_checkout,-0.063062145188
attempts_before_first_approval,prior_attempts_5m,0.330604765222
attempts_before_first_approval,prior_attempts_1h,0.348568786355
attempts_before_first_approval,prior_attempts_24h,0.36584485274
attempts_before_first_approval,prior_attempts_7d,0.373820503771
attempts_before_first_approval,prospective_requests_10s,0.213505795173
attempts_before_first_approval,prospective_requests_60s,0.25864515496
attempts_before_first_approval,distinct_cards_5m,0.294334787825
attempts_before_first_approval,distinct_cards_1h,0.307982463381
attempts_before_first_approval,distinct_cards_24h,0.316010362411
attempts_before_first_approval,distinct_cards_7d,0.333403556406
attempts_before_first_approval,distinct_bins_5m,0.26829292571
attempts_before_first_approval,distinct_bins_24h,0.282692457992
attempts_before_first_approval,cross_session_cards_24h,0.11357652018
attempts_before_first_approval,cross_session_cards_7d,0.216433287966
attempts_before_first_approval,prior_decline_streak,0.491472010448
attempts_before_first_approval,prior_decline_ratio_5m,0.500243821842
attempts_before_first_approval,prior_decline_ratio_24h,0.561642033689
attempts_before_first_approval,seconds_since_previous_authorization,0.00603281936022
attempts_before_first_approval,device_age_seconds,0.15602785507
attempts_before_first_approval,session_age_seconds,0.152781309882
attempts_before_first_approval,seconds_since_previous_session,0.148484584534
attempts_before_first_approval,sessions_24h,0.00563879974021
attempts_before_first_approval,sessions_7d,0.173090780939
attempts_before_first_approval,ip_changes_24h,0.224139797416
attempts_before_first_approval,devices_per_ip_5m,0.00403299779106
attempts_before_first_approval,requests_per_ip_5m,0.332624737568
attempts_before_first_approval,same_card_retry_ratio_24h,0.230123655396
attempts_before_first_approval,card_switches_after_decline_24h,0.347242109148
attempts_before_first_approval,current_amount,-0.0256117046216
attempts_before_first_approval,near_minimum_ratio_24h,0.100722976469
attempts_before_first_approval,prior_successful_checkouts,-0.00929508274021
attempts_before_first_approval,seconds_since_successful_checkout,-0.008431664637
attempts_before_first_approval,campaign_active,-0.0100911734313
attempts_before_first_approval,prior_attempts_14d,0.374461916717
attempts_before_first_approval,distinct_cards_14d,0.333862218907
attempts_before_first_approval,ip_rotation_ratio_24h,0.155918012596
attempts_before_first_approval,checkout_completion_lag_seconds,-0.0065480554903
attempts_before_first_approval,checkout_completion_lag_available,-0.00993434282059
attempts_after_first_approval,prior_attempts_5m,0.564019881197
attempts_after_first_approval,prior_attempts_1h,0.609291121051
attempts_after_first_approval,prior_attempts_24h,0.672725377321
attempts_after_first_approval,prior_attempts_7d,0.945963082788
attempts_after_first_approval,prospective_requests_10s,0.381603972832
attempts_after_first_approval,prospective_requests_60s,0.492481307011
attempts_after_first_approval,distinct_cards_5m,0.59933117982
attempts_after_first_approval,distinct_cards_1h,0.638403298479
attempts_after_first_approval,distinct_cards_24h,0.689384559324
attempts_after_first_approval,distinct_cards_7d,0.861049987259
attempts_after_first_approval,distinct_bins_5m,0.590127636719
attempts_after_first_approval,distinct_bins_24h,0.660223816467
attempts_after_first_approval,cross_session_cards_24h,0.316914838898
attempts_after_first_approval,cross_session_cards_7d,0.745941833773
attempts_after_first_approval,prior_decline_streak,0.227578923885
attempts_after_first_approval,prior_decline_ratio_5m,0.17113080369
attempts_after_first_approval,prior_decline_ratio_24h,0.188860200477
attempts_after_first_approval,attempts_before_first_approval,0.0755383369265
attempts_after_first_approval,seconds_since_previous_authorization,-0.00541631704227
attempts_after_first_approval,device_age_seconds,0.440045305081
attempts_after_first_approval,session_age_seconds,0.178305603741
attempts_after_first_approval,seconds_since_previous_session,0.409956853752
attempts_after_first_approval,sessions_24h,0.0188660408427
attempts_after_first_approval,sessions_7d,0.465516721919
attempts_after_first_approval,ip_changes_24h,0.587476453111
attempts_after_first_approval,devices_per_ip_5m,-0.00977549206465
attempts_after_first_approval,requests_per_ip_5m,0.305019456404
attempts_after_first_approval,same_card_retry_ratio_24h,-0.0313034075341
attempts_after_first_approval,card_switches_after_decline_24h,0.557060522094
attempts_after_first_approval,current_amount,-0.0796563700814
attempts_after_first_approval,near_minimum_ratio_24h,0.174905505554
attempts_after_first_approval,prior_successful_checkouts,-0.0638932868192
attempts_after_first_approval,seconds_since_successful_checkout,-0.0691778170132
attempts_after_first_approval,campaign_active,-0.138226527121
attempts_after_first_approval,prior_attempts_14d,0.946730046178
attempts_after_first_approval,distinct_cards_14d,0.861344264294
attempts_after_first_approval,ip_rotation_ratio_24h,0.460711522063
attempts_after_first_approval,checkout_completion_lag_seconds,-0.0704097045232
attempts_after_first_approval,checkout_completion_lag_available,-0.0776614981169
seconds_since_previous_authorization,session_age_seconds,-0.131574509639
seconds_since_previous_authorization,seconds_since_previous_session,0.628201395786
seconds_since_previous_authorization,sessions_24h,0.146879356061
seconds_since_previous_authorization,sessions_7d,0.506422323909
seconds_since_previous_authorization,seconds_since_successful_checkout,0.549732768054
device_age_seconds,prior_attempts_5m,-0.10935983169
device_age_seconds,prior_attempts_1h,-0.0668060310117
device_age_seconds,prior_attempts_24h,-0.021522448741
device_age_seconds,prior_attempts_7d,0.465544874968
device_age_seconds,prospective_requests_10s,-0.0780390605901
device_age_seconds,prospective_requests_60s,-0.0900510092535
device_age_seconds,distinct_cards_5m,-0.0299641825093
device_age_seconds,distinct_cards_1h,0.0356510203817
device_age_seconds,distinct_cards_24h,0.0742964196515
device_age_seconds,distinct_cards_7d,0.416675927523
device_age_seconds,distinct_bins_5m,0.0339857847373
device_age_seconds,distinct_bins_24h,0.130456451105
device_age_seconds,prior_decline_streak,0.141519248624
device_age_seconds,prior_decline_ratio_5m,-0.112057183613
device_age_seconds,prior_decline_ratio_24h,0.0189324927039
device_age_seconds,seconds_since_previous_authorization,0.549533497356
device_age_seconds,session_age_seconds,0.254716970659
device_age_seconds,seconds_since_previous_session,0.882088707498
device_age_seconds,sessions_24h,0.112094526499
device_age_seconds,sessions_7d,0.926326868698
device_age_seconds,ip_changes_24h,0.167748595143
device_age_seconds,devices_per_ip_5m,0.00263690352989
device_age_seconds,requests_per_ip_5m,-0.115356009505
device_age_seconds,same_card_retry_ratio_24h,-0.0225980134974
device_age_seconds,near_minimum_ratio_24h,0.0336095293031
device_age_seconds,prior_successful_checkouts,0.340923879163
device_age_seconds,seconds_since_successful_checkout,0.358393656914
device_age_seconds,prior_attempts_14d,0.479357785967
device_age_seconds,distinct_cards_14d,0.420606622441
device_age_seconds,ip_rotation_ratio_24h,0.00153206777349
session_age_seconds,sessions_24h,-0.0551132707029
session_age_seconds,sessions_7d,0.267253313757
seconds_since_previous_session,session_age_seconds,0.209056720469
seconds_since_previous_session,sessions_24h,0.0889290252414
seconds_since_previous_session,sessions_7d,0.807563177875
seconds_since_previous_session,seconds_since_successful_checkout,0.460141577407
sessions_24h,sessions_7d,0.242694564377
ip_changes_24h,prior_attempts_5m,0.586500240597
ip_changes_24h,prior_attempts_1h,0.607362393631
ip_changes_24h,prior_attempts_24h,0.72657514576
ip_changes_24h,prior_attempts_7d,0.632514407492
ip_changes_24h,prospective_requests_10s,0.437802100364
ip_changes_24h,prospective_requests_60s,0.550483560299
ip_changes_24h,prior_decline_streak,0.205727448459
ip_changes_24h,prior_decline_ratio_5m,0.139942905512
ip_changes_24h,prior_decline_ratio_24h,0.133004029067
ip_changes_24h,seconds_since_previous_authorization,0.198496046664
ip_changes_24h,session_age_seconds,0.0108382900912
ip_changes_24h,seconds_since_previous_session,0.187727420935
ip_changes_24h,sessions_24h,0.124500879867
ip_changes_24h,sessions_7d,0.230591634542
ip_changes_24h,requests_per_ip_5m,0.0782402411079
ip_changes_24h,same_card_retry_ratio_24h,-0.0741178103169
ip_changes_24h,near_minimum_ratio_24h,0.128455983835
ip_changes_24h,prior_successful_checkouts,0.0631180990341
ip_changes_24h,seconds_since_successful_checkout,0.0578622368994
ip_changes_24h,prior_attempts_14d,0.630328494933
ip_changes_24h,ip_rotation_ratio_24h,0.652129988007
devices_per_ip_5m,prior_attempts_5m,-0.00765943864383
devices_per_ip_5m,prior_attempts_1h,-0.0089783720742
devices_per_ip_5m,prior_attempts_24h,-0.00876620389039
devices_per_ip_5m,prior_attempts_7d,-0.00696656369487
devices_per_ip_5m,prospective_requests_10s,-0.000202159996243
devices_per_ip_5m,prospective_requests_60s,-0.00225466526791
devices_per_ip_5m,distinct_cards_5m,-0.0109981529794
devices_per_ip_5m,distinct_cards_1h,-0.0109738534641
devices_per_ip_5m,distinct_cards_24h,-0.0114966159814
devices_per_ip_5m,distinct_cards_7d,-0.0110721890281
devices_per_ip_5m,distinct_bins_5m,-0.0164870522133
devices_per_ip_5m,distinct_bins_24h,-0.0170139659701
devices_per_ip_5m,prior_decline_streak,-0.0135017563107
devices_per_ip_5m,prior_decline_ratio_5m,-0.00491130559184
devices_per_ip_5m,prior_decline_ratio_24h,-0.00257903799294
devices_per_ip_5m,seconds_since_previous_authorization,0.00102865923697
devices_per_ip_5m,session_age_seconds,0.0068183708504
devices_per_ip_5m,seconds_since_previous_session,0.00417776485844
devices_per_ip_5m,sessions_24h,0.00916329126768
devices_per_ip_5m,sessions_7d,0.00495813284736
devices_per_ip_5m,ip_changes_24h,-0.00786218922933
devices_per_ip_5m,requests_per_ip_5m,0.0519206281427
devices_per_ip_5m,same_card_retry_ratio_24h,0.00070942758257
devices_per_ip_5m,near_minimum_ratio_24h,-0.00246269091111
