scenario_tag,feature,rows,mean,median,p10,p90
attack_evasive,amount_continuity_score_30d,2955,1.3192930169,0,-1.28255400892,2.329685874
attack_evasive,amount_continuity_history_available,2955,0.756345177665,1,0,1
attack_evasive,ip_rotation_ratio_24h,2955,1.15526226734,1,0.5,2
attack_evasive,checkout_completion_lag_seconds,2955,0,0,0,0
attack_evasive,checkout_completion_lag_available,2955,0,0,0,0
attack_patient,prior_attempts_5m,2772,0.0757575757576,0,0,0
attack_patient,prior_attempts_1h,2772,0.792207792208,1,0,2
attack_patient,prior_attempts_24h,2772,1.07287157287,1,0,2
attack_patient,prior_attempts_7d,2772,3.58585858586,3,0,7
attack_patient,prospective_requests_10s,2772,1,1,1,1
attack_patient,prospective_requests_60s,2772,1,1,1,1
attack_patient,distinct_cards_5m,2772,1.03715728716,1,1,1
attack_patient,distinct_cards_1h,2772,1.39321789322,1,1,2
attack_patient,distinct_cards_24h,2772,1.51731601732,1,1,2
attack_patient,distinct_cards_7d,2772,2.35173160173,2,1,4
attack_patient,distinct_bins_5m,2772,1.01587301587,1,1,1
attack_patient,distinct_bins_24h,2772,1.21067821068,1,1,2
attack_patient,cross_session_cards_24h,2772,1.14538239538,1,1,2
attack_patient,cross_session_cards_7d,2772,2.13564213564,2,1,4
attack_patient,prior_decline_streak,2772,0.913059163059,0,0,3
attack_patient,prior_decline_ratio_5m,2772,0.0440115440115,0,0,0
attack_patient,prior_decline_ratio_24h,2772,0.376142376142,0,0,1
attack_patient,attempts_before_first_approval,2772,0.851370851371,0,0,2
attack_patient,attempts_after_first_approval,2772,2.10353535354,1,0,6
attack_patient,seconds_since_previous_authorization,2772,46967.8131313,774.5,0,172542.8
attack_patient,device_age_seconds,2772,199363.683261,173313.5,0,517874.1
attack_patient,session_age_seconds,2772,529.308441558,404.5,0,1305.8
attack_patient,seconds_since_previous_session,2772,117392.468615,87448,0,259693.6
attack_patient,sessions_24h,2772,1.05735930736,1,1,1
attack_patient,sessions_7d,2772,2.12301587302,2,1,3
attack_patient,ip_changes_24h,2772,0.226911976912,0,0,1
attack_patient,devices_per_ip_5m,2772,1.00288600289,1,1,1
attack_patient,requests_per_ip_5m,2772,1.07936507937,1,1,1
attack_patient,same_card_retry_ratio_24h,2772,0.308922558923,0,0,1
attack_patient,card_switches_after_decline_24h,2772,0.103535353535,0,0,0
attack_patient,current_amount,2772,9.0901010101,6.575,2.08,19.406
attack_patient,amount_delta_from_previous,2772,-0.0751262626263,0,-11.768,11.239
attack_patient,amount_variation_24h,2772,1.36706353727,0,0,4.9645
attack_patient,near_minimum_ratio_24h,2772,0.0646945646946,0,0,0
attack_patient,prior_successful_checkouts,2772,0,0,0,0
attack_patient,seconds_since_successful_checkout,2772,0,0,0,0
attack_patient,campaign_active,2772,0.125541125541,0,0,1
attack_patient,prior_attempts_14d,2772,3.67243867244,3,0,8
attack_patient,distinct_cards_14d,2772,2.36291486291,2,1,4
attack_patient,amount_continuity_score_30d,2772,1.16802734305,0,-1.31574251235,2.62342761858
attack_patient,amount_continuity_history_available,2772,0.74025974026,1,0,1
attack_patient,ip_rotation_ratio_24h,2772,0.865083659727,1,0.5,1
attack_patient,checkout_completion_lag_seconds,2772,0,0,0,0
attack_patient,checkout_completion_lag_available,2772,0,0,0,0
flash_hard_retry,prior_attempts_5m,1441,1.07286606523,1,0,2
flash_hard_retry,prior_attempts_1h,1441,1.07286606523,1,0,2
flash_hard_retry,prior_attempts_24h,1441,1.15336571825,1,0,2
flash_hard_retry,prior_attempts_7d,1441,1.5572519084,1,0,4
flash_hard_retry,prospective_requests_10s,1441,1.12630117974,1,1,1
flash_hard_retry,prospective_requests_60s,1441,1.44136016655,1,1,2
flash_hard_retry,distinct_cards_5m,1441,1.15822345593,1,1,2
flash_hard_retry,distinct_cards_1h,1441,1.15822345593,1,1,2
flash_hard_retry,distinct_cards_24h,1441,1.17487855656,1,1,2
flash_hard_retry,distinct_cards_7d,1441,1.23039555864,1,1,2
flash_hard_retry,distinct_bins_5m,1441,1.0506592644,1,1,1
flash_hard_retry,distinct_bins_24h,1441,1.05621096461,1,1,1
flash_hard_retry,cross_session_cards_24h,1441,1.02081887578,1,1,1
flash_hard_retry,cross_session_cards_7d,1441,1.09646079112,1,1,1
flash_hard_retry,prior_decline_streak,1441,1.10825815406,1,0,2
flash_hard_retry,prior_decline_ratio_5m,1441,0.678001387925,1,0,1
flash_hard_retry,prior_decline_ratio_24h,1441,0.679377746935,1,0,1
flash_hard_retry,attempts_before_first_approval,1441,1.23525329632,1,0,2
flash_hard_retry,attempts_after_first_approval,1441,0.195697432339,0,0,0
flash_hard_retry,seconds_since_previous_authorization,1441,7285.91186676,37,0,93
flash_hard_retry,device_age_seconds,1441,26797.4371964,63,0,86554
flash_hard_retry,session_age_seconds,1441,56.59888966,44,0,144
flash_hard_retry,seconds_since_previous_session,1441,22672.1124219,0,0,86519
flash_hard_retry,sessions_24h,1441,1.01387925052,1,1,1
flash_hard_retry,sessions_7d,1441,1.1547536433,1,1,2
flash_hard_retry,ip_changes_24h,1441,0.0353920888272,0,0,0
flash_hard_retry,devices_per_ip_5m,1441,1.00208188758,1,1,1
flash_hard_retry,requests_per_ip_5m,1441,2.07841776544,2,1,3
flash_hard_retry,same_card_retry_ratio_24h,1441,0.56106870229,1,0,1
flash_hard_retry,card_switches_after_decline_24h,1441,0.0680083275503,0,0,0
flash_hard_retry,current_amount,1441,11.1178487162,9.21,3.71,20.57
flash_hard_retry,amount_delta_from_previous,1441,0.0463081193616,0,0,0
flash_hard_retry,amount_variation_24h,1441,0.401987271262,0,0,0
flash_hard_retry,near_minimum_ratio_24h,1441,0.0058986814712,0,0,0
flash_hard_retry,prior_successful_checkouts,1441,0.114503816794,0,0,1
flash_hard_retry,seconds_since_successful_checkout,1441,17731.1582235,0,0,86093
flash_hard_retry,campaign_active,1441,1,1,1,1
flash_hard_retry,prior_attempts_14d,1441,1.5572519084,1,0,4
flash_hard_retry,distinct_cards_14d,1441,1.23039555864,1,1,2
flash_hard_retry,amount_continuity_score_30d,1441,-0.875997274373,0,0,0
flash_hard_retry,amount_continuity_history_available,1441,0.17973629424,0,0,1
flash_hard_retry,ip_rotation_ratio_24h,1441,0.456645517333,0.333333333333,0.2,1
flash_hard_retry,checkout_completion_lag_seconds,1441,11.0520471895,0,0,34
flash_hard_retry,checkout_completion_lag_available,1441,0.104094378904,0,0,1
flash_standard,prior_attempts_5m,1500,0.0566666666667,0,0,0
flash_standard,prior_attempts_1h,1500,0.0566666666667,0,0,0
flash_standard,prior_attempts_24h,1500,0.094,0,0,0
flash_standard,prior_attempts_7d,1500,0.243333333333,0,0,1
flash_standard,prospective_requests_10s,1500,1,1,1,1
flash_standard,prospective_requests_60s,1500,1.01666666667,1,1,1
flash_standard,distinct_cards_5m,1500,1.01733333333,1,1,1
flash_standard,distinct_cards_1h,1500,1.01733333333,1,1,1
flash_standard,distinct_cards_24h,1500,1.02866666667,1,1,1
flash_standard,distinct_cards_7d,1500,1.07533333333,1,1,1
flash_standard,distinct_bins_5m,1500,1.00266666667,1,1,1
flash_standard,distinct_bins_24h,1500,1.00533333333,1,1,1
flash_standard,cross_session_cards_24h,1500,1.012,1,1,1
flash_standard,cross_session_cards_7d,1500,1.05866666667,1,1,1
flash_standard,prior_decline_streak,1500,0.0686666666667,0,0,0
flash_standard,prior_decline_ratio_5m,1500,0.0566666666667,0,0,0
flash_standard,prior_decline_ratio_24h,1500,0.0573333333333,0,0,0
flash_standard,attempts_before_first_approval,1500,0.068,0,0,0
flash_standard,attempts_after_first_approval,1500,0.0306666666667,0,0,0
flash_standard,seconds_since_previous_authorization,1500,24426.3173333,0,0,86471.6
flash_standard,device_age_seconds,1500,29726.6093333,0,0,172741
flash_standard,session_age_seconds,1500,5.44266666667,0,0,0
flash_standard,seconds_since_previous_session,1500,26150.824,0,0,95213.1
flash_standard,sessions_24h,1500,1.034,1,1,1
flash_standard,sessions_7d,1500,1.17466666667,1,1,2
flash_standard,ip_changes_24h,1500,0.0746666666667,0,0,0
flash_standard,devices_per_ip_5m,1500,1.00666666667,1,1,1
flash_standard,requests_per_ip_5m,1500,1.06666666667,1,1,1
flash_standard,same_card_retry_ratio_24h,1500,0.0633333333333,0,0,0
flash_standard,card_switches_after_decline_24h,1500,0.000666666666667,0,0,0
flash_standard,current_amount,1500,10.84318,8.94,3.909,20.048
flash_standard,amount_delta_from_previous,1500,0.0126066666667,0,0,0.131
flash_standard,amount_variation_24h,1500,0.01715,0,0,0
flash_standard,near_minimum_ratio_24h,1500,0.00266666666667,0,0,0
flash_standard,prior_successful_checkouts,1500,0.142666666667,0,0,1
flash_standard,seconds_since_successful_checkout,1500,21758.838,0,0,86282.3
flash_standard,campaign_active,1500,1,1,1,1
flash_standard,prior_attempts_14d,1500,0.243333333333,0,0,1
flash_standard,distinct_cards_14d,1500,1.07533333333,1,1,1
flash_standard,amount_continuity_score_30d,1500,0.0949815804289,0,0,0
flash_standard,amount_continuity_history_available,1500,0.0406666666667,0,0,0
flash_standard,ip_rotation_ratio_24h,1500,0.468569047619,0.333333333333,0.2,1
flash_standard,checkout_completion_lag_seconds,1500,13.482,0,0,65
flash_standard,checkout_completion_lag_available,1500,0.128,0,0,1
normal_bad_luck,prior_attempts_5m,1487,1.04909213181,1,0,2
normal_bad_luck,prior_attempts_1h,1487,1.04909213181,1,0,2
normal_bad_luck,prior_attempts_24h,1487,1.14727639543,1,0,2
normal_bad_luck,prior_attempts_7d,1487,1.66711499664,1,0,4
normal_bad_luck,prospective_requests_10s,1487,1.12373907196,1,1,2
normal_bad_luck,prospective_requests_60s,1487,1.47209145931,1,1,2
normal_bad_luck,distinct_cards_5m,1487,1.42501681237,1,1,2
normal_bad_luck,distinct_cards_1h,1487,1.42501681237,1,1,2
normal_bad_luck,distinct_cards_24h,1487,1.46940147949,1,1,2
normal_bad_luck,distinct_cards_7d,1487,1.63887020847,1,1,3
normal_bad_luck,distinct_bins_5m,1487,1.15736381977,1,1,2
normal_bad_luck,distinct_bins_24h,1487,1.1708137189,1,1,2
normal_bad_luck,cross_session_cards_24h,1487,1.05447209146,1,1,1
normal_bad_luck,cross_session_cards_7d,1487,1.27706792199,1,1,2
normal_bad_luck,prior_decline_streak,1487,1.12777404169,1,0,2
normal_bad_luck,prior_decline_ratio_5m,1487,0.675184936113,1,0,1
normal_bad_luck,prior_decline_ratio_24h,1487,0.678581035642,1,0,1
normal_bad_luck,attempts_before_first_approval,1487,1.26227303295,1,0,2
normal_bad_luck,attempts_after_first_approval,1487,0.249495628783,0,0,1
normal_bad_luck,seconds_since_previous_authorization,1487,9789.66039005,37,0,93
normal_bad_luck,device_age_seconds,1487,36018.270343,64,0,172900
normal_bad_luck,session_age_seconds,1487,52.7639542703,38,0,137
normal_bad_luck,seconds_since_previous_session,1487,30396.8567586,0,0,172821.4
normal_bad_luck,sessions_24h,1487,1.01277740417,1,1,1
normal_bad_luck,sessions_7d,1487,1.20242098184,1,1,2
normal_bad_luck,ip_changes_24h,1487,0.0376597175521,0,0,0
normal_bad_luck,devices_per_ip_5m,1487,1.00201748487,1,1,1
normal_bad_luck,requests_per_ip_5m,1487,2.05312710155,2,1,3
normal_bad_luck,same_card_retry_ratio_24h,1487,0.359067473661,0,0,1
normal_bad_luck,card_switches_after_decline_24h,1487,0.187626092804,0,0,1
normal_bad_luck,current_amount,1487,11.3354135844,9.23,4.042,21.328
normal_bad_luck,amount_delta_from_previous,1487,-0.0976126429052,0,-10.37,9.94
normal_bad_luck,amount_variation_24h,1487,1.6360280497,0,0,5.5160921777
normal_bad_luck,near_minimum_ratio_24h,1487,0.00594037211388,0,0,0
normal_bad_luck,prior_successful_checkouts,1487,0.149293880296,0,0,1
normal_bad_luck,seconds_since_successful_checkout,1487,23452.9522529,0,0,86253.2
normal_bad_luck,campaign_active,1487,0.116341627438,0,0,1
normal_bad_luck,prior_attempts_14d,1487,1.66711499664,1,0,4
normal_bad_luck,distinct_cards_14d,1487,1.63887020847,1,1,3
normal_bad_luck,amount_continuity_score_30d,1487,0.629197906237,0,-1.13463377247,1.90239243499
normal_bad_luck,amount_continuity_history_available,1487,0.460659045057,0,0,1
normal_bad_luck,ip_rotation_ratio_24h,1487,0.779530534473,1,0.333333333333,1
normal_bad_luck,checkout_completion_lag_seconds,1487,14.1802286483,0,0,60
normal_bad_luck,checkout_completion_lag_available,1487,0.129119031607,0,0,1
normal_standard,prior_attempts_5m,6000,0.0591666666667,0,0,0
normal_standard,prior_attempts_1h,6000,0.0591666666667,0,0,0
normal_standard,prior_attempts_24h,6000,0.086,0,0,0
normal_standard,prior_attempts_7d,6000,0.248,0,0,1
normal_standard,prospective_requests_10s,6000,1,1,1,1
normal_standard,prospective_requests_60s,6000,1.01783333333,1,1,1
normal_standard,distinct_cards_5m,6000,1.02083333333,1,1,1
normal_standard,distinct_cards_1h,6000,1.02083333333,1,1,1
normal_standard,distinct_cards_24h,6000,1.02983333333,1,1,1
normal_standard,distinct_cards_7d,6000,1.08066666667,1,1,1
normal_standard,distinct_bins_5m,6000,1.00666666667,1,1,1
normal_standard,distinct_bins_24h,6000,1.01066666667,1,1,1
normal_standard,cross_session_cards_24h,6000,1.00916666667,1,1,1
normal_standard,cross_session_cards_7d,6000,1.0625,1,1,1
normal_standard,prior_decline_streak,6000,0.0721666666667,0,0,0
normal_standard,prior_decline_ratio_5m,6000,0.0591666666667,0,0,0
normal_standard,prior_decline_ratio_24h,6000,0.06025,0,0,0
normal_standard,attempts_before_first_approval,6000,0.0743333333333,0,0,0
normal_standard,attempts_after_first_approval,6000,0.0333333333333,0,0,0
normal_standard,seconds_since_previous_authorization,6000,24340.786,0,0,86460
normal_standard,device_age_seconds,6000,30418.7546667,0,0,172722.2
normal_standard,session_age_seconds,6000,5.61033333333,0,0,0
normal_standard,seconds_since_previous_session,6000,25993.0456667,0,0,86511.1
normal_standard,sessions_24h,6000,1.025,1,1,1
normal_standard,sessions_7d,6000,1.17566666667,1,1,2
normal_standard,ip_changes_24h,6000,0.0705,0,0,0
normal_standard,devices_per_ip_5m,6000,1.00083333333,1,1,1
normal_standard,requests_per_ip_5m,6000,1.06066666667,1,1,1
normal_standard,same_card_retry_ratio_24h,6000,0.0549166666667,0,0,0
normal_standard,card_switches_after_decline_24h,6000,0.000166666666667,0,0,0
normal_standard,current_amount,6000,11.0622283333,8.93,3.92,20.61
normal_standard,amount_delta_from_previous,6000,0.0601766666667,0,-0.05,0
normal_standard,amount_variation_24h,6000,0.00331,0,0,0
normal_standard,near_minimum_ratio_24h,6000,0.000333333333333,0,0,0
normal_standard,prior_successful_checkouts,6000,0.1335,0,0,1
normal_standard,seconds_since_successful_checkout,6000,21457.8283333,0,0,86296.2
normal_standard,campaign_active,6000,0.118166666667,0,0,1
normal_standard,prior_attempts_14d,6000,0.248,0,0,1
normal_standard,distinct_cards_14d,6000,1.08066666667,1,1,1
normal_standard,amount_continuity_score_30d,6000,0.156208834258,0,0,0
normal_standard,amount_continuity_history_available,6000,0.042,0,0,0
normal_standard,ip_rotation_ratio_24h,6000,0.884080952381,1,0.5,1
normal_standard,checkout_completion_lag_seconds,6000,12.4173333333,0,0,51.1
normal_standard,checkout_completion_lag_available,6000,0.119666666667,0,0,1
