,prior_attempts_5m,prior_attempts_1h,prior_attempts_24h,prior_attempts_7d,prospective_requests_10s,prospective_requests_60s,distinct_cards_5m,distinct_cards_1h,distinct_cards_24h,distinct_cards_7d,distinct_bins_5m,distinct_bins_24h,cross_session_cards_24h,cross_session_cards_7d,prior_decline_streak,prior_decline_ratio_5m,prior_decline_ratio_24h,attempts_before_first_approval,attempts_after_first_approval,seconds_since_previous_authorization,device_age_seconds,session_age_seconds,seconds_since_previous_session,sessions_24h,sessions_7d,ip_changes_24h,devices_per_ip_5m,requests_per_ip_5m,same_card_retry_ratio_24h,card_switches_after_decline_24h,current_amount,amount_delta_from_previous,amount_variation_24h,near_minimum_ratio_24h,prior_successful_checkouts,seconds_since_successful_checkout,campaign_active
distinct_bins_5m,0.714658244775226,0.6931118640739788,0.6765659934347997,0.6353013204399477,0.5214254642668249,0.6487243395333138,0.8503285826231319,0.8140269051090354,0.7803541585410909,0.6897831195423063,1.0,0.8931599239496739,0.11032506626314985,0.29804644861938623,0.24491084333821184,0.3222710083039739,0.2645007121032166,0.26829292571040253,0.5901276367185992,-0.1376009438168731,0.03398578473728764,-0.0067524037228331515,0.06390824329275266,-0.049047970417053055,0.037836202653308636,0.49134528915252923,-0.0164870522132869,0.4280395330838339,-0.13083956327211071,0.6417779296883391,-0.06265398754387806,0.0031107919951910332,0.4478366888951177,0.15542710264267534,-0.07944310971507043,-0.08050042476804843,-0.11070828528865767
distinct_bins_24h,0.6278677189825802,0.6626833732907698,0.7222171921594965,0.7059014524874991,0.4533168566595858,0.5571341812507958,0.7633882201042677,0.807914663580119,0.8583591268782695,0.7723321105665083,0.8931599239496739,1.0,0.34393894476245085,0.43098424387166895,0.26805792522918337,0.28120165213920206,0.2844217534638065,0.2826924579923429,0.6602238164667774,-0.12758637584683372,0.13045645110485152,0.14333452258278373,0.13170209127543486,0.03102190782084565,0.17107296223245144,0.5619172310768525,-0.017013965970079523,0.3763857200315171,-0.14708788696169317,0.6924714714786437,-0.06668839607963524,-0.0030498425130232962,0.48236473495675664,0.17958805882647078,-0.07905636636128816,-0.08809656723483307,-0.1260562127556873
cross_session_cards_24h,0.0406349728061508,0.03273677183943043,0.35057895920445364,0.3270894540377012,0.09532919156476756,0.06027861302325221,0.08165937611256122,0.07975167051568251,0.39850161259051925,0.3319128705608922,0.11032506626314985,0.34393894476245085,1.0,0.44413476989438927,0.0960345725452238,0.023930420456216614,0.0819627359358262,0.11357652018035365,0.31691483889845323,0.028611687906130768,0.1248431121814914,-0.007841888868467466,0.09921194017058829,0.3190647821255365,0.2679499387170369,0.4363625586363559,-0.0045988269661067374,0.049060915120578336,-0.05119316868752429,0.3589766884281179,-0.020775746029188927,-0.013706076153539914,0.1919338710042504,0.05943717765297818,0.025782998550235678,-0.00765098804883637,-0.04004078034450627
cross_session_cards_7d,0.0974341045569605,0.11862028087379008,0.24676907124616695,0.7452052701792746,0.09666348891247505,0.09738347834582471,0.2182302812173931,0.2600861061331913,0.38407247749211676,0.7787554230699542,0.29804644861938623,0.43098424387166895,0.44413476989438927,1.0,0.18174346887677806,0.03264149181632071,0.10481655586720165,0.21643328796570555,0.7459418337726405,0.1727361964718376,0.6421633740754614,0.14631744587837978,0.6057333147045821,0.1025153605957729,0.687725560180201,0.32449502251813384,-0.005092097558261499,0.06761367519559511,-0.0624190632588453,0.28149334033764745,-0.04753929453041212,-0.004139243982154228,0.15889908567269226,0.0897306224470547,0.04754622157951133,0.03691899091731119,-0.08786188927601193
prior_decline_streak,0.33878557833282996,0.3621784217219016,0.3669523377729929,0.35269054770163916,0.1948793438414579,0.24906797275977385,0.27947767657668443,0.2982417633749933,0.30694679974575584,0.3097272984542208,0.24491084333821184,0.26805792522918337,0.0960345725452238,0.18174346887677806,1.0,0.5912188805075225,0.6604477303307138,0.49147201044796635,0.227578923885186,-0.02920125327407759,0.14151924862354692,0.17590027410695971,0.11852975589413148,-0.007207799931131896,0.15245009704661955,0.2057274484592884,-0.013501756310740175,0.3396030566698155,0.23547953304916522,0.33154437270246967,-0.033080690338926674,0.003633196424156255,0.2762699976835669,0.11259468895671992,-0.06257607489622394,-0.05284901801003685,-0.024877483425348183
prior_decline_ratio_5m,0.4863329421967652,0.4727760976605776,0.4432826457745555,0.30769999373529294,0.2870930907034786,0.34623810712333414,0.38853645313280144,0.36433636910169664,0.34162220786542263,0.2544690781206055,0.3222710083039739,0.28120165213920206,0.023930420456216614,0.03264149181632071,0.5912188805075225,1.0,0.864658569205765,0.5002438237000613,0.17113081470553587,-0.22930374310321291,-0.11205718168544113,0.005658982129196836,-0.09113216014090234,-0.08165444668214085,-0.11923330145462675,0.13994292330260458,-0.004911302683255558,0.5807504126463264,0.44095864978648047,0.3251232515620559,-0.02389682677734038,-0.0005876334545191969,0.31610098614399024,0.12822892508556674,-0.04192605673320062,-0.03971696933197954,0.03476377202099342
prior_decline_ratio_24h,0.40736978345540364,0.43604133865722333,0.43654198756465,0.3450051815057644,0.23517989164920022,0.2867176774210923,0.3208006896658802,0.34095688951984404,0.34225465029848334,0.28186783945244137,0.2645007121032166,0.2844217534638065,0.0819627359358262,0.10481655586720165,0.6604477303307138,0.864658569205765,1.0,0.5616420415315556,0.1888602078039629,-0.22358817051254362,0.018932491673260502,0.2489657960902989,0.011974596595584823,0.004107147022839979,0.036255680450141665,0.13300404923106696,-0.0025790353420625553,0.49502404893140256,0.5017376899527735,0.3144384135431053,-0.036412561202972614,-0.008424100100000432,0.3197784995282287,0.16243331562916408,-0.0662430279892628,-0.06306214272273829,0.008086065979831846
attempts_before_first_approval,0.3306047652216716,0.3485687863545131,0.36584485274037126,0.3738205037714662,0.21350579517344048,0.2586451549597722,0.2943347878245192,0.30798246338092283,0.3160103624108935,0.33340355640597946,0.26829292571040253,0.2826924579923429,0.11357652018035365,0.21643328796570555,0.49147201044796635,0.5002438237000613,0.5616420415315556,1.0,0.07553833692654949,0.006032819360224125,0.15602785507037645,0.15278130988179286,0.14848458453362023,0.005638799740211338,0.17309078093867722,0.2241397974155113,0.004032997791057676,0.3326247375677018,0.23012364581671027,0.347242109147786,-0.025611704621589612,-0.0013695251857440951,0.2799590470485485,0.10072296419161773,-0.009295082740211475,-0.008431664637004626,-0.01009117343134467
attempts_after_first_approval,0.5640198811973143,0.609291121051238,0.6727253773212208,0.9459630827875228,0.3816039728324547,0.4924813070106298,0.5993311798203507,0.6384032984794863,0.6893845593238466,0.8610499872591967,0.5901276367185992,0.6602238164667774,0.31691483889845323,0.7459418337726405,0.227578923885186,0.17113081470553587,0.1888602078039629,0.07553833692654949,1.0,-0.0054163170422687834,0.44004530508134193,0.1783056037406952,0.40995685375239177,0.018866040842651283,0.46551672191907795,0.5874764531110325,-0.00977549206465266,0.3050194564035581,-0.03130341864162942,0.5570605220944254,-0.07965637008135532,-0.005899155271432814,0.4434854936398171,0.17490547697832953,-0.06389328681919768,-0.0691778170131937,-0.13822652712110653
seconds_since_previous_authorization,-0.1946396336241823,-0.21604721187552697,-0.18367882048437847,0.030930246371252912,-0.13062105516994527,-0.14872333430428641,-0.16486257697174994,-0.1805514379130324,-0.1529285224602846,0.019108636984221376,-0.1376009438168731,-0.12758637584683372,0.028611687906130768,0.1727361964718376,-0.02920125327407759,-0.22930374310321291,-0.22358817051254362,0.006032819360224125,-0.0054163170422687834,1.0,0.5495334973555757,-0.1315745096391208,0.6282013957855834,0.14687935606121147,0.5064223239093245,0.1984960466636725,0.0010286592369738027,-0.2072418993568491,-0.13120567649897402,-0.11051775695001424,0.00894384169770802,0.006586173145671122,-0.1404039409008549,-0.07517487090945445,0.48401878346135174,0.5497327680538545,-0.0050319078115926815
device_age_seconds,-0.10935983169024653,-0.0668060310117076,-0.02152244874101034,0.46554487496808944,-0.0780390605901287,-0.09005100925348708,-0.02996418250925634,0.035651020381748645,0.074296419651493,0.41667592752312,0.03398578473728764,0.13045645110485152,0.1248431121814914,0.6421633740754614,0.14151924862354692,-0.11205718168544113,0.018932491673260502,0.15602785507037645,0.44004530508134193,0.5495334973555757,1.0,0.25471697065866666,0.8820887074980481,0.11209452649853356,0.9263268686983173,0.1677485951428803,0.002636903529888481,-0.11535600950522722,-0.022598012943252182,0.00724397399158355,-0.024087997876499966,0.0009097961290578542,-0.01159972894277187,0.03360953177695743,0.3409238791626437,0.3583936569141656,-0.06211964609384966
session_age_seconds,-0.040071010090557385,0.20690416633154338,0.18438581842558202,0.23429311701380748,-0.1691646734806193,-0.15581165877893752,-0.0099227791837038,0.19301963128193214,0.1726833083356868,0.19731249535094736,-0.0067524037228331515,0.14333452258278373,-0.007841888868467466,0.14631744587837978,0.17590027410695971,0.005658982129196836,0.2489657960902989,0.15278130988179286,0.1783056037406952,-0.1315745096391208,0.25471697065866666,1.0,0.20905672046890322,-0.055113270702939726,0.2672533137570482,0.01083829009116173,0.006818370850402085,-0.013355086197149877,0.1966027725293516,0.07630132996915297,-0.046704099368493096,-0.010232018912676208,0.19375817609899199,0.1357285238237826,-0.08833230697413473,-0.08371702374693683,-0.0900686895662826
seconds_since_previous_session,-0.08761454629980674,-0.05225910068956247,-0.011505930886146236,0.44921525028235926,-0.06530896117458569,-0.07425935640774929,-0.00018967029117251388,0.05421763190509377,0.08215642456171106,0.393584676836027,0.06390824329275266,0.13170209127543486,0.09921194017058829,0.6057333147045821,0.11852975589413148,-0.09113216014090234,0.011974596595584823,0.14848458453362023,0.40995685375239177,0.6282013957855834,0.8820887074980481,0.20905672046890322,1.0,0.08892902524144917,0.8075631778754041,0.18772742093513245,0.004177764858442786,-0.0909656166414046,-0.02748695959879613,0.01749967381537755,-0.015047746059518113,0.007417715095602997,-0.00816869010275988,0.024232492236269897,0.3948613412742419,0.46014157740704104,-0.049975702448271445
sessions_24h,-0.0768815322550051,-0.08682150063796445,0.06849785210420697,0.03690250359218354,-0.039318109186783246,-0.05362962464977542,-0.06380187956662496,-0.07048850351553636,0.05094776463638744,0.027783743984568756,-0.049047970417053055,0.03102190782084565,0.3190647821255365,0.1025153605957729,-0.007207799931131896,-0.08165444668214085,0.004107147022839979,0.005638799740211338,0.018866040842651283,0.14687935606121147,0.11209452649853356,-0.055113270702939726,0.08892902524144917,1.0,0.24269456437666748,0.12450087986690195,0.009163291267676912,-0.07602800909575728,0.1020338371310443,0.026045457819095136,-0.0036589821556884633,-0.013269214158157986,0.03800274831616152,0.006619245965611038,0.2312637576041243,0.09815684023685621,0.0032927588676627028
sessions_7d,-0.11331811214601394,-0.07055866961688209,0.028292637949028723,0.5038735834987939,-0.07865673816818328,-0.09015303521891854,-0.02855053337625807,0.03923618490840073,0.12371243731684295,0.44885976121166393,0.037836202653308636,0.17107296223245144,0.2679499387170369,0.687725560180201,0.15245009704661955,-0.11923330145462675,0.036255680450141665,0.17309078093867722,0.46551672191907795,0.5064223239093245,0.9263268686983173,0.2672533137570482,0.8075631778754041,0.24269456437666748,1.0,0.23059163454249695,0.004958132847356853,-0.12001807138014861,-0.004714280126150017,0.047362968153429996,-0.02213323301341944,-0.0015861136376217292,0.02710861449406498,0.04383698743672258,0.37277934971973403,0.32970602428611157,-0.06428149861447877
ip_changes_24h,0.5865002405965964,0.6073623936313974,0.72657514575952,0.6325144074922728,0.43780210036408373,0.5504835602989876,0.5493523935520159,0.5512591030916228,0.6501713352506905,0.568429913546349,0.49134528915252923,0.5619172310768525,0.4363625586363559,0.32449502251813384,0.2057274484592884,0.13994292330260458,0.13300404923106696,0.2241397974155113,0.5874764531110325,0.1984960466636725,0.1677485951428803,0.01083829009116173,0.18772742093513245,0.12450087986690195,0.23059163454249695,1.0,-0.007862189229325542,0.0782402411078812,-0.07411782258462447,0.625707935332021,-0.0657761314971863,-0.013758416904825953,0.4358715179109992,0.1284559584671207,0.0631180990341377,0.057862236899392946,-0.10899780581581828
devices_per_ip_5m,-0.007659438643833951,-0.008978372074195825,-0.008766203890386336,-0.006966563694874979,-0.0002021599962429768,-0.0022546652679083247,-0.01099815297944255,-0.010973853464132294,-0.011496615981424504,-0.011072189028060434,-0.0164870522132869,-0.017013965970079523,-0.0045988269661067374,-0.005092097558261499,-0.013501756310740175,-0.004911302683255558,-0.0025790353420625553,0.004032997791057676,-0.00977549206465266,0.0010286592369738027,0.002636903529888481,0.006818370850402085,0.004177764858442786,0.009163291267676912,0.004958132847356853,-0.007862189229325542,1.0,0.051920628142660026,0.0007094270894527861,-0.01012772910878519,0.012692981294431395,0.004384717158661106,-0.005071541124466475,-0.0024626917512137747,-0.005868638366931361,-0.0073392641580687125,0.023906445742797225
requests_per_ip_5m,0.623537423363986,0.5896756187281275,0.563283165459298,0.4071021863506767,0.46308553586277956,0.5082080262856734,0.5242656318120541,0.4847589478861758,0.4601364733254428,0.3540185904074737,0.4280395330838339,0.3763857200315171,0.049060915120578336,0.06761367519559511,0.3396030566698155,0.5807504126463264,0.49502404893140256,0.3326247375677018,0.3050194564035581,-0.2072418993568491,-0.11535600950522722,-0.013355086197149877,-0.0909656166414046,-0.07602800909575728,-0.12001807138014861,0.0782402411078812,0.051920628142660026,1.0,0.27163572451175994,0.3720419454228361,-0.051663034251452446,0.006352025190026984,0.4578016646032434,0.18038409081009485,-0.09505710491178024,-0.0908531199237385,-0.06155093370166256
same_card_retry_ratio_24h,0.10858967556756051,0.1256815477139362,0.11966403086477383,0.05674432004850871,0.03290793957055071,0.03504796090600817,-0.14673562234112114,-0.1597589336700073,-0.1634025460080085,-0.13782264363095015,-0.13083956327211071,-0.14708788696169317,-0.05119316868752429,-0.0624190632588453,0.23547953304916522,0.44095864978648047,0.5017376899527735,0.23012364581671027,-0.03130341864162942,-0.13120567649897402,-0.022598012943252182,0.1966027725293516,-0.02748695959879613,0.1020338371310443,-0.004714280126150017,-0.07411782258462447,0.0007094270894527861,0.27163572451175994,1.0,-0.06151002898294806,-0.015275838220332637,-0.0035967507612738652,0.09137154584780212,0.10613428443851981,-0.006250775707707392,-0.03255068051784698,0.05755991637243716
card_switches_after_decline_24h,0.6785244821100749,0.7061490084444352,0.7757457159147441,0.6284501057919342,0.4600156376448316,0.6009118233402498,0.737907777032647,0.754663728687098,0.8133025546842099,0.663563201029397,0.6417779296883391,0.6924714714786437,0.3589766884281179,0.28149334033764745,0.33154437270246967,0.3251232515620559,0.3144384135431053,0.347242109147786,0.5570605220944254,-0.11051775695001424,0.00724397399158355,0.07630132996915297,0.01749967381537755,0.026045457819095136,0.047362968153429996,0.625707935332021,-0.01012772910878519,0.3720419454228361,-0.06151002898294806,1.0,-0.06138549392298919,-0.004927204055094804,0.48556925742953594,0.15186650673702096,-0.07752043152030967,-0.07817755323446701,-0.10961437692329624
current_amount,-0.07920159015436724,-0.0891695947341609,-0.08847219442188321,-0.08662487728993788,-0.0649572594867706,-0.07000749846675274,-0.07186689454123969,-0.07970627719578804,-0.07971199010925922,-0.0836371057023567,-0.06265398754387806,-0.06668839607963524,-0.020775746029188927,-0.04753929453041212,-0.033080690338926674,-0.02389682677734038,-0.036412561202972614,-0.025611704621589612,-0.07965637008135532,0.00894384169770802,-0.024087997876499966,-0.046704099368493096,-0.015047746059518113,-0.0036589821556884633,-0.02213323301341944,-0.0657761314971863,0.012692981294431395,-0.051663034251452446,-0.015275838220332637,-0.06138549392298919,1.0,0.5357507940081421,-0.07290864394373445,-0.048078333019137,0.0353110372445207,0.0358977979371348,0.027929938902891523
amount_delta_from_previous,-0.002494286614253442,-0.0043606974553152015,-0.008359795846438265,-0.005685781812125776,0.002421454855298981,0.00029213999021002575,0.002544988877910532,-0.0005933959087550776,-0.005579101842492094,-0.00448464028250168,0.0031107919951910332,-0.0030498425130232962,-0.013706076153539914,-0.004139243982154228,0.003633196424156255,-0.0005876334545191969,-0.008424100100000432,-0.0013695251857440951,-0.005899155271432814,0.006586173145671122,0.0009097961290578542,-0.010232018912676208,0.007417715095602997,-0.013269214158157986,-0.0015861136376217292,-0.013758416904825953,0.004384717158661106,0.006352025190026984,-0.0035967507612738652,-0.004927204055094804,0.5357507940081421,1.0,-0.15777100132535912,0.10824761350880059,0.001643177236412257,0.003876254600111101,-0.006652611586769694
amount_variation_24h,0.596780549649165,0.649930886921252,0.6744965383037902,0.5232552115007362,0.42387858484621777,0.49514215125993144,0.5283490283785568,0.5517069804020214,0.572936429244967,0.45314212852509844,0.4478366888951177,0.48236473495675664,0.1919338710042504,0.15889908567269226,0.2762699976835669,0.31610098614399024,0.3197784995282287,0.2799590470485485,0.4434854936398171,-0.1404039409008549,-0.01159972894277187,0.19375817609899199,-0.00816869010275988,0.03800274831616152,0.02710861449406498,0.4358715179109992,-0.005071541124466475,0.4578016646032434,0.09137154584780212,0.48556925742953594,-0.07290864394373445,-0.15777100132535912,1.0,0.17910225628421755,-0.09081724843851671,-0.0989595655661969,-0.1399540227345612
near_minimum_ratio_24h,0.2097186483141867,0.23551695842930487,0.23879002776013047,0.2081318644442231,0.1715845997064582,0.18336144315220557,0.18375638263672228,0.20120031989403664,0.20569712241502716,0.1865438313659278,0.15542710264267534,0.17958805882647078,0.05943717765297818,0.0897306224470547,0.11259468895671992,0.12822892508556674,0.16243331562916408,0.10072296419161773,0.17490547697832953,-0.07517487090945445,0.03360953177695743,0.1357285238237826,0.024232492236269897,0.006619245965611038,0.04383698743672258,0.1284559584671207,-0.0024626917512137747,0.18038409081009485,0.10613428443851981,0.15186650673702096,-0.048078333019137,0.10824761350880059,0.17910225628421755,1.0,-0.06323254979645962,-0.05923903395039985,-0.0725261624817591
prior_successful_checkouts,-0.11529466145156092,-0.13469358411388738,-0.10977108292843589,-0.022400671525189448,-0.09918140048262022,-0.10132956475356267,-0.09563314763598317,-0.1102423568203472,-0.09354492860478923,-0.04088890732288616,-0.07944310971507043,-0.07905636636128816,0.025782998550235678,0.04754622157951133,-0.06257607489622394,-0.04192605673320062,-0.0662430279892628,-0.009295082740211475,-0.06389328681919768,0.48401878346135174,0.3409238791626437,-0.08833230697413473,0.3948613412742419,0.2312637576041243,0.37277934971973403,0.0631180990341377,-0.005868638366931361,-0.09505710491178024,-0.006250775707707392,-0.07752043152030967,0.0353110372445207,0.001643177236412257,-0.09081724843851671,-0.06323254979645962,1.0,0.8632550760414787,0.06778710628451691
seconds_since_successful_checkout,-0.10977246406566901,-0.12816114557452357,-0.11881001320009305,-0.028448169658891884,-0.09300091106973145,-0.09650467681168844,-0.09164771701827885,-0.10545935531906513,-0.09998123122971705,-0.045101731464184995,-0.08050042476804843,-0.08809656723483307,-0.00765098804883637,0.03691899091731119,-0.05284901801003685,-0.03971696933197954,-0.06306214272273829,-0.008431664637004626,-0.0691778170131937,0.5497327680538545,0.3583936569141656,-0.08371702374693683,0.46014157740704104,0.09815684023685621,0.32970602428611157,0.057862236899392946,-0.0073392641580687125,-0.0908531199237385,-0.03255068051784698,-0.07817755323446701,0.0358977979371348,0.003876254600111101,-0.0989595655661969,-0.05923903395039985,0.8632550760414787,1.0,0.061462408740338814
campaign_active,-0.10955127782558229,-0.13371817872147065,-0.13649566504062197,-0.14316536420383894,-0.10379913558172726,-0.10817269432820206,-0.12811354160118274,-0.14358135372524947,-0.14576550138843283,-0.1491176311635341,-0.11070828528865767,-0.1260562127556873,-0.04004078034450627,-0.08786188927601193,-0.024877483425348183,0.03476377202099342,0.008086065979831846,-0.01009117343134467,-0.13822652712110653,-0.0050319078115926815,-0.06211964609384966,-0.0900686895662826,-0.049975702448271445,0.0032927588676627028,-0.06428149861447877,-0.10899780581581828,0.023906445742797225,-0.06155093370166256,0.05755991637243716,-0.10961437692329624,0.027929938902891523,-0.006652611586769694,-0.1399540227345612,-0.0725261624817591,0.06778710628451691,0.061462408740338814,1.0
