fold,feature,mean,std
2,distinct_bins_5m,1.2442622950819673,0.5403022731004595
2,distinct_bins_24h,1.300936768149883,0.6045614563015055
2,cross_session_cards_24h,1.0770491803278688,0.4780618958995902
2,cross_session_cards_7d,1.4929742388758782,1.380289012342492
2,prior_decline_streak,0.6320843091334895,1.0913965867817979
2,prior_decline_ratio_5m,0.29437710515222487,0.40082590595147544
2,prior_decline_ratio_24h,0.3376437756440281,0.40553316242660753
2,attempts_before_first_approval,0.6559718969555035,1.073501910564606
2,attempts_after_first_approval,1.717096018735363,3.4363418146203797
2,seconds_since_previous_authorization,17636.186651053864,57158.52634638576
2,device_age_seconds,54531.19367681499,119606.67360531664
2,session_age_seconds,124.11077283372366,284.38353583963425
2,seconds_since_previous_session,39854.22529274005,80946.96274398184
2,sessions_24h,1.0208430913348947,0.142875601636633
2,sessions_7d,1.3051522248243559,0.6245891882109006
2,ip_changes_24h,0.27002341920374706,0.5593522249967603
2,devices_per_ip_5m,1.0021077283372366,0.045866965309117706
2,requests_per_ip_5m,1.7997658079625294,1.168193268765903
2,same_card_retry_ratio_24h,0.21519549906323185,0.37132275911768853
2,card_switches_after_decline_24h,0.3845433255269321,0.9117257362297717
2,current_amount,10.210152224824355,8.333959953030988
2,amount_delta_from_previous,0.03871194379391101,8.900632369348875
2,amount_variation_24h,1.9764680822014054,3.6926092713965706
2,near_minimum_ratio_24h,0.036323400468384066,0.13279549445453526
2,prior_successful_checkouts,0.06346604215456675,0.2685169626586828
2,seconds_since_successful_checkout,10231.508665105386,46239.0345855673
2,campaign_active,0.24215456674473068,0.42843753400018686
3,prior_attempts_5m,1.3870352716873213,2.182247953560179
3,prior_attempts_1h,1.6568160152526215,2.341001846492945
3,prior_attempts_24h,1.8014775977121067,2.4545271271859233
3,prior_attempts_7d,2.6792183031458534,3.660510780514551
3,prospective_requests_10s,1.4864156339370829,1.2110167411519452
3,prospective_requests_60s,1.963298379408961,2.0003782687829483
3,distinct_cards_5m,1.5395614871306005,1.0094231578450528
3,distinct_cards_1h,1.6356053384175404,1.0818516509310643
3,distinct_cards_24h,1.6939942802669208,1.158179560399419
3,distinct_cards_7d,1.9525738798856054,1.5191712659942143
3,distinct_bins_5m,1.2063870352716872,0.47267877786634865
3,distinct_bins_24h,1.267397521448999,0.546738074650704
3,cross_session_cards_24h,1.0724499523355577,0.43174817586589265
3,cross_session_cards_7d,1.3996663489037178,1.1142975395503774
3,prior_decline_streak,0.6446615824594852,1.066243382629172
3,prior_decline_ratio_5m,0.2982492843183985,0.4011336261333694
3,prior_decline_ratio_24h,0.34875066444232605,0.40747675614515283
3,attempts_before_first_approval,0.6325071496663489,1.0154146888900657
3,attempts_after_first_approval,1.6089132507149666,3.180139000583616
3,seconds_since_previous_authorization,16403.44590085796,54842.94959026513
3,device_age_seconds,49792.97759771211,113238.89803120667
3,session_age_seconds,129.45233555767396,290.8172830587143
3,seconds_since_previous_session,36417.39013346044,77521.21448539227
3,sessions_24h,1.0195424213536701,0.13843800990397753
3,sessions_7d,1.2862249761677789,0.6120061782744728
3,ip_changes_24h,0.25714966634890374,0.5356282466373821
3,devices_per_ip_5m,1.0028598665395614,0.05340756019015381
3,requests_per_ip_5m,1.811725452812202,1.194471083742879
3,same_card_retry_ratio_24h,0.2361041003336511,0.38481807067904195
3,card_switches_after_decline_24h,0.3465204957102002,0.8386036409200303
3,current_amount,9.877261677788372,8.11740222242843
3,amount_delta_from_previous,0.009795042897998098,8.63132221344224
3,amount_variation_24h,1.9583877142516684,3.616385304561121
3,near_minimum_ratio_24h,0.04120640395614871,0.1402710704340603
3,prior_successful_checkouts,0.06744518589132507,0.2838157388756886
3,seconds_since_successful_checkout,10020.094137273594,43698.71738843685
3,campaign_active,0.24094375595805528,0.4277072123889619
4,prior_attempts_5m,1.3785166240409208,2.194166416705971
4,prior_attempts_1h,1.6517089049058358,2.3524484987837644
4,prior_attempts_24h,1.82817949314113,2.55579708794565
4,prior_attempts_7d,2.747500581260172,3.6630710724316704
4,prospective_requests_10s,1.5398744478028366,1.2533129615470417
4,prospective_requests_60s,2.0139502441292723,2.0944646307867796
4,distinct_cards_5m,1.55405719600093,1.0601318151838788
4,distinct_cards_1h,1.6600790513833992,1.1421150894154035
4,distinct_cards_24h,1.7456405487096025,1.2612038140333084
4,distinct_cards_7d,2.0265054638456172,1.637566144740533
4,distinct_bins_5m,1.2285514996512439,0.512706878459088
4,distinct_bins_24h,1.2950476633341084,0.5828128494595157
4,cross_session_cards_24h,1.101139269937224,0.5449566694055651
4,cross_session_cards_7d,1.4624505928853755,1.2120697050673654
4,prior_decline_streak,0.6914671006742618,1.1882737961248315
4,prior_decline_ratio_5m,0.3074800590560335,0.40835517459050874
4,prior_decline_ratio_24h,0.3523563362008835,0.4129589359874276
4,attempts_before_first_approval,0.7407579632643572,1.3054398821175948
4,attempts_after_first_approval,1.5696349686119506,3.007679872519399
4,seconds_since_previous_authorization,17848.719367588932,57302.927614901746
4,device_age_seconds,56753.18949081609,122231.65031793408
4,session_age_seconds,127.08928156242735,286.0641397081236
4,seconds_since_previous_session,40293.09137409904,81353.67024045571
4,sessions_24h,1.0241804231574052,0.15362687809257874
4,sessions_7d,1.3213206231109045,0.651284044570261
4,ip_changes_24h,0.27295977679609396,0.5472011708731748
4,devices_per_ip_5m,1.0013950244129273,0.03732830416074169
4,requests_per_ip_5m,1.7844687282027436,1.1437598657390176
4,same_card_retry_ratio_24h,0.23533891071843757,0.38655972615250234
4,card_switches_after_decline_24h,0.3824691932108812,0.9328423901832582
4,current_amount,9.672359916298536,7.645806398020521
4,amount_delta_from_previous,0.00017205301092768012,7.906783853162007
4,amount_variation_24h,1.7686009416414787,3.0647170130772836
4,near_minimum_ratio_24h,0.05023059800046501,0.1555281025109909
4,prior_successful_checkouts,0.06812369216461288,0.2816231021657039
4,seconds_since_successful_checkout,10980.991397349453,47321.43808564621
4,campaign_active,0.2443617763310858,0.42975811830637856
