event_id,event_sequence,timestamp,device_id,session_id,ip_hash,event_type,card_token,card_bin,amount,declined,decline_reason,population,attack_subtype,scenario_tag,entity_label
event_00012886,12886,2026-08-01T01:09:48.308618,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007669,435926,650.69,True,generic_decline,attack,burst,attack_burst,1
event_00012887,12887,2026-08-01T01:09:50.501811,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007670,450443,650.69,False,,attack,burst,attack_burst,1
event_00012888,12888,2026-08-01T01:09:53.461792,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007671,455988,650.69,True,generic_decline,attack,burst,attack_burst,1
event_00012889,12889,2026-08-01T01:09:56.510498,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007672,555932,2.0,False,,attack,burst,attack_burst,1
event_00012890,12890,2026-08-01T01:09:59.212674,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007673,466530,650.69,True,cvv_mismatch,attack,burst,attack_burst,1
event_00012891,12891,2026-08-01T01:10:01.427184,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007674,436605,5.0,True,generic_decline,attack,burst,attack_burst,1
event_00012892,12892,2026-08-01T01:10:03.355496,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007675,474887,650.69,True,cvv_mismatch,attack,burst,attack_burst,1
event_00012893,12893,2026-08-01T01:10:04.659661,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007676,405537,650.69,True,cvv_mismatch,attack,burst,attack_burst,1
event_00012894,12894,2026-08-01T01:10:06.458087,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007677,405537,2.0,True,generic_decline,attack,burst,attack_burst,1
event_00012895,12895,2026-08-01T01:10:11.011793,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007678,455947,650.69,True,cvv_mismatch,attack,burst,attack_burst,1
event_00004059,4059,2026-08-01T01:14:38.004059,normal_01623,normal_01623_session_0,ip_normal_unique_01623,authorization,card_00001908,455988,871.58,False,,normal,,normal_standard,0
event_00004060,4060,2026-08-01T01:15:22.739995,normal_01623,normal_01623_session_0,ip_normal_unique_01623,completion,,,,,,normal,,normal_standard,0
event_00003846,3846,2026-08-01T01:15:25.003846,normal_01545,normal_01545_session_0,ip_normal_unique_01545,authorization,card_00001813,514894,266.33,False,,normal,,normal_standard,0
event_00003847,3847,2026-08-01T01:16:20.334116,normal_01545,normal_01545_session_0,ip_normal_unique_01545,completion,,,,,,normal,,normal_standard,0
event_00003980,3980,2026-08-01T01:17:25.003980,normal_01590,normal_01590_session_0,ip_normal_unique_01590,authorization,card_00001873,555932,1704.14,True,generic_decline,normal,,normal_bad_luck,0
event_00003981,3981,2026-08-01T01:18:15.317143,normal_01590,normal_01590_session_0,ip_normal_unique_01590,authorization,card_00001873,555932,10.0,True,insufficient_funds,normal,,normal_bad_luck,0
event_00003982,3982,2026-08-01T01:19:44.945922,normal_01590,normal_01590_session_0,ip_normal_unique_01590,authorization,card_00001873,555932,1704.14,False,,normal,,normal_bad_luck,0
event_00003983,3983,2026-08-01T01:20:17.289614,normal_01590,normal_01590_session_0,ip_normal_unique_01590,completion,,,,,,normal,,normal_bad_luck,0
event_00002961,2961,2026-08-01T01:21:00.002961,normal_01195,normal_01195_session_0,ip_normal_unique_01195,authorization,card_00001405,416492,850.97,False,,normal,,normal_standard,0
event_00002962,2962,2026-08-01T01:21:46.974604,normal_01195,normal_01195_session_0,ip_normal_unique_01195,completion,,,,,,normal,,normal_standard,0
event_00010576,10576,2026-08-01T01:21:47.010576,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005519,601134,961.8,True,insufficient_funds,attack,burst,attack_burst,1
event_00010577,10577,2026-08-01T01:21:51.862712,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005520,410156,961.8,False,,attack,burst,attack_burst,1
event_00010578,10578,2026-08-01T01:21:54.554636,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005521,510503,2.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00010579,10579,2026-08-01T01:21:58.546028,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005522,450044,961.8,True,insufficient_funds,attack,burst,attack_burst,1
event_00010580,10580,2026-08-01T01:22:00.554530,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005523,518437,961.8,True,cvv_mismatch,attack,burst,attack_burst,1
event_00010581,10581,2026-08-01T01:22:03.642406,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005524,601168,1.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00010582,10582,2026-08-01T01:22:09.771742,attack_burst_0063,attack_burst_0063_session_0,ip_attack_unique_00063,authorization,card_00005525,555932,851.65,True,insufficient_funds,attack,burst,attack_burst,1
event_00005846,5846,2026-08-01T01:23:13.005846,normal_02337,normal_02337_session_0,ip_normal_unique_02337,authorization,card_00002744,530910,492.79,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00005847,5847,2026-08-01T01:23:46.018283,normal_02337,normal_02337_session_0,ip_normal_unique_02337,authorization,card_00002744,530910,484.1,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00005848,5848,2026-08-01T01:27:30.095328,normal_02337,normal_02337_session_0,ip_normal_unique_02337,authorization,card_00002745,462991,484.1,True,insufficient_funds,normal,,normal_bad_luck,0
event_00000023,23,2026-08-01T01:28:20.000023,normal_00010,normal_00010_session_0,ip_normal_unique_00010,authorization,card_00000012,474887,2202.47,True,generic_decline,normal,,normal_standard,0
event_00000024,24,2026-08-01T01:28:38.290055,normal_00010,normal_00010_session_0,ip_normal_unique_00010,authorization,card_00000012,474887,2202.47,False,,normal,,normal_standard,0
event_00005849,5849,2026-08-01T01:28:49.152376,normal_02337,normal_02337_session_0,ip_normal_unique_02337,authorization,card_00002745,462991,1.0,True,generic_decline,normal,,normal_bad_luck,0
event_00000025,25,2026-08-01T01:29:33.055966,normal_00010,normal_00010_session_0,ip_normal_unique_00010,completion,,,,,,normal,,normal_standard,0
event_00005850,5850,2026-08-01T01:29:34.192147,normal_02337,normal_02337_session_0,ip_normal_unique_02337,authorization,card_00002746,490873,484.1,False,,normal,,normal_bad_luck,0
event_00005851,5851,2026-08-01T01:29:54.925865,normal_02337,normal_02337_session_0,ip_normal_unique_02337,completion,,,,,,normal,,normal_bad_luck,0
event_00005842,5842,2026-08-01T01:32:43.005842,normal_02335,normal_02335_session_0,ip_normal_shared_0059,authorization,card_00002742,451365,617.84,False,,normal,,normal_standard,0
event_00005843,5843,2026-08-01T01:33:34.803304,normal_02335,normal_02335_session_0,ip_normal_shared_0059,completion,,,,,,normal,,normal_standard,0
event_00003167,3167,2026-08-01T01:35:04.003167,normal_01284,normal_01284_session_0,ip_normal_unique_01284,authorization,card_00001504,514894,345.08,False,,normal,,normal_standard,0
event_00003168,3168,2026-08-01T01:35:30.557012,normal_01284,normal_01284_session_0,ip_normal_unique_01284,completion,,,,,,normal,,normal_standard,0
event_00005949,5949,2026-08-01T01:40:21.005949,normal_02377,normal_02377_session_0,ip_normal_unique_02377,authorization,card_00002794,408365,297.16,False,,normal,,normal_standard,0
event_00005950,5950,2026-08-01T01:40:53.288783,normal_02377,normal_02377_session_0,ip_normal_unique_02377,completion,,,,,,normal,,normal_standard,0
event_00003789,3789,2026-08-01T01:45:16.003789,normal_01523,normal_01523_session_0,ip_normal_unique_01523,authorization,card_00001786,601134,1041.98,False,,normal,,normal_standard,0
event_00003790,3790,2026-08-01T01:45:31.868507,normal_01523,normal_01523_session_0,ip_normal_unique_01523,completion,,,,,,normal,,normal_standard,0
event_00006923,6923,2026-08-01T01:46:14.006923,normal_02777,normal_02777_session_0,ip_normal_unique_02777,authorization,card_00003267,459688,1554.78,False,,normal,,normal_standard,0
event_00006924,6924,2026-08-01T01:46:29.333587,normal_02777,normal_02777_session_0,ip_normal_unique_02777,completion,,,,,,normal,,normal_standard,0
event_00006147,6147,2026-08-01T01:47:26.006147,normal_02462,normal_02462_session_0,ip_normal_unique_02462,authorization,card_00002890,530910,1000.83,False,,normal,,normal_standard,0
event_00006148,6148,2026-08-01T01:48:07.383797,normal_02462,normal_02462_session_0,ip_normal_unique_02462,completion,,,,,,normal,,normal_standard,0
event_00005520,5520,2026-08-01T01:48:13.005520,normal_02207,normal_02207_session_0,ip_normal_shared_0056,authorization,card_00002593,343479,972.2,False,,normal,,normal_standard,0
event_00003045,3045,2026-08-01T01:48:17.003045,normal_01232,normal_01232_session_0,ip_normal_unique_01232,authorization,card_00001448,545422,416.5,False,,normal,,normal_standard,0
event_00003046,3046,2026-08-01T01:48:55.838058,normal_01232,normal_01232_session_0,ip_normal_unique_01232,completion,,,,,,normal,,normal_standard,0
event_00005521,5521,2026-08-01T01:49:03.389267,normal_02207,normal_02207_session_0,ip_normal_shared_0056,completion,,,,,,normal,,normal_standard,0
event_00003212,3212,2026-08-01T01:53:09.003212,normal_01301,normal_01301_session_0,ip_normal_unique_01301,authorization,card_00001524,474887,642.84,False,,normal,,normal_standard,0
event_00003213,3213,2026-08-01T01:54:04.121405,normal_01301,normal_01301_session_0,ip_normal_unique_01301,completion,,,,,,normal,,normal_standard,0
event_00002722,2722,2026-08-01T02:04:15.002722,normal_01093,normal_01093_session_0,ip_normal_unique_01093,authorization,card_00001288,429320,1237.58,False,,normal,,normal_standard,0
event_00002723,2723,2026-08-01T02:04:57.900712,normal_01093,normal_01093_session_0,ip_normal_unique_01093,completion,,,,,,normal,,normal_standard,0
event_00003605,3605,2026-08-01T02:07:33.003605,normal_01451,normal_01451_session_0,ip_normal_shared_0035,authorization,card_00001702,404839,1291.45,False,,normal,,normal_standard,0
event_00003606,3606,2026-08-01T02:08:05.271470,normal_01451,normal_01451_session_0,ip_normal_shared_0035,completion,,,,,,normal,,normal_standard,0
event_00000218,218,2026-08-01T02:08:25.000218,normal_00092,normal_00092_session_0,ip_normal_unique_00092,authorization,card_00000109,522489,1196.86,False,,normal,,normal_standard,0
event_00000219,219,2026-08-01T02:09:11.781279,normal_00092,normal_00092_session_0,ip_normal_unique_00092,completion,,,,,,normal,,normal_standard,0
event_00009737,9737,2026-08-01T02:12:18.009737,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004749,466530,1.0,True,generic_decline,attack,burst,attack_burst,1
event_00009738,9738,2026-08-01T02:12:21.426353,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004750,455947,1070.13,True,insufficient_funds,attack,burst,attack_burst,1
event_00009739,9739,2026-08-01T02:12:26.803055,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004751,435926,1070.13,True,insufficient_funds,attack,burst,attack_burst,1
event_00009740,9740,2026-08-01T02:12:31.821877,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004752,342217,1070.13,True,insufficient_funds,attack,burst,attack_burst,1
event_00009741,9741,2026-08-01T02:12:35.910899,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004753,451365,5.0,True,generic_decline,attack,burst,attack_burst,1
event_00009742,9742,2026-08-01T02:12:38.082864,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004753,451365,1070.13,False,,attack,burst,attack_burst,1
event_00009743,9743,2026-08-01T02:12:42.004312,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004754,478538,1070.13,True,insufficient_funds,attack,burst,attack_burst,1
event_00009744,9744,2026-08-01T02:12:44.417040,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004754,478538,993.97,False,,attack,burst,attack_burst,1
event_00009745,9745,2026-08-01T02:12:46.796724,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004755,466530,2.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009746,9746,2026-08-01T02:12:49.196736,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004755,466530,1070.13,False,,attack,burst,attack_burst,1
event_00009747,9747,2026-08-01T02:12:56.548219,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004756,478538,1070.13,False,,attack,burst,attack_burst,1
event_00009748,9748,2026-08-01T02:12:59.589205,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004757,481492,5.0,False,,attack,burst,attack_burst,1
event_00009749,9749,2026-08-01T02:13:05.152914,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004758,491526,1.0,False,,attack,burst,attack_burst,1
event_00009750,9750,2026-08-01T02:13:09.385430,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004759,452695,1070.13,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009751,9751,2026-08-01T02:13:12.828415,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004759,452695,1070.13,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009752,9752,2026-08-01T02:13:18.337369,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004760,478538,1070.13,True,insufficient_funds,attack,burst,attack_burst,1
event_00009753,9753,2026-08-01T02:13:25.531274,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004761,491526,10.0,True,generic_decline,attack,burst,attack_burst,1
event_00009754,9754,2026-08-01T02:13:27.261661,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004762,490428,1070.13,True,insufficient_funds,attack,burst,attack_burst,1
event_00009755,9755,2026-08-01T02:13:32.748522,attack_burst_0001,attack_burst_0001_session_0,ip_attack_unique_00001,authorization,card_00004763,460934,1070.13,True,cvv_mismatch,attack,burst,attack_burst,1
event_00000435,435,2026-08-01T02:20:15.000435,normal_00176,normal_00176_session_0,ip_normal_unique_00176,authorization,card_00000208,455988,191.54,False,,normal,,normal_standard,0
event_00006602,6602,2026-08-01T02:20:29.006602,normal_02641,normal_02641_session_0,ip_normal_unique_02641,authorization,card_00003113,463166,872.51,False,,normal,,normal_standard,0
event_00000436,436,2026-08-01T02:21:14.249838,normal_00176,normal_00176_session_0,ip_normal_unique_00176,completion,,,,,,normal,,normal_standard,0
event_00006603,6603,2026-08-01T02:21:24.838564,normal_02641,normal_02641_session_0,ip_normal_unique_02641,completion,,,,,,normal,,normal_standard,0
event_00001701,1701,2026-08-01T02:23:44.001701,normal_00682,normal_00682_session_0,ip_normal_unique_00682,authorization,card_00000798,342697,730.63,False,,normal,,normal_standard,0
event_00001702,1702,2026-08-01T02:24:05.979869,normal_00682,normal_00682_session_0,ip_normal_unique_00682,completion,,,,,,normal,,normal_standard,0
event_00013936,13936,2026-08-01T02:24:36.013936,attack_patient_0039,attack_patient_0039_session_0,ip_attack_unique_00421,authorization,card_00008413,601168,1286.7,True,generic_decline,attack,patient,attack_patient,1
event_00003083,3083,2026-08-01T02:26:10.003083,normal_01249,normal_01249_session_0,ip_normal_unique_01249,authorization,card_00001466,478538,694.6,False,,normal,,normal_standard,0
event_00003084,3084,2026-08-01T02:26:18.833609,normal_01249,normal_01249_session_0,ip_normal_unique_01249,completion,,,,,,normal,,normal_standard,0
event_00013937,13937,2026-08-01T02:27:20.248574,attack_patient_0039,attack_patient_0039_session_0,ip_attack_unique_00421,authorization,card_00008413,601168,5.0,False,,attack,patient,attack_patient,1
event_00013939,13939,2026-08-01T02:27:39.124556,attack_patient_0039,attack_patient_0039_session_0,ip_attack_unique_00421,completion,,,,,,attack,patient,attack_patient,1
event_00004325,4325,2026-08-01T02:29:01.004325,normal_01736,normal_01736_session_0,ip_normal_unique_01736,authorization,card_00002032,601168,1139.27,False,,normal,,normal_standard,0
event_00004326,4326,2026-08-01T02:29:37.451321,normal_01736,normal_01736_session_0,ip_normal_unique_01736,completion,,,,,,normal,,normal_standard,0
event_00001138,1138,2026-08-01T02:29:43.001138,normal_00470,normal_00470_session_0,ip_normal_unique_00470,authorization,card_00000542,410156,526.37,False,,normal,,normal_standard,0
event_00001139,1139,2026-08-01T02:30:19.339736,normal_00470,normal_00470_session_0,ip_normal_unique_00470,completion,,,,,,normal,,normal_standard,0
event_00004809,4809,2026-08-01T02:30:42.004809,normal_01924,normal_01924_session_0,ip_normal_unique_01924,authorization,card_00002260,341609,1691.81,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00013997,13997,2026-08-01T02:30:42.013997,attack_patient_0049,attack_patient_0049_session_0,ip_attack_unique_00431,authorization,card_00008452,601134,10.0,False,,attack,patient,attack_patient,1
event_00006423,6423,2026-08-01T02:32:10.006423,normal_02572,normal_02572_session_0,ip_normal_unique_02572,authorization,card_00003027,450443,663.09,False,,normal,,normal_standard,0
event_00006424,6424,2026-08-01T02:32:54.917091,normal_02572,normal_02572_session_0,ip_normal_unique_02572,completion,,,,,,normal,,normal_standard,0
event_00004810,4810,2026-08-01T02:33:05.800590,normal_01924,normal_01924_session_0,ip_normal_unique_01924,authorization,card_00002261,454890,1691.81,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00013998,13998,2026-08-01T02:33:29.532362,attack_patient_0049,attack_patient_0049_session_0,ip_attack_unique_00431,authorization,card_00008453,518437,1074.18,True,cvv_mismatch,attack,patient,attack_patient,1
event_00004811,4811,2026-08-01T02:33:49.426056,normal_01924,normal_01924_session_0,ip_normal_unique_01924,authorization,card_00002261,454890,1691.81,True,insufficient_funds,normal,,normal_bad_luck,0
