event_id,event_sequence,timestamp,device_id,session_id,ip_hash,event_type,card_token,card_bin,amount,declined,decline_reason,population,attack_subtype,scenario_tag,entity_label,attempts_trailing_10s,attempts_trailing_60s,attempts_trailing_5min,mean_interarrival_s,var_interarrival_s,unique_cards_trailing_60s,unique_cards_trailing_5min,unique_bins_trailing_60s,unique_bins_trailing_5min,decline_ratio_so_far,current_decline_streak,approval_ratio_so_far,attempts_before_first_approval,amount_near_minimum_ratio_5min,amount_variance_so_far,repeated_amount_ratio,unique_amount_ratio,cards_this_session,session_age_s,attempts_this_session,checkout_completed_so_far,attempts_after_first_approval,device_reuse_count,card_switch_rate,ip_session_count_trailing_5min,ip_device_count_trailing_5min
event_00000889,889,2026-08-01T00:13:22.684531,normal_00364,normal_00364_session_0,ip_normal_unique_00364,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,41.683643000000004,1,1,0,1,1.0,1,1
event_00000261,261,2026-08-01T00:13:45.000261,normal_00109,normal_00109_session_0,ip_normal_unique_00109,authorization,card_00000128,424506.0,1124.93,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00000262,262,2026-08-01T00:14:36.365359,normal_00109,normal_00109_session_0,ip_normal_unique_00109,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,51.365098,1,1,0,1,1.0,1,1
event_00006021,6021,2026-08-01T00:20:46.006021,normal_02410,normal_02410_session_0,ip_normal_unique_02410,authorization,card_00002828,417136.0,519.0,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00006022,6022,2026-08-01T00:21:45.478609,normal_02410,normal_02410_session_0,ip_normal_unique_02410,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,59.472588,1,1,0,1,1.0,1,1
event_00004603,4603,2026-08-01T00:23:47.004603,normal_01846,normal_01846_session_0,ip_normal_shared_0044,authorization,card_00002164,481492.0,772.06,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00004604,4604,2026-08-01T00:24:23.271575,normal_01846,normal_01846_session_0,ip_normal_shared_0044,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,36.266972,1,1,0,1,1.0,1,1
event_00002244,2244,2026-08-01T00:25:31.002244,normal_00898,normal_00898_session_0,ip_normal_unique_00898,authorization,card_00001058,454890.0,2480.49,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002245,2245,2026-08-01T00:26:02.872295,normal_00898,normal_00898_session_0,ip_normal_unique_00898,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,31.870051,1,1,0,1,1.0,1,1
event_00002729,2729,2026-08-01T00:26:53.002729,normal_01095,normal_01095_session_0,ip_normal_unique_01095,authorization,card_00001292,342697.0,899.83,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002730,2730,2026-08-01T00:27:23.981107,normal_01095,normal_01095_session_0,ip_normal_unique_01095,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,30.978378,1,1,0,1,1.0,1,1
event_00003005,3005,2026-08-01T00:29:29.003005,normal_01215,normal_01215_session_0,ip_normal_unique_01215,authorization,card_00001427,530910.0,690.63,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003006,3006,2026-08-01T00:29:46.032746,normal_01215,normal_01215_session_0,ip_normal_unique_01215,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,17.029741,1,1,0,1,1.0,1,1
event_00006371,6371,2026-08-01T00:30:21.006371,normal_02554,normal_02554_session_0,ip_normal_unique_02554,authorization,card_00003002,491526.0,10.0,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00006372,6372,2026-08-01T00:31:20.396873,normal_02554,normal_02554_session_0,ip_normal_unique_02554,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1,59.390502,1,1,0,1,1.0,1,1
event_00002386,2386,2026-08-01T00:32:24.002386,normal_00952,normal_00952_session_0,ip_normal_unique_00952,authorization,card_00001126,419892.0,789.65,True,cvv_mismatch,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002387,2387,2026-08-01T00:32:42.558373,normal_00952,normal_00952_session_0,ip_normal_unique_00952,authorization,card_00001126,419892.0,789.65,True,generic_decline,normal,,normal_bad_luck,0,1,2,2,18.555986881256104,0.0,1,1,1,1,1.0,2,0.0,2,0.0,0.0,0.5,0.5,1,18.555987000000002,2,0,0,1,0.5,1,1
event_00002388,2388,2026-08-01T00:34:20.882690,normal_00952,normal_00952_session_0,ip_normal_unique_00952,authorization,card_00001126,419892.0,789.65,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,3,58.44015192985535,1590.7466216239054,1,1,1,1,1.0,3,0.0,3,0.0,0.0,0.6666666666666667,0.3333333333333333,1,116.880304,3,0,0,1,0.3333333333333333,1,1
event_00002389,2389,2026-08-01T00:34:34.357726,normal_00952,normal_00952_session_0,ip_normal_unique_00952,authorization,card_00001126,419892.0,789.65,False,,normal,,normal_bad_luck,0,1,2,4,43.451780001322426,1509.8003338853375,1,1,1,1,0.75,0,0.25,3,0.0,0.0,0.75,0.25,1,130.35534,4,0,0,1,0.25,1,1
event_00004758,4758,2026-08-01T00:35:07.004758,normal_01904,normal_01904_session_0,ip_normal_unique_01904,authorization,card_00002237,343479.0,642.08,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002390,2390,2026-08-01T00:35:25.292399,normal_00952,normal_00952_session_0,ip_normal_unique_00952,completion,,,,,,normal,,normal_bad_luck,0,0,1,4,43.451780001322426,1509.8003338853375,1,1,1,1,0.75,0,0.25,3,0.0,0.0,0.75,0.25,1,181.290013,4,1,0,1,0.25,1,1
event_00004759,4759,2026-08-01T00:35:54.640074,normal_01904,normal_01904_session_0,ip_normal_unique_01904,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,47.635316,1,1,0,1,1.0,1,1
event_00000974,974,2026-08-01T00:40:44.000974,normal_00400,normal_00400_session_0,ip_normal_unique_00400,authorization,card_00000464,410156.0,1565.5,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00000975,975,2026-08-01T00:43:06.929998,normal_00400,normal_00400_session_0,ip_normal_unique_00400,authorization,card_00000464,410156.0,1565.5,True,cvv_mismatch,normal,,normal_bad_luck,0,1,1,2,142.92902398109436,0.0,1,1,1,1,1.0,2,0.0,2,0.0,0.0,0.5,0.5,1,142.929024,2,0,0,1,0.5,1,1
event_00000976,976,2026-08-01T00:43:59.870809,normal_00400,normal_00400_session_0,ip_normal_unique_00400,authorization,card_00000464,410156.0,1565.5,True,insufficient_funds,normal,,normal_bad_luck,0,1,2,3,97.93491756916046,2024.4696118084312,1,1,1,1,1.0,3,0.0,3,0.0,0.0,0.6666666666666667,0.3333333333333333,1,195.869835,3,0,0,1,0.3333333333333333,1,1
event_00000977,977,2026-08-01T00:44:14.742438,normal_00400,normal_00400_session_0,ip_normal_unique_00400,authorization,card_00000464,410156.0,1565.5,False,,normal,,normal_bad_luck,0,1,2,4,70.247154712677,2882.8708318660174,1,1,1,1,0.75,0,0.25,3,0.0,0.0,0.75,0.25,1,210.741464,4,0,0,1,0.25,1,1
event_00005552,5552,2026-08-01T00:44:15.005552,normal_02218,normal_02218_session_0,ip_normal_unique_02218,authorization,card_00002606,466022.0,546.11,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00005553,5553,2026-08-01T00:44:36.481592,normal_02218,normal_02218_session_0,ip_normal_unique_02218,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,21.47604,1,1,0,1,1.0,1,1
event_00000978,978,2026-08-01T00:44:50.091673,normal_00400,normal_00400_session_0,ip_normal_unique_00400,completion,,,,,,normal,,normal_bad_luck,0,0,2,4,70.247154712677,2882.8708318660174,1,1,1,1,0.75,0,0.25,3,0.0,0.0,0.75,0.25,1,246.090699,4,1,0,1,0.25,1,1
event_00013954,13954,2026-08-01T00:48:47.013954,attack_patient_0042,attack_patient_0042_session_0,ip_attack_unique_00424,authorization,card_00008424,424506.0,726.76,False,,attack,patient,attack_patient,1,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00013955,13955,2026-08-01T00:50:09.784064,attack_patient_0042,attack_patient_0042_session_0,ip_attack_unique_00424,authorization,card_00008425,542442.0,817.52,False,,attack,patient,attack_patient,1,1,1,2,82.77011013031006,0.0,1,2,1,2,0.0,0,1.0,0,0.0,2059.3443999999995,0.0,1.0,2,82.77011,2,0,1,1,1.0,1,1
event_00004694,4694,2026-08-01T00:52:19.004694,normal_01881,normal_01881_session_0,ip_normal_unique_01881,authorization,card_00002206,455988.0,552.99,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00013956,13956,2026-08-01T00:52:53.506196,attack_patient_0042,attack_patient_0042_session_0,ip_attack_unique_00424,authorization,card_00008426,459688.0,726.76,False,,attack,patient,attack_patient,1,1,1,3,123.24612104892731,1638.3074598840228,1,3,1,3,0.0,0,1.0,0,0.0,1830.528355555555,0.33333333333333337,0.6666666666666666,3,246.492242,3,0,2,1,1.0,1,1
event_00004695,4695,2026-08-01T00:53:10.485824,normal_01881,normal_01881_session_0,ip_normal_unique_01881,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,51.48113,1,1,0,1,1.0,1,1
event_00000682,682,2026-08-01T00:53:23.000682,normal_00274,normal_00274_session_0,ip_normal_unique_00274,authorization,card_00000318,462991.0,1883.35,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002043,2043,2026-08-01T00:53:30.002043,normal_00820,normal_00820_session_0,ip_normal_unique_00820,authorization,card_00000959,466109.0,542.58,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00000683,683,2026-08-01T00:53:59.313291,normal_00274,normal_00274_session_0,ip_normal_unique_00274,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,36.312609,1,1,0,1,1.0,1,1
event_00012876,12876,2026-08-01T01:09:17.012876,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007660,410156.0,560.62,True,cvv_mismatch,attack,burst,attack_burst,1,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00012877,12877,2026-08-01T01:09:19.947813,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007661,463166.0,10.0,True,cvv_mismatch,attack,burst,attack_burst,1,2,2,2,2.934937000274658,0.0,2,2,2,2,1.0,2,0.0,2,0.5,75795.5961,0.0,1.0,2,2.934937,2,0,0,1,1.0,1,1
event_00012878,12878,2026-08-01T01:09:22.846144,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007662,555932.0,10.0,True,cvv_mismatch,attack,burst,attack_burst,1,3,3,3,2.9166339635849,0.0003350011520666385,3,3,3,3,1.0,3,0.0,3,0.6666666666666666,67373.86320000002,0.33333333333333337,0.6666666666666666,3,5.833268,3,0,0,1,1.0,1,1
event_00012879,12879,2026-08-01T01:09:25.810950,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007663,601168.0,650.69,True,insufficient_funds,attack,burst,attack_burst,1,4,4,4,2.9326913356781006,0.0007390124984567592,4,4,4,4,1.0,4,0.0,4,0.5,89715.29536875001,0.25,0.75,4,8.798074,4,0,0,1,1.0,1,1
event_00012880,12880,2026-08-01T01:09:32.720768,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007664,455947.0,5.0,True,generic_decline,attack,burst,attack_burst,1,3,5,5,3.926972985267639,2.9663422555053245,5,5,5,5,1.0,5,0.0,5,0.6,86444.95545600003,0.19999999999999996,0.8,5,15.707892,5,0,0,1,1.0,1,1
event_00012881,12881,2026-08-01T01:09:35.958970,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007665,460934.0,650.69,True,cvv_mismatch,attack,burst,attack_burst,1,2,6,6,3.789218807220459,2.4489786586820763,6,6,6,6,1.0,6,0.0,6,0.5,94642.20610000001,0.33333333333333337,0.6666666666666666,6,18.946094,6,0,0,1,1.0,1,1
event_00012882,12882,2026-08-01T01:09:36.758691,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007666,450044.0,719.69,True,cvv_mismatch,attack,burst,attack_burst,1,3,7,7,3.290969173113505,3.282079038340298,7,7,7,7,1.0,7,0.0,7,0.42857142857142855,101225.43413877554,0.2857142857142857,0.7142857142857143,7,19.745815,7,0,0,1,1.0,1,1
event_00012883,12883,2026-08-01T01:09:41.150678,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007667,515508.0,650.69,False,,attack,burst,attack_burst,1,4,8,8,3.4482574122292653,2.961648145276503,8,8,8,8,0.875,0,0.125,7,0.375,97043.79384375001,0.375,0.625,8,24.137802,8,0,0,1,1.0,1,1
event_00012884,12884,2026-08-01T01:09:43.481222,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007668,555932.0,2.0,True,insufficient_funds,attack,burst,attack_burst,1,4,9,9,3.308543235063553,2.7280824862245856,9,9,8,8,0.8888888888888888,1,0.1111111111111111,7,0.4444444444444444,102474.95302222224,0.33333333333333337,0.6666666666666666,9,26.468346,9,0,1,1,1.0,1,1
event_00012885,12885,2026-08-01T01:09:46.892903,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007669,435926.0,5.0,True,insufficient_funds,attack,burst,attack_burst,1,3,10,10,3.3200030061933727,2.426012820812192,10,10,9,9,0.9,2,0.1,7,0.5,103707.72303600001,0.4,0.6,10,29.880027,10,0,2,1,1.0,1,1
event_00012886,12886,2026-08-01T01:09:48.308618,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007669,435926.0,650.69,True,generic_decline,attack,burst,attack_burst,1,4,11,11,3.129574203491211,2.5097796988181833,10,10,9,9,0.9090909090909091,3,0.09090909090909091,7,0.45454545454545453,102968.95147933885,0.4545454545454546,0.5454545454545454,10,31.295742,11,0,3,1,0.9090909090909091,1,1
event_00012887,12887,2026-08-01T01:09:50.501811,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007670,450443.0,650.69,False,,attack,burst,attack_burst,1,5,12,12,3.0444486357949,2.3540815307727234,11,11,10,10,0.8333333333333334,0,0.16666666666666666,7,0.4166666666666667,101025.79135,0.5,0.5,11,33.488935,12,0,4,1,0.9166666666666666,1,1
event_00012888,12888,2026-08-01T01:09:53.461792,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007671,455988.0,650.69,True,generic_decline,attack,burst,attack_burst,1,5,13,13,3.0374096632003784,2.1584530883620467,12,12,11,11,0.8461538461538461,1,0.15384615384615385,7,0.38461538461538464,98438.96319408283,0.5384615384615384,0.46153846153846156,12,36.448916,13,0,5,1,0.9230769230769231,1,1
event_00012889,12889,2026-08-01T01:09:56.510498,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007672,555932.0,2.0,False,,attack,burst,attack_burst,1,5,14,14,3.0382786163916955,1.9924272963669052,13,13,11,11,0.7857142857142857,0,0.21428571428571427,7,0.42857142857142855,101980.90978010204,0.5714285714285714,0.42857142857142855,13,39.497622,14,0,6,1,0.9285714285714286,1,1
event_00012890,12890,2026-08-01T01:09:59.212674,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007673,466530.0,650.69,True,cvv_mismatch,attack,burst,attack_burst,1,4,15,15,3.0142712763377597,1.857603641806175,14,14,12,12,0.8,1,0.2,7,0.4,99989.01270400001,0.6,0.4,14,42.199798,15,0,7,1,0.9333333333333333,1,1
event_00012891,12891,2026-08-01T01:10:01.427184,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007674,436605.0,5.0,True,generic_decline,attack,burst,attack_burst,1,4,16,16,2.960953871409098,1.7735618383756717,15,15,13,13,0.8125,2,0.1875,7,0.4375,102482.4229359375,0.625,0.375,15,44.414308,16,0,8,1,0.9375,1,1
event_00012892,12892,2026-08-01T01:10:03.355496,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007675,474887.0,650.69,True,cvv_mismatch,attack,burst,attack_burst,1,5,17,17,2.896413743495941,1.7251956451428931,16,16,14,14,0.8235294117647058,3,0.17647058823529413,7,0.4117647058823529,100905.48577577856,0.6470588235294117,0.35294117647058826,16,46.34262,17,0,9,1,0.9411764705882353,1,1
event_00012893,12893,2026-08-01T01:10:04.659661,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007676,405537.0,650.69,True,cvv_mismatch,attack,burst,attack_burst,1,5,18,18,2.8027520600487206,1.7640737235084598,17,17,15,15,0.8333333333333334,4,0.16666666666666666,7,0.3888888888888889,99036.63736666668,0.6666666666666667,0.3333333333333333,17,47.646785,18,0,10,1,0.9444444444444444,1,1
event_00012894,12894,2026-08-01T01:10:06.458087,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007677,405537.0,2.0,True,generic_decline,attack,burst,attack_burst,1,6,19,19,2.7469561629825168,1.7189937239581703,18,18,15,15,0.8421052631578947,5,0.15789473684210525,7,0.42105263157894735,101668.55731911358,0.6842105263157895,0.3157894736842105,18,49.445211,19,0,11,1,0.9473684210526315,1,1
event_00012895,12895,2026-08-01T01:10:11.011793,attack_burst_0244,attack_burst_0244_session_0,ip_attack_unique_00244,authorization,card_00007678,455947.0,650.69,True,cvv_mismatch,attack,burst,attack_burst,1,5,20,20,2.842048256020797,1.7912854809168517,19,19,15,15,0.85,6,0.15,7,0.4,100123.33256475002,0.7,0.3,19,53.998917,20,0,12,1,0.95,1,1
event_00004059,4059,2026-08-01T01:14:38.004059,normal_01623,normal_01623_session_0,ip_normal_unique_01623,authorization,card_00001908,455988.0,871.58,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00004060,4060,2026-08-01T01:15:22.739995,normal_01623,normal_01623_session_0,ip_normal_unique_01623,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,44.735936,1,1,0,1,1.0,1,1
event_00003846,3846,2026-08-01T01:15:25.003846,normal_01545,normal_01545_session_0,ip_normal_unique_01545,authorization,card_00001813,514894.0,266.33,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003847,3847,2026-08-01T01:16:20.334116,normal_01545,normal_01545_session_0,ip_normal_unique_01545,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,55.33027,1,1,0,1,1.0,1,1
event_00003980,3980,2026-08-01T01:17:25.003980,normal_01590,normal_01590_session_0,ip_normal_unique_01590,authorization,card_00001873,555932.0,1704.14,True,generic_decline,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003981,3981,2026-08-01T01:18:15.317143,normal_01590,normal_01590_session_0,ip_normal_unique_01590,authorization,card_00001873,555932.0,10.0,True,insufficient_funds,normal,,normal_bad_luck,0,1,2,2,50.31316304206848,0.0,1,1,1,1,1.0,2,0.0,2,0.5,717527.5849000001,0.0,1.0,1,50.313163,2,0,0,1,0.5,1,1
event_00003982,3982,2026-08-01T01:19:44.945922,normal_01590,normal_01590_session_0,ip_normal_unique_01590,authorization,card_00001873,555932.0,1704.14,False,,normal,,normal_bad_luck,0,1,1,3,69.97097098827362,386.4294132498859,1,1,1,1,0.6666666666666666,0,0.3333333333333333,2,0.3333333333333333,637802.297688889,0.33333333333333337,0.6666666666666666,1,139.941942,3,0,0,1,0.3333333333333333,1,1
event_00003983,3983,2026-08-01T01:20:17.289614,normal_01590,normal_01590_session_0,ip_normal_unique_01590,completion,,,,,,normal,,normal_bad_luck,0,0,1,3,69.97097098827362,386.4294132498859,1,1,1,1,0.6666666666666666,0,0.3333333333333333,2,0.3333333333333333,637802.297688889,0.33333333333333337,0.6666666666666666,1,172.285634,3,1,0,1,0.3333333333333333,1,1
event_00002961,2961,2026-08-01T01:21:00.002961,normal_01195,normal_01195_session_0,ip_normal_unique_01195,authorization,card_00001405,416492.0,850.97,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002962,2962,2026-08-01T01:21:46.974604,normal_01195,normal_01195_session_0,ip_normal_unique_01195,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,46.971643,1,1,0,1,1.0,1,1
