event_id,request_id,device_id,request_index,action,raw_probability,calibrated_probability,rule_score,accumulated_risk,high_risk_count,consecutive_high_count,evidence_count,reason_codes,fold
evt_0000063,req_0000023,dev_0000019,1,allow,0.223316721479,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000066,req_0000024,dev_0000020,1,allow,0.233924318315,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000068,req_0000025,dev_0000021,1,allow,0.12793815674,0.00305052341546,0,0.00305052341546,0,0,0,,0
evt_0000071,req_0000026,dev_0000022,1,allow,0.208814394053,0.0184356134944,0,0.0184356134944,0,0,0,,3
evt_0000073,req_0000027,dev_0000023,1,allow,0.205559442833,0.0238532288238,0,0.0238532288238,0,0,0,,4
evt_0000076,req_0000028,dev_0000023,2,allow,0.0677784033053,0,0,0.01076194681,0,0,0,successful_checkout_risk_reduction,4
evt_0000079,req_0000029,dev_0000024,1,allow,0.24738529944,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000084,req_0000031,dev_0000026,1,allow,0.199729276824,0.0238532288238,0,0.0238532288238,0,0,0,,4
evt_0000086,req_0000032,dev_0000027,1,allow,0.211578639105,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000092,req_0000034,dev_0000029,1,allow,0.185340417152,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000094,req_0000035,dev_0000030,1,allow,0.188783619477,0.0270926606321,0,0.0270926606321,0,0,0,,0
evt_0000097,req_0000036,dev_0000031,1,allow,0.246147348595,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000102,req_0000038,dev_0000033,1,allow,0.238458151961,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000108,req_0000040,dev_0000035,1,allow,0.224206282376,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000111,req_0000041,dev_0000036,1,allow,0.207894616603,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000114,req_0000042,dev_0000037,1,allow,0.19599224484,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000122,req_0000045,dev_0000039,1,allow,0.221308989887,0.022770869347,0,0.022770869347,0,0,0,,3
evt_0000128,req_0000047,dev_0000041,1,allow,0.169385346825,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000131,req_0000048,dev_0000042,1,allow,0.187622219841,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000133,req_0000049,dev_0000043,1,allow,0.253138643977,0.0584408787005,0,0.0584408787005,0,0,0,,2
evt_0000136,req_0000050,dev_0000044,1,allow,0.21525503847,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000142,req_0000052,dev_0000046,1,allow,0.23673268638,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000147,req_0000054,dev_0000048,1,allow,0.213864726645,0.019382591425,0,0.019382591425,0,0,0,,3
evt_0000150,req_0000055,dev_0000048,2,allow,0.0843851424311,0,0,0.00792035691025,0,0,1,successful_checkout_risk_reduction|high_risk_with_ip_rotation,3
evt_0000153,req_0000056,dev_0000049,1,allow,0.236456352534,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000156,req_0000057,dev_0000049,2,allow,0.0812652060035,0,0,0.0127539442336,0,0,2,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity,4
evt_0000159,req_0000058,dev_0000050,1,allow,0.244076675599,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000162,req_0000059,dev_0000051,1,allow,0.218149942971,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000165,req_0000060,dev_0000052,1,allow,0.249306294589,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000168,req_0000061,dev_0000053,1,allow,0.236409427483,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000177,req_0000064,dev_0000055,1,allow,0.2418915182,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000179,req_0000065,dev_0000056,1,allow,0.133097589759,0.00652111759303,0,0.00652111759303,0,0,0,,4
evt_0000181,req_0000066,dev_0000057,1,allow,0.213065207422,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000184,req_0000067,dev_0000057,2,allow,0.194509559162,0.0234171409158,0,0.0350834261449,0,0,1,successful_checkout_risk_reduction|high_risk_with_ip_rotation,2
evt_0000187,req_0000068,dev_0000058,1,allow,0.128415465601,0.00824114044332,0,0.00824114044332,0,0,0,,3
evt_0000190,req_0000069,dev_0000059,1,allow,0.235575501767,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000192,req_0000070,dev_0000060,1,allow,0.213313631822,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000198,req_0000072,dev_0000062,1,allow,0.198454472911,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000200,req_0000073,dev_0000063,1,allow,0.231065420435,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000205,req_0000075,dev_0000065,1,allow,0.140353980592,0.01,0,0.01,0,0,0,,0
evt_0000208,req_0000076,dev_0000066,1,allow,0.218740062184,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000210,req_0000077,dev_0000067,1,allow,0.190661469115,0.0180526364926,0,0.0180526364926,0,0,0,,3
evt_0000213,req_0000078,dev_0000068,1,allow,0.130424538184,0.00502702023376,0,0.00502702023376,0,0,0,,0
evt_0000215,req_0000079,dev_0000069,1,allow,0.252607511763,0.106319639459,0,0.106319639459,0,0,0,,1
evt_0000218,req_0000080,dev_0000069,2,allow,0.057690673886,0,0,0.0479709771174,0,0,3,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,1
evt_0000220,req_0000081,dev_0000069,3,allow,0.158707624677,0.0264852227061,0,0.074453341031,0,0,2,high_risk_with_card_diversity|cross_session_card_diversity,1
evt_0000223,req_0000082,dev_0000069,4,allow,0.193407624936,0.0264852227061,0,0.0569083714828,0,0,2,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity,1
evt_0000225,req_0000083,dev_0000069,5,allow,0.334871442901,0.106319639459,2,0.151840023656,0,0,2,stable_retry_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity,1
evt_0000231,req_0000085,dev_0000071,1,allow,0.261384944458,0.0997856316349,0,0.0997856316349,0,0,0,,0
evt_0000234,req_0000086,dev_0000072,1,allow,0.24695959933,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000237,req_0000087,dev_0000073,1,allow,0.202768086393,0.0184356134944,0,0.0184356134944,0,0,0,,3
evt_0000239,req_0000088,dev_0000073,2,allow,0.487925865974,0.218350696756,0,0.236784514405,0,0,0,,3
evt_0000242,req_0000089,dev_0000074,1,allow,0.236907065542,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000245,req_0000090,dev_0000075,1,allow,0.244547098956,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000248,req_0000091,dev_0000076,1,allow,0.251780793938,0.0799730333291,0,0.0799730333291,0,0,0,,3
evt_0000251,req_0000092,dev_0000077,1,allow,0.240284986455,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000257,req_0000094,dev_0000079,1,allow,0.19053693085,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000260,req_0000095,dev_0000080,1,allow,0.217860556452,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000262,req_0000096,dev_0000080,2,allow,0.337581835424,0.106319639459,0,0.130306310419,0,0,1,high_risk_with_ip_rotation,1
evt_0000265,req_0000097,dev_0000080,3,allow,0.163087159911,0.0264852227061,0,0.0913913245482,0,0,2,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity,1
evt_0000273,req_0000100,dev_0000083,1,allow,0.250465200062,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000276,req_0000101,dev_0000084,1,allow,0.236757448225,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000279,req_0000102,dev_0000084,2,allow,0.0657140577092,0,0,0.0115530849267,0,0,0,successful_checkout_risk_reduction,4
evt_0000282,req_0000103,dev_0000085,1,allow,0.224501003373,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000285,req_0000104,dev_0000086,1,allow,0.24410060072,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000287,req_0000105,dev_0000087,1,allow,0.176813717756,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000289,req_0000106,dev_0000087,2,allow,0.431065661927,0.106319639459,0,0.132801250274,0,0,0,,1
evt_0000291,req_0000107,dev_0000088,1,allow,0.242934928639,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000296,req_0000109,dev_0000090,1,allow,0.205791599299,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000298,req_0000110,dev_0000090,2,allow,0.443532969472,0.0997856316349,0,0.122228951427,0,0,0,stable_retry_risk_reduction,0
evt_0000301,req_0000111,dev_0000091,1,allow,0.226357262565,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000304,req_0000112,dev_0000092,1,allow,0.217856223707,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000307,req_0000113,dev_0000092,2,allow,0.137414345206,0.00855807073615,0,0.0225337183078,0,0,0,successful_checkout_risk_reduction,0
evt_0000310,req_0000114,dev_0000093,1,allow,0.149824379223,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000312,req_0000115,dev_0000093,2,allow,0.502888085562,0.305348921968,0,0.331828984981,0,0,0,,1
evt_0000315,req_0000116,dev_0000094,1,allow,0.159411092329,0.0180526364926,0,0.0180526364926,0,0,0,,3
evt_0000318,req_0000117,dev_0000095,1,allow,0.199507930675,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000321,req_0000118,dev_0000095,2,allow,0.102800082116,0.00251981215946,0,0.0133431180788,0,0,1,successful_checkout_risk_reduction|high_risk_with_ip_rotation,1
evt_0000324,req_0000119,dev_0000095,3,allow,0.215406938059,0.0264852227061,0,0.0331323218876,0,0,0,successful_checkout_risk_reduction,1
evt_0000327,req_0000120,dev_0000096,1,allow,0.211525971557,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000330,req_0000121,dev_0000097,1,allow,0.0962145429978,0.00413938106397,0,0.00413938106397,0,0,0,,2
evt_0000342,req_0000125,dev_0000100,1,allow,0.241282706881,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000347,req_0000127,dev_0000102,1,allow,0.171087843016,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000350,req_0000128,dev_0000103,1,allow,0.172540923608,0.0270926606321,0,0.0270926606321,0,0,0,,0
evt_0000353,req_0000129,dev_0000104,1,allow,0.169735584774,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000355,req_0000130,dev_0000105,1,allow,0.203708750221,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000359,req_0000132,dev_0000107,1,allow,0.22331754464,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000362,req_0000133,dev_0000108,1,allow,0.253761466976,0.0723931387455,0,0.0723931387455,0,0,0,,0
evt_0000365,req_0000134,dev_0000109,1,allow,0.19112082688,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000374,req_0000137,dev_0000111,1,allow,0.237606247172,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000377,req_0000138,dev_0000112,1,allow,0.143380219571,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000379,req_0000139,dev_0000112,2,allow,0.485021087792,0.224153142815,0,0.24588155091,0,0,1,high_risk_with_ip_rotation,1
evt_0000382,req_0000140,dev_0000113,1,allow,0.239138605315,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000388,req_0000142,dev_0000115,1,allow,0.244438972336,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000390,req_0000143,dev_0000116,1,allow,0.212444458811,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000393,req_0000144,dev_0000117,1,allow,0.225211228223,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000396,req_0000145,dev_0000118,1,allow,0.238685765218,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000399,req_0000146,dev_0000119,1,allow,0.136691126683,0.0147368421053,0,0.0147368421053,0,0,0,,3
evt_0000405,req_0000148,dev_0000121,1,allow,0.238458151961,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000408,req_0000149,dev_0000122,1,allow,0.221803891389,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000411,req_0000150,dev_0000123,1,allow,0.228133268043,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000414,req_0000151,dev_0000123,2,allow,0.0886556080047,0.00571419377847,0,0.0169813919961,0,0,0,successful_checkout_risk_reduction|stable_retry_risk_reduction,4
evt_0000417,req_0000152,dev_0000124,1,allow,0.235013693159,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000422,req_0000154,dev_0000126,1,allow,0.216011262368,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000424,req_0000155,dev_0000127,1,allow,0.145803890047,0.0211327134404,0,0.0211327134404,0,0,0,,4
evt_0000427,req_0000156,dev_0000128,1,allow,0.234148122221,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000429,req_0000157,dev_0000128,2,allow,0.492938829112,0.274109583501,0,0.299387433683,0,0,0,stable_retry_risk_reduction,3
evt_0000431,req_0000158,dev_0000129,1,allow,0.247719106689,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000434,req_0000159,dev_0000130,1,allow,0.203158007216,0.0184356134944,0,0.0184356134944,0,0,0,,3
evt_0000439,req_0000161,dev_0000132,1,allow,0.239562863303,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000441,req_0000162,dev_0000133,1,allow,0.233272893912,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000443,req_0000163,dev_0000133,2,allow,0.436728733793,0.106319639459,0,0.132871122314,0,0,1,high_risk_with_card_diversity,1
evt_0000445,req_0000164,dev_0000134,1,allow,0.140863790113,0.0177365547387,0,0.0177365547387,0,0,0,,2
evt_0000448,req_0000165,dev_0000135,1,allow,0.140744452835,0.0177365547387,0,0.0177365547387,0,0,0,,2
evt_0000464,req_0000171,dev_0000140,1,allow,0.0828309994031,0,0,0,0,0,0,,3
evt_0000467,req_0000172,dev_0000140,2,allow,0.0655614927329,0,0,0,0,0,0,successful_checkout_risk_reduction,3
evt_0000469,req_0000173,dev_0000141,1,allow,0.151114143151,0.0177365547387,0,0.0177365547387,0,0,0,,2
evt_0000471,req_0000174,dev_0000142,1,allow,0.258309707175,0.0997856316349,0,0.0997856316349,0,0,0,,0
evt_0000473,req_0000175,dev_0000143,1,allow,0.148979904087,0.0177365547387,0,0.0177365547387,0,0,0,,2
evt_0000476,req_0000176,dev_0000144,1,allow,0.232037691258,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000479,req_0000177,dev_0000145,1,allow,0.244644278035,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000482,req_0000178,dev_0000146,1,allow,0.207510235093,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000484,req_0000179,dev_0000147,1,allow,0.235855671625,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000487,req_0000180,dev_0000148,1,allow,0.229571506682,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000489,req_0000181,dev_0000148,2,allow,0.456516570963,0.0950889291634,0,0.123358989086,0,0,0,,4
evt_0000492,req_0000182,dev_0000149,1,allow,0.213748360123,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000494,req_0000183,dev_0000150,1,allow,0.129124922136,0.00305052341546,0,0.00305052341546,0,0,0,,0
evt_0000496,req_0000184,dev_0000150,2,allow,0.475721459857,0.200329819209,0,0.203380007014,0,0,0,,0
evt_0000498,req_0000185,dev_0000151,1,allow,0.248982880384,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000501,req_0000186,dev_0000151,2,allow,0.101980688171,0.00413938106397,0,0.0209004306594,0,0,1,successful_checkout_risk_reduction|high_risk_with_ip_rotation,2
evt_0000507,req_0000188,dev_0000153,1,allow,0.249363749662,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000509,req_0000189,dev_0000154,1,allow,0.254731625908,0.0723931387455,0,0.0723931387455,0,0,0,,0
evt_0000512,req_0000190,dev_0000155,1,allow,0.215075220199,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000514,req_0000191,dev_0000155,2,allow,0.421079739243,0.120274914089,0,0.153922102463,0,0,1,high_risk_with_card_diversity,2
evt_0000516,req_0000192,dev_0000156,1,allow,0.236827614805,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000519,req_0000193,dev_0000157,1,allow,0.238132450708,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000522,req_0000194,dev_0000158,1,allow,0.139928148034,0.01,0,0.01,0,0,0,,0
evt_0000525,req_0000195,dev_0000158,2,allow,0.0813755894272,0.00305052341546,0,0.00756199041215,0,0,1,successful_checkout_risk_reduction|high_risk_with_ip_rotation,0
evt_0000527,req_0000196,dev_0000158,3,allow,0.140354204013,0.01,0,0.0156193744515,0,0,0,,0
evt_0000530,req_0000197,dev_0000159,1,allow,0.242428369387,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000533,req_0000198,dev_0000159,2,allow,0.0529365690072,0,0,0.0139741900858,0,0,3,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,0
evt_0000536,req_0000199,dev_0000159,3,allow,0.16115277702,0.0270926606321,0,0.0333977351359,0,0,2,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity,0
evt_0000538,req_0000200,dev_0000160,1,allow,0.20536210803,0.0234171409158,0,0.0234171409158,0,0,0,,2
evt_0000541,req_0000201,dev_0000161,1,allow,0.23531942118,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000543,req_0000202,dev_0000162,1,allow,0.250647292316,0.0428664921466,0,0.0428664921466,0,0,0,,3
evt_0000549,req_0000204,dev_0000164,1,allow,0.16002713516,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000551,req_0000205,dev_0000165,1,allow,0.226699228067,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000553,req_0000206,dev_0000166,1,allow,0.246530917702,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000556,req_0000207,dev_0000167,1,allow,0.253930007019,0.0584408787005,0,0.0584408787005,0,0,0,,2
evt_0000559,req_0000208,dev_0000168,1,allow,0.242780939852,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000562,req_0000209,dev_0000169,1,allow,0.19904659681,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000564,req_0000210,dev_0000169,2,allow,0.415824683863,0.0997856316349,0,0.125194502124,0,0,2,high_risk_with_card_diversity|cross_session_card_diversity,0
evt_0000567,req_0000211,dev_0000170,1,allow,0.250811768035,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000570,req_0000212,dev_0000171,1,allow,0.236311438756,0.02655483037,0,0.02655483037,0,0,0,,1
evt_0000573,req_0000213,dev_0000172,1,allow,0.235911126078,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000576,req_0000214,dev_0000173,1,allow,0.250705420941,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000579,req_0000215,dev_0000174,1,allow,0.148934860113,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000582,req_0000216,dev_0000175,1,allow,0.222802763932,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000585,req_0000217,dev_0000176,1,allow,0.235462771775,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000587,req_0000218,dev_0000176,2,allow,0.494660313259,0.282351154313,0,0.315993831206,0,0,0,,2
evt_0000590,req_0000219,dev_0000176,3,allow,0.18925354545,0.0234171409158,0,0.166021325846,0,0,2,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity,2
evt_0000595,req_0000221,dev_0000178,1,allow,0.152141531109,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000597,req_0000222,dev_0000179,1,allow,0.23430087115,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000600,req_0000223,dev_0000180,1,allow,0.161697255827,0.0238532288238,0,0.0238532288238,0,0,0,,4
evt_0000602,req_0000224,dev_0000181,1,allow,0.247459535405,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000605,req_0000225,dev_0000182,1,allow,0.219531922609,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000608,req_0000226,dev_0000183,1,allow,0.216373614409,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000610,req_0000227,dev_0000184,1,allow,0.249484953354,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000613,req_0000228,dev_0000185,1,allow,0.113737404846,0.005859799004,0,0.005859799004,0,0,0,,3
evt_0000616,req_0000229,dev_0000186,1,allow,0.143380219571,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000619,req_0000230,dev_0000187,1,allow,0.250587343199,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000622,req_0000231,dev_0000188,1,allow,0.252916770922,0.0657710048764,0,0.0657710048764,0,0,0,,4
evt_0000625,req_0000232,dev_0000189,1,allow,0.250225132491,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000631,req_0000234,dev_0000191,1,allow,0.243683534849,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000634,req_0000235,dev_0000192,1,allow,0.240954794814,0.0336490394132,0,0.0336490394132,0,0,0,,2
evt_0000637,req_0000236,dev_0000192,2,allow,0.0376139548239,0,0,0.0167618756221,0,0,1,successful_checkout_risk_reduction|high_risk_with_ip_rotation,2
evt_0000639,req_0000237,dev_0000193,1,allow,0.226819979774,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000642,req_0000238,dev_0000194,1,allow,0.235888337778,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000645,req_0000239,dev_0000195,1,allow,0.146099988115,0.0177365547387,0,0.0177365547387,0,0,0,,2
evt_0000648,req_0000240,dev_0000196,1,allow,0.179746924255,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000650,req_0000241,dev_0000197,1,allow,0.211676441073,0.019382591425,0,0.019382591425,0,0,0,,3
evt_0000653,req_0000242,dev_0000198,1,allow,0.250630785468,0.0667984349159,0,0.0667984349159,0,0,0,,1
evt_0000658,req_0000244,dev_0000200,1,allow,0.221216865122,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000661,req_0000245,dev_0000201,1,allow,0.147069284116,0.018733651331,0,0.018733651331,0,0,0,,0
evt_0000664,req_0000246,dev_0000202,1,allow,0.245466666123,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000666,req_0000247,dev_0000203,1,allow,0.243618915654,0.0282712587355,0,0.0282712587355,0,0,0,,4
evt_0000673,req_0000250,dev_0000205,1,allow,0.241197608669,0.0316012964022,0,0.0316012964022,0,0,0,,3
evt_0000675,req_0000251,dev_0000205,2,allow,0.501589877516,0.29301838752,0,0.316494051337,0,0,1,high_risk_with_ip_rotation,3
evt_0000678,req_0000252,dev_0000205,3,allow,0.23618705145,0.0316012964022,0,0.160949879332,0,0,3,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,3
evt_0000681,req_0000253,dev_0000206,1,allow,0.254731625908,0.0723931387455,0,0.0723931387455,0,0,0,,0
evt_0000684,req_0000254,dev_0000207,1,allow,0.209334057345,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000687,req_0000255,dev_0000208,1,allow,0.145684058789,0.018733651331,0,0.018733651331,0,0,0,,0
evt_0000690,req_0000256,dev_0000209,1,allow,0.221193820385,0.022770869347,0,0.022770869347,0,0,0,,3
evt_0000692,req_0000257,dev_0000209,2,allow,0.454362934165,0.20197044335,0,0.224739094546,0,0,1,high_risk_with_card_diversity,3
evt_0000695,req_0000258,dev_0000210,1,allow,0.210040671885,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000698,req_0000259,dev_0000210,2,allow,0.0925755960654,0.00305052341546,0,0.0157104261742,0,0,3,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,0
evt_0000700,req_0000260,dev_0000210,3,allow,0.313448736266,0.0997856316349,0,0.115495031537,0,0,2,high_risk_with_card_diversity|cross_session_card_diversity,0
evt_0000703,req_0000261,dev_0000210,4,allow,0.118663771245,0.00305052341546,0,0.0605797264856,0,0,3,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,0
evt_0000706,req_0000262,dev_0000211,1,allow,0.242193515916,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000708,req_0000263,dev_0000211,2,allow,0.492010201466,0.200329819209,0,0.228380753912,0,0,0,,0
evt_0000711,req_0000264,dev_0000212,1,allow,0.23011978666,0.0280549214038,0,0.0280549214038,0,0,0,,0
evt_0000714,req_0000265,dev_0000212,2,allow,0.0578853359568,0.00305052341546,0,0.0157089173053,0,0,0,successful_checkout_risk_reduction,0
evt_0000717,req_0000266,dev_0000213,1,allow,0.213683026886,0.0264852227061,0,0.0264852227061,0,0,0,,1
evt_0000720,req_0000267,dev_0000214,1,allow,0.241958817294,0.0280549214038,0,0.0280549214038,0,0,0,,0
