device_id,fold
tra_dev_000654,1
tra_dev_000655,3
tra_dev_000656,2
tra_dev_000657,2
tra_dev_000658,2
tra_dev_000659,1
tra_dev_000660,4
tra_dev_000661,3
tra_dev_000662,0
tra_dev_000663,0
tra_dev_000664,2
tra_dev_000665,3
tra_dev_000666,2
tra_dev_000667,2
tra_dev_000668,0
tra_dev_000669,2
tra_dev_000670,4
tra_dev_000671,1
tra_dev_000672,4
tra_dev_000673,2
tra_dev_000674,4
tra_dev_000675,0
tra_dev_000676,4
tra_dev_000677,1
tra_dev_000678,1
tra_dev_000679,4
tra_dev_000680,1
tra_dev_000681,0
tra_dev_000682,3
tra_dev_000683,3
tra_dev_000684,3
tra_dev_000685,0
tra_dev_000686,2
tra_dev_000687,1
tra_dev_000688,3
tra_dev_000689,0
tra_dev_000690,4
tra_dev_000691,1
tra_dev_000692,0
tra_dev_000693,3
tra_dev_000694,1
tra_dev_000695,0
tra_dev_000696,3
tra_dev_000697,0
tra_dev_000698,3
tra_dev_000699,0
tra_dev_000700,1
tra_dev_000701,3
tra_dev_000702,4
tra_dev_000703,3
tra_dev_000704,2
tra_dev_000705,2
tra_dev_000706,0
tra_dev_000707,1
tra_dev_000708,3
tra_dev_000709,4
tra_dev_000710,4
tra_dev_000711,2
tra_dev_000712,4
tra_dev_000713,0
tra_dev_000714,4
tra_dev_000715,2
tra_dev_000716,0
tra_dev_000717,0
tra_dev_000718,0
tra_dev_000719,1
tra_dev_000720,0
tra_dev_000721,3
tra_dev_000722,4
tra_dev_000723,3
tra_dev_000724,1
tra_dev_000725,2
tra_dev_000726,1
tra_dev_000727,1
tra_dev_000728,1
tra_dev_000729,4
tra_dev_000730,0
tra_dev_000731,4
tra_dev_000732,4
tra_dev_000733,3
tra_dev_000734,2
tra_dev_000735,1
tra_dev_000736,3
tra_dev_000737,0
tra_dev_000738,4
tra_dev_000739,1
tra_dev_000740,0
tra_dev_000741,0
tra_dev_000742,4
tra_dev_000743,0
tra_dev_000744,4
tra_dev_000745,1
tra_dev_000746,1
tra_dev_000747,4
tra_dev_000748,0
tra_dev_000749,4
tra_dev_000750,2
tra_dev_000751,2
tra_dev_000752,4
tra_dev_000753,2
tra_dev_000754,4
tra_dev_000755,0
tra_dev_000756,2
tra_dev_000757,1
tra_dev_000758,0
tra_dev_000759,0
tra_dev_000760,4
tra_dev_000761,0
tra_dev_000762,0
tra_dev_000763,2
tra_dev_000764,3
tra_dev_000765,4
tra_dev_000766,1
tra_dev_000767,3
tra_dev_000768,1
tra_dev_000769,3
tra_dev_000770,0
tra_dev_000771,4
tra_dev_000772,2
tra_dev_000773,3
tra_dev_000774,3
tra_dev_000775,4
tra_dev_000776,4
tra_dev_000777,3
tra_dev_000778,1
tra_dev_000779,1
tra_dev_000780,3
tra_dev_000781,2
tra_dev_000782,3
tra_dev_000783,4
tra_dev_000784,0
tra_dev_000785,1
tra_dev_000786,4
tra_dev_000787,1
tra_dev_000788,0
tra_dev_000789,4
tra_dev_000790,3
tra_dev_000791,0
tra_dev_000792,3
tra_dev_000793,4
tra_dev_000794,1
tra_dev_000795,1
tra_dev_000796,3
tra_dev_000797,2
tra_dev_000798,3
tra_dev_000799,0
tra_dev_000800,1
tra_dev_000801,4
tra_dev_000802,0
tra_dev_000803,3
tra_dev_000804,2
tra_dev_000805,3
tra_dev_000806,4
tra_dev_000807,1
tra_dev_000808,2
tra_dev_000809,2
tra_dev_000810,4
tra_dev_000811,4
tra_dev_000812,1
tra_dev_000813,3
tra_dev_000814,3
tra_dev_000815,2
tra_dev_000816,0
tra_dev_000817,0
tra_dev_000818,4
tra_dev_000819,0
tra_dev_000820,4
tra_dev_000821,0
tra_dev_000822,0
tra_dev_000823,2
tra_dev_000824,2
tra_dev_000825,4
tra_dev_000826,3
tra_dev_000827,4
tra_dev_000828,1
tra_dev_000829,0
tra_dev_000830,0
tra_dev_000831,4
tra_dev_000832,4
tra_dev_000833,1
tra_dev_000834,4
tra_dev_000835,4
tra_dev_000836,0
tra_dev_000837,3
tra_dev_000838,2
tra_dev_000839,4
tra_dev_000840,0
tra_dev_000841,3
tra_dev_000842,0
tra_dev_000843,2
tra_dev_000844,1
tra_dev_000845,4
tra_dev_000846,4
tra_dev_000847,0
tra_dev_000848,3
tra_dev_000849,3
tra_dev_000850,4
tra_dev_000851,1
tra_dev_000852,4
tra_dev_000853,0
tra_dev_000854,2
tra_dev_000855,1
tra_dev_000856,3
tra_dev_000857,2
tra_dev_000858,2
tra_dev_000859,0
tra_dev_000860,4
tra_dev_000861,0
tra_dev_000862,1
tra_dev_000863,3
tra_dev_000864,3
tra_dev_000865,0
tra_dev_000866,4
tra_dev_000867,2
tra_dev_000868,2
tra_dev_000869,3
tra_dev_000870,0
tra_dev_000871,4
tra_dev_000872,3
tra_dev_000873,1
tra_dev_000874,1
tra_dev_000875,0
tra_dev_000876,4
tra_dev_000877,1
tra_dev_000878,1
tra_dev_000879,1
tra_dev_000880,0
tra_dev_000881,0
tra_dev_000882,0
tra_dev_000883,2
tra_dev_000884,1
tra_dev_000885,1
tra_dev_000886,1
tra_dev_000887,2
tra_dev_000888,0
tra_dev_000889,3
tra_dev_000890,2
tra_dev_000891,3
tra_dev_000892,0
tra_dev_000893,4
tra_dev_000894,2
tra_dev_000895,0
tra_dev_000896,3
tra_dev_000897,2
tra_dev_000898,3
tra_dev_000899,1
tra_dev_000900,3
tra_dev_000901,3
tra_dev_000902,4
tra_dev_000903,2
tra_dev_000904,4
tra_dev_000905,4
tra_dev_000906,0
tra_dev_000907,3
tra_dev_000908,4
tra_dev_000909,2
tra_dev_000910,2
tra_dev_000911,3
tra_dev_000912,4
tra_dev_000913,3
tra_dev_000914,2
tra_dev_000915,3
tra_dev_000916,2
tra_dev_000917,0
tra_dev_000918,3
tra_dev_000919,2
tra_dev_000920,2
tra_dev_000921,4
tra_dev_000922,1
tra_dev_000923,3
tra_dev_000924,1
tra_dev_000925,1
tra_dev_000926,4
tra_dev_000927,2
tra_dev_000928,0
tra_dev_000929,0
tra_dev_000930,0
tra_dev_000931,3
tra_dev_000932,4
tra_dev_000933,2
tra_dev_000934,0
tra_dev_000935,4
tra_dev_000936,1
tra_dev_000937,4
tra_dev_000938,1
tra_dev_000939,0
tra_dev_000940,3
tra_dev_000941,3
tra_dev_000942,3
tra_dev_000943,4
tra_dev_000944,2
tra_dev_000945,0
tra_dev_000946,3
tra_dev_000947,1
tra_dev_000948,1
tra_dev_000949,2
tra_dev_000950,4
tra_dev_000951,1
tra_dev_000952,4
tra_dev_000953,2
tra_dev_000954,3
tra_dev_000955,2
tra_dev_000956,1
tra_dev_000957,1
tra_dev_000958,2
tra_dev_000959,2
tra_dev_000960,0
tra_dev_000961,2
tra_dev_000962,1
tra_dev_000963,3
tra_dev_000964,3
tra_dev_000965,2
tra_dev_000966,0
tra_dev_000967,3
tra_dev_000968,4
tra_dev_000969,1
tra_dev_000971,0
tra_dev_000972,0
tra_dev_000973,1
tra_dev_000974,2
tra_dev_000975,1
tra_dev_000976,0
tra_dev_000977,2
tra_dev_000978,2
tra_dev_000979,4
tra_dev_000980,0
tra_dev_000981,0
tra_dev_000982,1
tra_dev_000983,1
tra_dev_000984,1
tra_dev_000985,0
tra_dev_000986,2
tra_dev_000987,3
tra_dev_000988,0
tra_dev_000989,4
tra_dev_000990,1
tra_dev_000991,2
tra_dev_000992,2
tra_dev_000993,4
tra_dev_000994,2
tra_dev_000995,0
tra_dev_000996,3
tra_dev_000997,4
tra_dev_000998,2
tra_dev_000999,3
tra_dev_001000,4
tra_dev_001001,3
tra_dev_001002,0
tra_dev_001003,0
tra_dev_001005,4
tra_dev_001006,4
tra_dev_001008,2
tra_dev_001009,1
tra_dev_001014,3
tra_dev_001015,3
tra_dev_001016,3
tra_dev_001017,4
tra_dev_001018,0
tra_dev_001019,1
tra_dev_001020,3
tra_dev_001021,4
tra_dev_001022,0
tra_dev_001023,1
tra_dev_001024,2
tra_dev_001025,2
tra_dev_001026,0
tra_dev_001027,2
tra_dev_001028,0
tra_dev_001029,0
tra_dev_001030,1
tra_dev_001031,2
tra_dev_001032,4
tra_dev_001033,3
tra_dev_001034,0
tra_dev_001035,1
tra_dev_001036,4
tra_dev_001037,0
tra_dev_001038,2
tra_dev_001039,1
tra_dev_001040,3
tra_dev_001041,2
tra_dev_001042,3
tra_dev_001043,2
tra_dev_001044,4
tra_dev_001045,3
tra_dev_001046,1
tra_dev_001047,0
tra_dev_001048,4
tra_dev_001049,3
tra_dev_001050,2
tra_dev_001051,4
tra_dev_001052,4
tra_dev_001053,3
tra_dev_001054,2
tra_dev_001055,3
tra_dev_001056,0
tra_dev_001057,2
tra_dev_001058,0
tra_dev_001059,0
tra_dev_001060,3
tra_dev_001061,2
tra_dev_001062,1
tra_dev_001063,1
tra_dev_001064,1
tra_dev_001065,0
tra_dev_001066,3
tra_dev_001067,2
tra_dev_001068,2
tra_dev_001069,1
tra_dev_001070,4
tra_dev_001071,0
tra_dev_001072,3
tra_dev_001073,1
tra_dev_001074,0
tra_dev_001075,0
tra_dev_001076,4
tra_dev_001077,2
tra_dev_001078,4
tra_dev_001079,3
tra_dev_001080,4
tra_dev_001081,3
tra_dev_001082,4
tra_dev_001083,1
tra_dev_001084,4
tra_dev_001085,2
tra_dev_001086,2
tra_dev_001087,4
tra_dev_001089,1
tra_dev_001090,1
tra_dev_001091,3
tra_dev_001092,2
tra_dev_001093,2
tra_dev_001094,4
tra_dev_001095,0
tra_dev_001096,4
tra_dev_001097,1
tra_dev_001098,4
tra_dev_001099,0
tra_dev_001100,3
tra_dev_001102,0
tra_dev_001103,4
tra_dev_001104,3
tra_dev_001105,4
tra_dev_001106,4
tra_dev_001107,4
tra_dev_001108,3
tra_dev_001109,2
tra_dev_001110,0
tra_dev_001111,4
tra_dev_001112,4
tra_dev_001113,3
tra_dev_001114,1
tra_dev_001115,2
tra_dev_001116,1
tra_dev_001117,1
tra_dev_001118,3
tra_dev_001119,1
tra_dev_001120,1
tra_dev_001121,1
tra_dev_001122,3
tra_dev_001123,2
tra_dev_001124,3
tra_dev_001125,4
tra_dev_001126,3
tra_dev_001127,2
tra_dev_001128,0
tra_dev_001129,3
tra_dev_001130,2
tra_dev_001131,3
tra_dev_001132,0
tra_dev_001133,0
tra_dev_001134,4
tra_dev_001135,1
tra_dev_001136,3
tra_dev_001137,3
tra_dev_001138,2
tra_dev_001139,2
tra_dev_001140,1
tra_dev_001141,3
tra_dev_001142,1
tra_dev_001143,3
tra_dev_001144,0
tra_dev_001145,4
tra_dev_001146,3
tra_dev_001147,1
tra_dev_001148,3
tra_dev_001149,2
tra_dev_001150,4
tra_dev_001151,1
tra_dev_001152,3
tra_dev_001153,2
tra_dev_001154,2
tra_dev_001155,0
tra_dev_001156,1
tra_dev_001157,2
tra_dev_001158,2
tra_dev_001159,2
tra_dev_001160,1
tra_dev_001161,3
tra_dev_001162,3
tra_dev_001163,2
tra_dev_001164,0
tra_dev_001168,1
tra_dev_001169,4
tra_dev_001171,0
tra_dev_001172,3
tra_dev_001173,4
tra_dev_001174,2
tra_dev_001175,4
tra_dev_001176,2
tra_dev_001177,3
tra_dev_001178,0
tra_dev_001179,0
tra_dev_001180,0
tra_dev_001181,2
tra_dev_001182,4
tra_dev_001183,0
tra_dev_001184,1
tra_dev_001185,1
tra_dev_001186,3
tra_dev_001187,2
tra_dev_001188,0
tra_dev_001189,0
tra_dev_001190,0
tra_dev_001191,4
tra_dev_001192,0
tra_dev_001193,4
tra_dev_001194,3
tra_dev_001195,3
tra_dev_001196,1
tra_dev_001197,3
tra_dev_001198,4
tra_dev_001199,3
tra_dev_001200,3
tra_dev_001201,3
tra_dev_001202,2
tra_dev_001203,3
tra_dev_001204,0
tra_dev_001205,3
tra_dev_001206,4
tra_dev_001207,4
tra_dev_001208,1
tra_dev_001209,3
tra_dev_001210,2
tra_dev_001211,0
tra_dev_001212,2
tra_dev_001213,4
tra_dev_001214,4
tra_dev_001215,3
tra_dev_001216,4
tra_dev_001217,3
tra_dev_001218,3
tra_dev_001219,4
tra_dev_001220,2
tra_dev_001221,1
tra_dev_001222,2
tra_dev_001223,0
tra_dev_001224,1
tra_dev_001225,1
tra_dev_001226,3
tra_dev_001227,4
tra_dev_001228,3
tra_dev_001229,4
tra_dev_001230,2
tra_dev_001231,4
tra_dev_001232,1
tra_dev_001233,3
tra_dev_001234,0
tra_dev_001235,1
tra_dev_001236,1
tra_dev_001237,4
tra_dev_001238,1
tra_dev_001239,0
tra_dev_001240,3
tra_dev_001241,3
tra_dev_001242,0
tra_dev_001243,0
tra_dev_001244,0
tra_dev_001245,2
tra_dev_001246,0
tra_dev_001247,1
tra_dev_001248,3
tra_dev_001249,3
tra_dev_001250,2
tra_dev_001251,1
tra_dev_001252,0
tra_dev_001253,4
tra_dev_001254,0
tra_dev_001255,2
tra_dev_001256,2
tra_dev_001257,1
tra_dev_001258,3
tra_dev_001259,3
tra_dev_001260,4
tra_dev_001261,0
tra_dev_001262,1
tra_dev_001263,0
tra_dev_001267,0
tra_dev_001268,1
tra_dev_001269,1
tra_dev_001270,1
tra_dev_001271,1
tra_dev_001272,4
tra_dev_001273,2
tra_dev_001274,1
tra_dev_001275,4
tra_dev_001276,0
tra_dev_001277,0
tra_dev_001278,3
tra_dev_001279,3
tra_dev_001280,3
tra_dev_001281,3
tra_dev_001282,1
tra_dev_001283,4
tra_dev_001284,4
tra_dev_001285,2
tra_dev_001286,0
tra_dev_001287,1
tra_dev_001288,3
tra_dev_001289,3
tra_dev_001290,2
tra_dev_001291,1
tra_dev_001292,0
tra_dev_001293,1
tra_dev_001294,0
tra_dev_001297,1
