device_id,population,attack_subtype,scenario_tag,label
blind_20260828_dev_0000400,normal,,normal_standard,0
blind_20260828_dev_0000401,normal,,normal_standard,0
blind_20260828_dev_0000402,normal,,normal_standard,0
blind_20260828_dev_0000403,normal,,normal_standard,0
blind_20260828_dev_0000404,normal,,normal_standard,0
blind_20260828_dev_0000405,normal,,normal_standard,0
blind_20260828_dev_0000406,normal,,normal_standard,0
blind_20260828_dev_0000407,normal,,normal_standard,0
blind_20260828_dev_0000408,normal,,normal_standard,0
blind_20260828_dev_0000409,normal,,normal_standard,0
blind_20260828_dev_0000410,normal,,normal_standard,0
blind_20260828_dev_0000411,normal,,normal_standard,0
blind_20260828_dev_0000412,normal,,normal_standard,0
blind_20260828_dev_0000413,normal,,normal_standard,0
blind_20260828_dev_0000414,normal,,normal_standard,0
blind_20260828_dev_0000415,normal,,normal_standard,0
blind_20260828_dev_0000416,normal,,normal_standard,0
blind_20260828_dev_0000417,normal,,normal_standard,0
blind_20260828_dev_0000418,normal,,normal_standard,0
blind_20260828_dev_0000419,normal,,normal_standard,0
blind_20260828_dev_0000420,normal,,normal_standard,0
blind_20260828_dev_0000421,normal,,normal_standard,0
blind_20260828_dev_0000422,normal,,normal_standard,0
blind_20260828_dev_0000423,normal,,normal_standard,0
blind_20260828_dev_0000424,normal,,normal_standard,0
blind_20260828_dev_0000425,normal,,normal_standard,0
blind_20260828_dev_0000426,normal,,normal_standard,0
blind_20260828_dev_0000427,normal,,normal_standard,0
blind_20260828_dev_0000428,normal,,normal_standard,0
blind_20260828_dev_0000429,normal,,normal_standard,0
blind_20260828_dev_0000430,normal,,normal_standard,0
blind_20260828_dev_0000431,normal,,normal_standard,0
blind_20260828_dev_0000432,normal,,normal_standard,0
blind_20260828_dev_0000433,normal,,normal_standard,0
blind_20260828_dev_0000434,normal,,normal_standard,0
blind_20260828_dev_0000435,normal,,normal_standard,0
blind_20260828_dev_0000436,normal,,normal_standard,0
blind_20260828_dev_0000437,normal,,normal_standard,0
blind_20260828_dev_0000438,normal,,normal_standard,0
blind_20260828_dev_0000439,normal,,normal_standard,0
blind_20260828_dev_0000440,normal,,normal_standard,0
blind_20260828_dev_0000441,normal,,normal_standard,0
blind_20260828_dev_0000442,normal,,normal_standard,0
blind_20260828_dev_0000443,normal,,normal_standard,0
blind_20260828_dev_0000444,normal,,normal_standard,0
blind_20260828_dev_0000445,normal,,normal_standard,0
blind_20260828_dev_0000446,normal,,normal_standard,0
blind_20260828_dev_0000447,normal,,normal_standard,0
blind_20260828_dev_0000448,normal,,normal_standard,0
blind_20260828_dev_0000449,normal,,normal_standard,0
blind_20260828_dev_0000450,normal,,normal_standard,0
blind_20260828_dev_0000451,normal,,normal_standard,0
blind_20260828_dev_0000452,normal,,normal_standard,0
blind_20260828_dev_0000453,normal,,normal_standard,0
blind_20260828_dev_0000454,normal,,normal_standard,0
blind_20260828_dev_0000455,normal,,normal_standard,0
blind_20260828_dev_0000456,normal,,normal_standard,0
blind_20260828_dev_0000457,normal,,normal_standard,0
blind_20260828_dev_0000458,normal,,normal_standard,0
blind_20260828_dev_0000459,normal,,normal_standard,0
blind_20260828_dev_0000460,normal,,normal_standard,0
blind_20260828_dev_0000461,normal,,normal_standard,0
blind_20260828_dev_0000462,normal,,normal_standard,0
blind_20260828_dev_0000463,normal,,normal_standard,0
blind_20260828_dev_0000464,normal,,normal_standard,0
blind_20260828_dev_0000465,normal,,normal_standard,0
blind_20260828_dev_0000466,normal,,normal_standard,0
blind_20260828_dev_0000467,normal,,normal_standard,0
blind_20260828_dev_0000468,normal,,normal_standard,0
blind_20260828_dev_0000469,normal,,normal_standard,0
blind_20260828_dev_0000470,normal,,normal_standard,0
blind_20260828_dev_0000471,normal,,normal_standard,0
blind_20260828_dev_0000472,normal,,normal_standard,0
blind_20260828_dev_0000473,normal,,normal_standard,0
blind_20260828_dev_0000474,normal,,normal_standard,0
blind_20260828_dev_0000475,normal,,normal_standard,0
blind_20260828_dev_0000476,normal,,normal_standard,0
blind_20260828_dev_0000477,normal,,normal_standard,0
blind_20260828_dev_0000478,normal,,normal_standard,0
blind_20260828_dev_0000479,normal,,normal_standard,0
blind_20260828_dev_0000480,normal,,normal_standard,0
blind_20260828_dev_0000481,normal,,normal_standard,0
blind_20260828_dev_0000482,normal,,normal_standard,0
blind_20260828_dev_0000483,normal,,normal_standard,0
blind_20260828_dev_0000484,normal,,normal_standard,0
blind_20260828_dev_0000485,normal,,normal_standard,0
blind_20260828_dev_0000486,normal,,normal_standard,0
blind_20260828_dev_0000487,normal,,normal_standard,0
blind_20260828_dev_0000488,normal,,normal_standard,0
blind_20260828_dev_0000489,normal,,normal_standard,0
blind_20260828_dev_0000490,normal,,normal_standard,0
blind_20260828_dev_0000491,normal,,normal_standard,0
blind_20260828_dev_0000492,normal,,normal_standard,0
blind_20260828_dev_0000493,normal,,normal_standard,0
blind_20260828_dev_0000494,normal,,normal_standard,0
blind_20260828_dev_0000495,normal,,normal_standard,0
blind_20260828_dev_0000496,normal,,normal_standard,0
blind_20260828_dev_0000497,normal,,normal_standard,0
blind_20260828_dev_0000498,normal,,normal_standard,0
blind_20260828_dev_0000499,normal,,normal_standard,0
blind_20260828_dev_0000500,normal,,normal_standard,0
blind_20260828_dev_0000501,normal,,normal_standard,0
blind_20260828_dev_0000502,normal,,normal_standard,0
blind_20260828_dev_0000503,normal,,normal_standard,0
blind_20260828_dev_0000504,normal,,normal_standard,0
blind_20260828_dev_0000505,normal,,normal_standard,0
blind_20260828_dev_0000506,normal,,normal_standard,0
blind_20260828_dev_0000507,normal,,normal_standard,0
blind_20260828_dev_0000508,normal,,normal_standard,0
blind_20260828_dev_0000509,normal,,normal_standard,0
blind_20260828_dev_0000510,normal,,normal_standard,0
blind_20260828_dev_0000511,normal,,normal_standard,0
blind_20260828_dev_0000512,normal,,normal_standard,0
blind_20260828_dev_0000513,normal,,normal_standard,0
blind_20260828_dev_0000514,normal,,normal_standard,0
blind_20260828_dev_0000515,normal,,normal_standard,0
blind_20260828_dev_0000516,normal,,normal_standard,0
blind_20260828_dev_0000517,normal,,normal_standard,0
blind_20260828_dev_0000518,normal,,normal_standard,0
blind_20260828_dev_0000519,normal,,normal_standard,0
blind_20260828_dev_0000520,normal,,normal_standard,0
blind_20260828_dev_0000521,normal,,normal_standard,0
blind_20260828_dev_0000522,normal,,normal_standard,0
blind_20260828_dev_0000523,normal,,normal_standard,0
blind_20260828_dev_0000524,normal,,normal_standard,0
blind_20260828_dev_0000525,normal,,normal_standard,0
blind_20260828_dev_0000526,normal,,normal_standard,0
blind_20260828_dev_0000527,normal,,normal_standard,0
blind_20260828_dev_0000528,normal,,normal_standard,0
blind_20260828_dev_0000529,normal,,normal_standard,0
blind_20260828_dev_0000530,normal,,normal_standard,0
blind_20260828_dev_0000531,normal,,normal_standard,0
blind_20260828_dev_0000532,normal,,normal_standard,0
blind_20260828_dev_0000533,normal,,normal_standard,0
blind_20260828_dev_0000534,normal,,normal_standard,0
blind_20260828_dev_0000535,normal,,normal_standard,0
blind_20260828_dev_0000536,normal,,normal_standard,0
