event_id,event_sequence,timestamp,event_type,ip_fingerprint,card_fingerprint,card_bin,amount,currency,campaign_active,authorization_result,decline_reason,request_id,device_id,session_id,population,attack_subtype,scenario_tag,label
blind_20260828_evt_0000499,499,2026-07-01T02:28:30+00:00,authorization_request,blind_20260828_ip_0000048,blind_20260828_card_0000158,410012,3.700000,USD,False,,,blind_20260828_req_0000181,blind_20260828_dev_0000144,blind_20260828_dev_0000144_s1,normal,,normal_standard,0
blind_20260828_evt_0000500,500,2026-07-01T02:28:33+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000181,blind_20260828_dev_0000144,blind_20260828_dev_0000144_s1,normal,,normal_standard,0
blind_20260828_evt_0000501,501,2026-07-01T02:30:38+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000181,blind_20260828_dev_0000144,blind_20260828_dev_0000144_s1,normal,,normal_standard,0
blind_20260828_evt_0000204,204,2026-07-01T03:29:13+00:00,authorization_request,blind_20260828_ip_0000019,blind_20260828_card_0000065,410001,7.800000,USD,False,,,blind_20260828_req_0000073,blind_20260828_dev_0000059,blind_20260828_dev_0000059_s1,normal,,normal_standard,0
blind_20260828_evt_0000205,205,2026-07-01T03:29:14+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000073,blind_20260828_dev_0000059,blind_20260828_dev_0000059_s1,normal,,normal_standard,0
blind_20260828_evt_0000206,206,2026-07-01T03:30:55+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000073,blind_20260828_dev_0000059,blind_20260828_dev_0000059_s1,normal,,normal_standard,0
blind_20260828_evt_0009040,9040,2026-07-01T03:35:01+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002565,410015,19.090000,USD,False,,,blind_20260828_req_0003722,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009041,9041,2026-07-01T03:35:03+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003722,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009042,9042,2026-07-01T03:35:05+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002565,410015,12.970000,USD,False,,,blind_20260828_req_0003723,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009043,9043,2026-07-01T03:35:08+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003723,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009044,9044,2026-07-01T03:35:08+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002566,410015,28.660000,USD,False,,,blind_20260828_req_0003724,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009046,9046,2026-07-01T03:35:09+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002566,410015,11.830000,USD,False,,,blind_20260828_req_0003725,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009045,9045,2026-07-01T03:35:11+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003724,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009047,9047,2026-07-01T03:35:11+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003725,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009048,9048,2026-07-01T03:35:13+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002566,410015,12.930000,USD,False,,,blind_20260828_req_0003726,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009050,9050,2026-07-01T03:35:15+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002565,410015,4.140000,USD,False,,,blind_20260828_req_0003727,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009049,9049,2026-07-01T03:35:16+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003726,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009052,9052,2026-07-01T03:35:16+00:00,authorization_request,blind_20260828_ip_0000302,blind_20260828_card_0002567,410015,2.330000,USD,False,,,blind_20260828_req_0003728,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009051,9051,2026-07-01T03:35:17+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003727,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009053,9053,2026-07-01T03:35:17+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003728,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0009054,9054,2026-07-01T03:35:58+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0003727,blind_20260828_dev_0001810,blind_20260828_dev_0001810_s1,attack,burst,attack_burst,1
blind_20260828_evt_0005192,5192,2026-07-01T03:56:46+00:00,authorization_request,blind_20260828_ip_0000018,blind_20260828_card_0001620,410000,4.750000,USD,True,,,blind_20260828_req_0001974,blind_20260828_dev_0001375,blind_20260828_dev_0001375_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0005193,5193,2026-07-01T03:56:48+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0001974,blind_20260828_dev_0001375,blind_20260828_dev_0001375_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0003010,3010,2026-07-01T04:14:35+00:00,authorization_request,blind_20260828_ip_0000445,blind_20260828_card_0000980,410006,4.100000,USD,False,,,blind_20260828_req_0001105,blind_20260828_dev_0000891,blind_20260828_dev_0000891_s1,normal,,normal_standard,0
blind_20260828_evt_0003011,3011,2026-07-01T04:14:38+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0001105,blind_20260828_dev_0000891,blind_20260828_dev_0000891_s1,normal,,normal_standard,0
blind_20260828_evt_0003012,3012,2026-07-01T04:17:08+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0001105,blind_20260828_dev_0000891,blind_20260828_dev_0000891_s1,normal,,normal_standard,0
blind_20260828_evt_0003765,3765,2026-07-01T04:25:51+00:00,authorization_request,blind_20260828_ip_0000367,blind_20260828_card_0001213,410004,23.530000,USD,False,,,blind_20260828_req_0001386,blind_20260828_dev_0001102,blind_20260828_dev_0001102_s1,normal,,normal_standard,0
blind_20260828_evt_0003766,3766,2026-07-01T04:25:52+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0001386,blind_20260828_dev_0001102,blind_20260828_dev_0001102_s1,normal,,normal_standard,0
blind_20260828_evt_0003767,3767,2026-07-01T04:26:34+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0001386,blind_20260828_dev_0001102,blind_20260828_dev_0001102_s1,normal,,normal_standard,0
blind_20260828_evt_0001694,1694,2026-07-01T04:27:59+00:00,authorization_request,blind_20260828_ip_0000168,blind_20260828_card_0000550,410003,8.040000,USD,True,,,blind_20260828_req_0000623,blind_20260828_dev_0000505,blind_20260828_dev_0000505_s1,normal,,normal_standard,0
blind_20260828_evt_0001695,1695,2026-07-01T04:28:01+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000623,blind_20260828_dev_0000505,blind_20260828_dev_0000505_s1,normal,,normal_standard,0
blind_20260828_evt_0000443,443,2026-07-01T04:29:44+00:00,authorization_request,blind_20260828_ip_0000043,blind_20260828_card_0000140,410006,6.440000,USD,False,,,blind_20260828_req_0000161,blind_20260828_dev_0000129,blind_20260828_dev_0000129_s1,normal,,normal_standard,0
blind_20260828_evt_0000444,444,2026-07-01T04:29:45+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000161,blind_20260828_dev_0000129,blind_20260828_dev_0000129_s1,normal,,normal_standard,0
blind_20260828_evt_0001696,1696,2026-07-01T04:30:49+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000623,blind_20260828_dev_0000505,blind_20260828_dev_0000505_s1,normal,,normal_standard,0
blind_20260828_evt_0000445,445,2026-07-01T04:31:02+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000161,blind_20260828_dev_0000129,blind_20260828_dev_0000129_s1,normal,,normal_standard,0
blind_20260828_evt_0001258,1258,2026-07-01T05:06:40+00:00,authorization_request,blind_20260828_ip_0000126,blind_20260828_card_0000410,410016,14.420000,USD,False,,,blind_20260828_req_0000462,blind_20260828_dev_0000378,blind_20260828_dev_0000378_s1,normal,,normal_standard,0
blind_20260828_evt_0001259,1259,2026-07-01T05:06:41+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000462,blind_20260828_dev_0000378,blind_20260828_dev_0000378_s1,normal,,normal_standard,0
blind_20260828_evt_0000752,752,2026-07-01T05:18:35+00:00,authorization_request,blind_20260828_ip_0000110,blind_20260828_card_0000242,410000,14.530000,USD,True,,,blind_20260828_req_0000276,blind_20260828_dev_0000220,blind_20260828_dev_0000220_s1,normal,,normal_standard,0
blind_20260828_evt_0000753,753,2026-07-01T05:18:36+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000276,blind_20260828_dev_0000220,blind_20260828_dev_0000220_s1,normal,,normal_standard,0
blind_20260828_evt_0000754,754,2026-07-01T05:19:28+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000276,blind_20260828_dev_0000220,blind_20260828_dev_0000220_s1,normal,,normal_standard,0
blind_20260828_evt_0005482,5482,2026-07-01T05:21:31+00:00,authorization_request,blind_20260828_ip_0000007,blind_20260828_card_0001715,410011,20.780000,USD,True,,,blind_20260828_req_0002079,blind_20260828_dev_0001463,blind_20260828_dev_0001463_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0005483,5483,2026-07-01T05:21:33+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0002079,blind_20260828_dev_0001463,blind_20260828_dev_0001463_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0005484,5484,2026-07-01T05:24:30+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0002079,blind_20260828_dev_0001463,blind_20260828_dev_0001463_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0006203,6203,2026-07-01T05:31:48+00:00,authorization_request,blind_20260828_ip_0000007,blind_20260828_card_0001908,410016,7.670000,USD,True,,,blind_20260828_req_0002361,blind_20260828_dev_0001631,blind_20260828_dev_0001631_s1,flash_sale,,flash_hard_retry,0
blind_20260828_evt_0006204,6204,2026-07-01T05:31:50+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0002361,blind_20260828_dev_0001631,blind_20260828_dev_0001631_s1,flash_sale,,flash_hard_retry,0
blind_20260828_evt_0006205,6205,2026-07-01T05:32:45+00:00,authorization_request,blind_20260828_ip_0000007,blind_20260828_card_0001908,410016,7.670000,USD,True,,,blind_20260828_req_0002362,blind_20260828_dev_0001631,blind_20260828_dev_0001631_s1,flash_sale,,flash_hard_retry,0
blind_20260828_evt_0006206,6206,2026-07-01T05:32:48+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0002362,blind_20260828_dev_0001631,blind_20260828_dev_0001631_s1,flash_sale,,flash_hard_retry,0
blind_20260828_evt_0006207,6207,2026-07-01T05:34:04+00:00,authorization_request,blind_20260828_ip_0000007,blind_20260828_card_0001908,410016,3.150000,USD,True,,,blind_20260828_req_0002363,blind_20260828_dev_0001631,blind_20260828_dev_0001631_s1,flash_sale,,flash_hard_retry,0
blind_20260828_evt_0006208,6208,2026-07-01T05:34:05+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0002363,blind_20260828_dev_0001631,blind_20260828_dev_0001631_s1,flash_sale,,flash_hard_retry,0
blind_20260828_evt_0002781,2781,2026-07-01T06:09:55+00:00,authorization_request,blind_20260828_ip_0000411,blind_20260828_card_0000908,410002,14.910000,USD,True,,,blind_20260828_req_0001022,blind_20260828_dev_0000822,blind_20260828_dev_0000822_s1,normal,,normal_standard,0
blind_20260828_evt_0002782,2782,2026-07-01T06:09:57+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0001022,blind_20260828_dev_0000822,blind_20260828_dev_0000822_s1,normal,,normal_standard,0
blind_20260828_evt_0002783,2783,2026-07-01T06:11:59+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0001022,blind_20260828_dev_0000822,blind_20260828_dev_0000822_s1,normal,,normal_standard,0
blind_20260828_evt_0002190,2190,2026-07-01T06:23:24+00:00,authorization_request,blind_20260828_ip_0000216,blind_20260828_card_0000710,410016,4.850000,USD,False,,,blind_20260828_req_0000804,blind_20260828_dev_0000650,blind_20260828_dev_0000650_s1,normal,,normal_standard,0
blind_20260828_evt_0002191,2191,2026-07-01T06:23:25+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0000804,blind_20260828_dev_0000650,blind_20260828_dev_0000650_s1,normal,,normal_standard,0
blind_20260828_evt_0002192,2192,2026-07-01T06:25:06+00:00,authorization_request,blind_20260828_ip_0000216,blind_20260828_card_0000711,410017,10.800000,USD,False,,,blind_20260828_req_0000805,blind_20260828_dev_0000650,blind_20260828_dev_0000650_s1,normal,,normal_standard,0
blind_20260828_evt_0002193,2193,2026-07-01T06:25:08+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000805,blind_20260828_dev_0000650,blind_20260828_dev_0000650_s1,normal,,normal_standard,0
blind_20260828_evt_0002194,2194,2026-07-01T06:26:52+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000805,blind_20260828_dev_0000650,blind_20260828_dev_0000650_s1,normal,,normal_standard,0
blind_20260828_evt_0008850,8850,2026-07-01T06:29:03+00:00,authorization_request,blind_20260828_ip_0000300,blind_20260828_card_0002519,410019,26.910000,USD,False,,,blind_20260828_req_0003630,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008851,8851,2026-07-01T06:29:04+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003630,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008852,8852,2026-07-01T06:29:04+00:00,authorization_request,blind_20260828_ip_0000300,blind_20260828_card_0002519,410019,19.160000,USD,False,,,blind_20260828_req_0003631,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008854,8854,2026-07-01T06:29:06+00:00,authorization_request,blind_20260828_ip_0000300,blind_20260828_card_0002519,410019,1.590000,USD,False,,,blind_20260828_req_0003632,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008853,8853,2026-07-01T06:29:07+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003631,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008855,8855,2026-07-01T06:29:07+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003632,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008856,8856,2026-07-01T06:29:07+00:00,authorization_request,blind_20260828_ip_0000300,blind_20260828_card_0002521,410000,13.880000,USD,False,,,blind_20260828_req_0003633,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008857,8857,2026-07-01T06:29:10+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003633,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008858,8858,2026-07-01T06:29:10+00:00,authorization_request,blind_20260828_ip_0000300,blind_20260828_card_0002519,410019,9.160000,USD,False,,,blind_20260828_req_0003634,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008859,8859,2026-07-01T06:29:13+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003634,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008860,8860,2026-07-01T06:29:14+00:00,authorization_request,blind_20260828_ip_0000300,blind_20260828_card_0002522,410000,3.290000,USD,False,,,blind_20260828_req_0003635,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008861,8861,2026-07-01T06:29:15+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003635,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008862,8862,2026-07-01T06:29:16+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002519,410019,1.370000,USD,False,,,blind_20260828_req_0003636,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008863,8863,2026-07-01T06:29:17+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0003636,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008864,8864,2026-07-01T06:29:20+00:00,authorization_request,blind_20260828_ip_0000301,blind_20260828_card_0002523,410001,2.120000,USD,True,,,blind_20260828_req_0003637,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0008865,8865,2026-07-01T06:29:23+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0003637,blind_20260828_dev_0001800,blind_20260828_dev_0001800_s1,attack,burst,attack_burst,1
blind_20260828_evt_0001188,1188,2026-07-01T06:30:14+00:00,authorization_request,blind_20260828_ip_0000118,blind_20260828_card_0000386,410008,1.700000,USD,False,,,blind_20260828_req_0000435,blind_20260828_dev_0000356,blind_20260828_dev_0000356_s1,normal,,normal_standard,0
blind_20260828_evt_0001189,1189,2026-07-01T06:30:15+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0000435,blind_20260828_dev_0000356,blind_20260828_dev_0000356_s1,normal,,normal_standard,0
blind_20260828_evt_0001190,1190,2026-07-01T06:31:10+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0000435,blind_20260828_dev_0000356,blind_20260828_dev_0000356_s1,normal,,normal_standard,0
blind_20260828_evt_0005667,5667,2026-07-01T07:32:43+00:00,authorization_request,blind_20260828_ip_0000026,blind_20260828_card_0001776,410012,10.710000,USD,True,,,blind_20260828_req_0002145,blind_20260828_dev_0001519,blind_20260828_dev_0001519_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0005668,5668,2026-07-01T07:32:44+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0002145,blind_20260828_dev_0001519,blind_20260828_dev_0001519_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0005669,5669,2026-07-01T07:34:37+00:00,authorization_request,blind_20260828_ip_0000026,blind_20260828_card_0001777,410012,3.420000,USD,True,,,blind_20260828_req_0002146,blind_20260828_dev_0001519,blind_20260828_dev_0001519_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0005670,5670,2026-07-01T07:34:38+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0002146,blind_20260828_dev_0001519,blind_20260828_dev_0001519_s1,flash_sale,,flash_standard,0
blind_20260828_evt_0003545,3545,2026-07-01T07:51:16+00:00,authorization_request,blind_20260828_ip_0000520,blind_20260828_card_0001144,410001,5.050000,USD,False,,,blind_20260828_req_0001303,blind_20260828_dev_0001041,blind_20260828_dev_0001041_s1,normal,,normal_standard,0
blind_20260828_evt_0003546,3546,2026-07-01T07:51:17+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0001303,blind_20260828_dev_0001041,blind_20260828_dev_0001041_s1,normal,,normal_standard,0
blind_20260828_evt_0010213,10213,2026-07-01T07:53:41+00:00,authorization_request,blind_20260828_ip_0000468,blind_20260828_card_0002860,410013,10.770000,USD,False,,,blind_20260828_req_0004293,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010214,10214,2026-07-01T07:53:44+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0004293,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010215,10215,2026-07-01T07:55:56+00:00,authorization_request,blind_20260828_ip_0000468,blind_20260828_card_0002860,410013,1.160000,USD,False,,,blind_20260828_req_0004294,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010216,10216,2026-07-01T07:55:57+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0004294,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010217,10217,2026-07-01T07:57:58+00:00,authorization_request,blind_20260828_ip_0000468,blind_20260828_card_0002860,410013,3.530000,USD,False,,,blind_20260828_req_0004295,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010218,10218,2026-07-01T07:58:00+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0004295,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010219,10219,2026-07-01T08:00:38+00:00,authorization_request,blind_20260828_ip_0000468,blind_20260828_card_0002860,410013,3.530000,USD,False,,,blind_20260828_req_0004296,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010220,10220,2026-07-01T08:00:40+00:00,authorization_outcome,,,,,,,declined,generic_decline,blind_20260828_req_0004296,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010221,10221,2026-07-01T08:01:41+00:00,authorization_request,blind_20260828_ip_0000469,blind_20260828_card_0002862,410014,20.420000,USD,False,,,blind_20260828_req_0004297,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010222,10222,2026-07-01T08:01:44+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0004297,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010223,10223,2026-07-01T08:03:38+00:00,authorization_request,blind_20260828_ip_0000469,blind_20260828_card_0002863,410014,5.540000,USD,False,,,blind_20260828_req_0004298,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010224,10224,2026-07-01T08:03:41+00:00,authorization_outcome,,,,,,,approved,,blind_20260828_req_0004298,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0010225,10225,2026-07-01T08:04:45+00:00,checkout_completion,,,,,,,,,blind_20260828_req_0004298,blind_20260828_dev_0001874,blind_20260828_dev_0001874_s1,attack,evasive,attack_evasive,1
blind_20260828_evt_0001041,1041,2026-07-01T08:39:04+00:00,authorization_request,blind_20260828_ip_0000104,blind_20260828_card_0000341,410013,8.520000,USD,False,,,blind_20260828_req_0000384,blind_20260828_dev_0000313,blind_20260828_dev_0000313_s1,normal,,normal_standard,0
