device_id,fold
dev_0000385,2
dev_0000387,1
dev_0000388,0
dev_0000389,4
dev_0000391,3
dev_0000392,4
dev_0000393,1
dev_0000394,4
dev_0000395,4
dev_0000396,0
dev_0000397,0
dev_0000398,1
dev_0000399,1
dev_0000400,4
dev_0000401,0
dev_0000402,0
dev_0000403,4
dev_0000405,4
dev_0000407,1
dev_0000408,4
dev_0000409,2
dev_0000410,2
dev_0000411,2
dev_0000412,0
dev_0000413,4
dev_0000414,2
dev_0000415,0
dev_0000418,4
dev_0000421,0
dev_0000422,4
dev_0000423,4
dev_0000424,2
dev_0000426,2
dev_0000427,2
dev_0000428,3
dev_0000429,4
dev_0000430,2
dev_0000431,1
dev_0000433,1
dev_0000434,4
dev_0000435,0
dev_0000436,2
dev_0000437,2
dev_0000438,1
dev_0000439,2
dev_0000440,4
dev_0000441,4
dev_0000442,4
dev_0000443,0
dev_0000444,0
dev_0000445,1
dev_0000446,4
dev_0000447,0
dev_0000448,2
dev_0000449,4
dev_0000451,2
dev_0000452,3
dev_0000453,0
dev_0000454,3
dev_0000456,3
dev_0000457,1
dev_0000458,4
dev_0000460,0
dev_0000461,4
dev_0000462,2
dev_0000463,0
dev_0000464,2
dev_0000465,1
dev_0000466,2
dev_0000467,0
dev_0000469,3
dev_0000472,3
dev_0000474,1
dev_0000475,3
dev_0000476,2
dev_0000477,0
dev_0000478,1
dev_0000480,4
dev_0000481,2
dev_0000482,1
dev_0000483,3
dev_0000485,0
dev_0000487,0
dev_0000488,1
dev_0000489,1
dev_0000491,2
dev_0000492,2
dev_0000496,3
dev_0000497,0
dev_0000498,2
dev_0000499,3
dev_0000501,1
dev_0000502,2
dev_0000503,2
dev_0000504,2
dev_0000505,3
dev_0000506,1
dev_0000507,0
dev_0000508,4
dev_0000509,0
dev_0000510,1
dev_0000512,3
dev_0000513,0
dev_0000515,1
dev_0000516,4
dev_0000517,2
dev_0000519,4
dev_0000520,1
dev_0000522,2
dev_0000524,2
dev_0000525,2
dev_0000526,2
dev_0000527,3
dev_0000528,4
dev_0000529,2
dev_0000530,2
dev_0000531,3
dev_0000532,4
dev_0000533,2
dev_0000536,2
dev_0000537,3
dev_0000539,4
dev_0000540,0
dev_0000541,1
dev_0000542,4
dev_0000543,3
dev_0000546,2
dev_0000547,2
dev_0000548,3
dev_0000549,3
dev_0000550,4
dev_0000551,1
dev_0000552,0
dev_0000553,3
dev_0000554,1
dev_0000555,4
dev_0000556,2
dev_0000557,4
dev_0000558,3
dev_0000560,1
dev_0000561,3
dev_0000566,1
dev_0000567,2
dev_0000568,2
dev_0000569,2
dev_0000572,4
dev_0000573,4
dev_0000574,3
dev_0000575,1
dev_0000576,0
dev_0000578,3
dev_0000579,0
dev_0000580,4
dev_0000581,4
dev_0000583,4
dev_0000584,1
dev_0000587,3
dev_0000589,1
dev_0000591,3
dev_0000592,1
dev_0000593,3
dev_0000595,4
dev_0000596,2
dev_0000598,1
dev_0000600,0
dev_0000601,0
dev_0000602,2
dev_0000603,4
dev_0000604,4
dev_0000605,4
dev_0000607,3
dev_0000608,2
dev_0000609,4
dev_0000610,3
dev_0000611,2
dev_0000612,0
dev_0000613,0
dev_0000614,1
dev_0000615,4
dev_0000616,3
dev_0000617,0
dev_0000618,0
dev_0000619,0
dev_0000620,0
dev_0000621,2
dev_0000622,0
dev_0000624,0
dev_0000625,0
dev_0000626,4
dev_0000627,4
dev_0000628,3
dev_0000629,4
dev_0000631,1
dev_0000632,4
dev_0000633,4
dev_0000635,3
dev_0000636,0
dev_0000637,2
dev_0000638,0
dev_0000639,4
dev_0000640,0
dev_0000641,0
dev_0000642,0
dev_0000644,0
dev_0000645,0
dev_0000647,2
dev_0000648,1
dev_0000650,3
dev_0000651,0
dev_0000652,1
dev_0000653,2
dev_0000655,2
dev_0000656,2
dev_0000657,1
dev_0000659,1
dev_0000660,3
dev_0000661,3
dev_0000662,0
dev_0000663,0
dev_0000664,2
dev_0000665,0
dev_0000666,3
dev_0000668,2
dev_0000670,2
dev_0000671,3
dev_0000672,0
dev_0000673,0
dev_0000674,3
dev_0000676,4
dev_0000677,1
dev_0000678,2
dev_0000679,1
dev_0000680,2
dev_0000681,4
dev_0000682,0
dev_0000683,1
dev_0000686,0
dev_0000687,1
dev_0000688,0
dev_0000689,2
dev_0000691,4
dev_0000692,2
dev_0000693,2
dev_0000694,0
dev_0000695,4
dev_0000696,4
dev_0000697,1
dev_0000698,0
dev_0000700,3
dev_0000701,3
dev_0000702,4
dev_0000703,3
dev_0000704,1
dev_0000705,3
dev_0000707,4
dev_0000708,2
dev_0000709,4
dev_0000710,1
dev_0000711,3
dev_0000712,4
dev_0000714,4
dev_0000715,4
dev_0000716,2
dev_0000718,4
dev_0000719,0
dev_0000720,1
dev_0000721,2
dev_0000723,4
dev_0000724,0
dev_0000725,1
dev_0000726,4
dev_0000727,4
dev_0000728,0
dev_0000729,3
dev_0000730,3
dev_0000731,1
dev_0000734,3
dev_0000735,1
dev_0000736,4
dev_0000737,0
dev_0000741,3
dev_0000742,1
dev_0000743,4
dev_0000744,1
dev_0000745,0
dev_0000747,3
dev_0000748,1
dev_0000749,4
dev_0000750,3
dev_0000752,3
dev_0000753,3
dev_0000756,4
dev_0000757,1
dev_0000758,1
dev_0000759,2
dev_0000761,0
dev_0000762,0
dev_0000763,1
dev_0000764,3
dev_0000765,4
dev_0000767,1
dev_0000768,1
dev_0000769,0
dev_0000770,1
dev_0000772,2
dev_0000773,2
dev_0000774,0
dev_0000775,0
dev_0000777,4
dev_0000778,2
dev_0000779,2
dev_0000782,0
dev_0000783,0
dev_0000784,1
dev_0000786,0
dev_0000788,1
dev_0000789,3
dev_0000790,0
dev_0000792,2
dev_0000794,2
dev_0000795,4
dev_0000796,4
dev_0000797,2
dev_0000798,0
dev_0000799,4
dev_0000800,0
dev_0000801,0
dev_0000803,3
dev_0000805,2
dev_0000808,3
dev_0000810,3
dev_0000811,4
dev_0000812,1
dev_0000814,2
dev_0000815,3
dev_0000817,3
dev_0000821,0
dev_0000822,4
dev_0000823,1
dev_0000824,2
dev_0000825,3
dev_0000827,3
dev_0000829,3
dev_0000832,4
dev_0000833,4
dev_0000834,1
dev_0000835,2
dev_0000838,1
dev_0000841,0
dev_0000843,0
dev_0000844,4
dev_0000846,1
dev_0000847,4
dev_0000848,2
dev_0000849,2
dev_0000850,2
dev_0000851,0
dev_0000852,4
dev_0000853,0
dev_0000854,1
dev_0000855,0
dev_0000857,4
dev_0000858,4
dev_0000859,2
dev_0000860,1
dev_0000861,1
dev_0000862,1
dev_0000864,3
dev_0000865,4
dev_0000866,3
dev_0000867,1
dev_0000868,0
dev_0000869,3
dev_0000870,1
dev_0000873,1
dev_0000875,2
dev_0000876,0
dev_0000877,0
dev_0000878,3
dev_0000880,1
dev_0000881,1
dev_0000882,0
dev_0000883,2
dev_0000884,0
dev_0000885,4
dev_0000886,0
dev_0000887,4
dev_0000888,0
dev_0000889,2
dev_0000890,3
dev_0000891,2
dev_0000892,0
dev_0000893,3
dev_0000894,1
dev_0000895,3
dev_0000897,3
dev_0000898,3
dev_0000899,3
dev_0000900,2
dev_0000902,3
dev_0000903,1
dev_0000905,2
dev_0000907,4
dev_0000908,0
dev_0000909,3
dev_0000910,2
dev_0000911,0
dev_0000912,0
dev_0000913,3
dev_0000914,4
dev_0000916,4
dev_0000917,4
dev_0000918,2
dev_0000919,2
dev_0000920,0
dev_0000921,2
dev_0000922,4
dev_0000923,2
dev_0000924,2
dev_0000926,3
dev_0000928,0
dev_0000929,3
dev_0000931,4
dev_0000932,2
dev_0000934,3
dev_0000935,0
dev_0000936,0
dev_0000938,1
dev_0000939,4
dev_0000940,2
dev_0000941,1
dev_0000942,2
dev_0000943,2
dev_0000944,3
dev_0000948,3
dev_0000949,3
dev_0000950,4
dev_0000951,4
dev_0000952,2
dev_0000955,4
dev_0000957,3
dev_0000958,0
dev_0000959,4
dev_0000960,0
dev_0000962,2
dev_0000964,0
dev_0000965,1
dev_0000966,0
dev_0000967,1
dev_0000969,2
dev_0000971,4
dev_0000972,1
dev_0000973,4
dev_0000974,3
dev_0000975,1
dev_0000976,1
dev_0000977,4
dev_0000979,2
dev_0000980,4
dev_0000981,4
dev_0000982,1
dev_0000983,0
dev_0000985,0
dev_0000986,1
dev_0000987,1
dev_0000988,1
dev_0000989,0
dev_0000990,1
dev_0000991,0
dev_0000993,4
dev_0000994,1
dev_0000995,3
dev_0000997,0
dev_0000998,0
dev_0000999,0
dev_0001000,0
dev_0001002,2
dev_0001003,3
dev_0001004,4
dev_0001008,0
dev_0001009,4
dev_0001010,3
dev_0001011,3
dev_0001012,4
dev_0001013,2
dev_0001014,1
dev_0001015,1
dev_0001016,3
dev_0001017,1
dev_0001018,2
dev_0001019,2
dev_0001020,0
dev_0001022,3
dev_0001023,4
dev_0001024,2
dev_0001025,0
dev_0001026,1
dev_0001028,4
dev_0001029,2
dev_0001032,2
dev_0001033,4
dev_0001034,2
dev_0001035,2
dev_0001036,3
dev_0001038,0
dev_0001040,3
dev_0001041,4
dev_0001042,0
dev_0001044,1
dev_0001045,3
dev_0001047,0
dev_0001048,3
dev_0001049,2
dev_0001050,1
dev_0001051,3
dev_0001053,4
dev_0001054,4
dev_0001055,4
dev_0001056,2
dev_0001057,2
dev_0001059,0
dev_0001060,1
dev_0001061,4
dev_0001062,0
dev_0001063,4
dev_0001064,1
dev_0001065,1
dev_0001066,2
dev_0001068,2
dev_0001069,2
dev_0001070,4
dev_0001071,4
dev_0001072,2
dev_0001074,4
dev_0001076,0
dev_0001077,1
dev_0001078,2
dev_0001079,3
dev_0001080,1
dev_0001081,0
dev_0001082,3
dev_0001083,1
dev_0001084,2
dev_0001085,2
dev_0001086,3
dev_0001087,4
dev_0001088,1
dev_0001089,3
dev_0001090,1
dev_0001091,2
dev_0001093,1
dev_0001095,1
dev_0001096,3
dev_0001098,1
dev_0001099,0
dev_0001100,4
dev_0001101,4
dev_0001102,0
dev_0001104,2
dev_0001105,0
dev_0001106,2
dev_0001107,0
dev_0001108,1
dev_0001109,3
dev_0001110,3
dev_0001111,1
dev_0001112,2
dev_0001114,4
dev_0001115,0
dev_0001116,2
dev_0001117,3
dev_0001118,3
dev_0001120,1
dev_0001121,1
dev_0001122,4
dev_0001123,4
dev_0001124,3
dev_0001126,1
dev_0001127,1
dev_0001129,2
dev_0001131,2
dev_0001132,2
dev_0001133,4
dev_0001134,4
dev_0001135,4
dev_0001136,4
dev_0001137,0
dev_0001138,2
dev_0001139,2
dev_0001140,2
dev_0001141,4
dev_0001142,0
dev_0001143,3
dev_0001144,1
dev_0001145,4
dev_0001146,1
dev_0001148,4
dev_0001149,1
dev_0001150,3
dev_0001151,4
dev_0001152,2
dev_0001153,4
dev_0001154,3
dev_0001155,2
dev_0001157,0
dev_0001159,2
dev_0001160,1
dev_0001162,4
dev_0001163,3
dev_0001164,0
dev_0001165,3
dev_0001166,1
dev_0001167,1
dev_0001168,1
dev_0001169,2
dev_0001170,4
dev_0001171,4
dev_0001172,1
dev_0001173,2
dev_0001174,0
dev_0001175,1
dev_0001176,4
dev_0001177,1
dev_0001178,2
dev_0001179,4
dev_0001180,1
dev_0001181,4
dev_0001183,2
dev_0001184,1
dev_0001185,2
dev_0001186,1
dev_0001187,4
dev_0001188,1
dev_0001189,4
dev_0001192,1
dev_0001193,0
dev_0001195,1
dev_0001196,2
dev_0001197,0
dev_0001198,1
dev_0001200,2
dev_0001201,0
dev_0001202,3
dev_0001203,3
dev_0001204,3
dev_0001205,2
dev_0001206,2
dev_0001207,1
dev_0001208,4
dev_0001209,0
dev_0001211,3
dev_0001215,0
dev_0001216,3
dev_0001217,3
dev_0001218,0
dev_0001219,1
dev_0001220,3
dev_0001221,3
dev_0001222,4
dev_0001223,2
dev_0001224,4
dev_0001226,1
dev_0001228,4
dev_0001229,3
dev_0001230,4
dev_0001231,0
dev_0001233,2
dev_0001234,0
dev_0001236,2
dev_0001237,1
dev_0001238,2
dev_0001239,2
dev_0001241,1
dev_0001242,1
dev_0001243,1
dev_0001244,1
dev_0001245,4
dev_0001246,4
dev_0001247,4
dev_0001248,3
dev_0001249,4
dev_0001250,3
dev_0001251,2
dev_0001252,2
dev_0001254,3
dev_0001255,2
dev_0001256,4
dev_0001257,0
dev_0001258,1
dev_0001260,2
dev_0001261,3
dev_0001262,1
dev_0001263,1
dev_0001264,3
dev_0001266,3
dev_0001267,3
dev_0001268,0
dev_0001270,2
dev_0001272,0
dev_0001273,3
dev_0001274,1
dev_0001275,4
dev_0001276,1
dev_0001278,3
dev_0001279,2
dev_0001280,4
dev_0001282,1
dev_0001283,0
dev_0001284,4
dev_0001286,1
dev_0001287,3
dev_0001288,4
dev_0001289,3
dev_0001290,2
dev_0001291,0
dev_0001292,4
dev_0001293,4
dev_0001294,2
dev_0001295,1
dev_0001296,1
dev_0001297,3
dev_0001299,4
dev_0001300,3
dev_0001301,2
dev_0001302,3
dev_0001304,4
dev_0001305,2
dev_0001306,2
dev_0001307,2
dev_0001308,4
dev_0001309,3
dev_0001311,4
dev_0001312,3
dev_0001313,3
dev_0001315,0
dev_0001316,0
dev_0001317,2
dev_0001318,1
dev_0001319,0
dev_0001321,2
dev_0001322,2
dev_0001325,3
dev_0001326,3
dev_0001328,2
dev_0001330,1
dev_0001331,1
dev_0001332,3
dev_0001333,0
dev_0001335,4
dev_0001336,1
dev_0001337,0
dev_0001340,2
dev_0001341,2
dev_0001342,3
dev_0001343,0
dev_0001344,4
dev_0001345,2
dev_0001346,0
dev_0001347,0
dev_0001348,3
dev_0001351,3
dev_0001352,0
dev_0001353,3
dev_0001354,3
dev_0001355,1
dev_0001356,4
dev_0001357,0
dev_0001358,0
dev_0001359,2
dev_0001360,0
dev_0001361,1
dev_0001362,2
dev_0001363,0
dev_0001365,4
dev_0001366,2
dev_0001368,0
dev_0001369,0
dev_0001371,3
dev_0001372,0
dev_0001373,4
dev_0001374,3
dev_0001375,3
dev_0001376,0
dev_0001377,2
dev_0001378,2
dev_0001379,2
dev_0001380,0
dev_0001382,0
dev_0001383,4
dev_0001385,2
dev_0001386,0
dev_0001387,4
dev_0001388,3
dev_0001389,4
dev_0001392,1
dev_0001393,2
dev_0001395,4
dev_0001396,0
dev_0001397,2
dev_0001398,2
dev_0001399,2
dev_0001400,2
dev_0001402,1
dev_0001403,2
dev_0001404,0
dev_0001405,4
dev_0001406,4
dev_0001407,0
dev_0001408,2
dev_0001410,3
dev_0001412,2
dev_0001413,4
dev_0001414,4
dev_0001415,1
dev_0001416,1
dev_0001417,1
dev_0001419,2
dev_0001420,1
dev_0001422,0
dev_0001423,2
dev_0001424,3
dev_0001425,1
dev_0001427,2
dev_0001428,1
dev_0001429,0
dev_0001430,0
dev_0001431,3
dev_0001432,1
dev_0001434,1
dev_0001436,1
dev_0001437,2
dev_0001438,1
dev_0001439,3
dev_0001440,2
dev_0001441,1
dev_0001442,1
dev_0001443,3
dev_0001444,4
dev_0001445,4
dev_0001446,1
dev_0001449,2
dev_0001451,3
dev_0001453,4
dev_0001454,1
dev_0001455,3
dev_0001457,2
dev_0001460,0
dev_0001461,0
dev_0001462,3
dev_0001463,1
dev_0001464,0
dev_0001465,2
dev_0001466,0
dev_0001467,2
dev_0001468,2
dev_0001471,2
dev_0001472,3
dev_0001473,3
dev_0001475,2
dev_0001476,4
dev_0001477,0
dev_0001478,3
dev_0001479,4
dev_0001480,0
dev_0001481,3
dev_0001483,4
dev_0001484,0
dev_0001485,1
dev_0001486,3
dev_0001487,2
dev_0001488,3
dev_0001489,4
dev_0001491,3
dev_0001493,3
dev_0001494,2
dev_0001495,0
dev_0001496,3
dev_0001497,4
dev_0001499,1
dev_0001500,3
dev_0001501,2
dev_0001503,3
dev_0001504,3
dev_0001506,1
dev_0001507,0
dev_0001508,3
dev_0001510,3
dev_0001511,4
dev_0001512,4
dev_0001513,1
dev_0001514,3
dev_0001515,2
dev_0001516,2
dev_0001517,4
dev_0001518,0
dev_0001519,4
dev_0001520,2
dev_0001521,4
dev_0001522,4
dev_0001523,3
dev_0001524,2
dev_0001526,3
dev_0001528,2
dev_0001529,3
dev_0001530,4
dev_0001532,1
dev_0001533,4
dev_0001535,1
dev_0001536,2
dev_0001537,0
dev_0001538,2
dev_0001539,1
dev_0001541,3
dev_0001542,1
dev_0001544,3
dev_0001545,1
dev_0001546,0
dev_0001547,4
dev_0001549,0
dev_0001550,1
dev_0001551,4
dev_0001553,3
dev_0001554,0
dev_0001555,3
dev_0001556,1
dev_0001557,0
dev_0001558,1
dev_0001559,4
dev_0001560,1
dev_0001563,1
dev_0001564,3
dev_0001565,1
dev_0001567,2
dev_0001568,2
dev_0001569,3
dev_0001570,2
dev_0001571,1
dev_0001572,4
dev_0001573,2
dev_0001574,0
dev_0001575,3
dev_0001576,3
dev_0001577,3
dev_0001578,0
dev_0001581,1
dev_0001582,4
dev_0001583,0
dev_0001585,1
dev_0001586,2
dev_0001588,0
dev_0001589,1
dev_0001590,2
dev_0001591,1
dev_0001592,0
dev_0001593,4
dev_0001594,3
dev_0001595,2
dev_0001597,2
dev_0001598,4
dev_0001599,3
dev_0001601,1
dev_0001602,1
dev_0001604,2
dev_0001605,4
dev_0001606,3
dev_0001607,0
dev_0001609,1
dev_0001610,4
dev_0001611,0
dev_0001612,0
dev_0001613,4
dev_0001615,4
dev_0001616,0
dev_0001617,0
dev_0001618,2
dev_0001620,4
dev_0001622,0
dev_0001625,0
dev_0001627,2
dev_0001628,3
dev_0001630,4
dev_0001631,2
dev_0001632,0
dev_0001634,0
dev_0001635,0
dev_0001636,2
dev_0001637,3
dev_0001639,4
dev_0001641,1
dev_0001642,1
dev_0001643,4
dev_0001645,2
dev_0001647,4
dev_0001649,3
dev_0001651,3
dev_0001653,1
dev_0001655,4
dev_0001656,0
dev_0001657,4
dev_0001659,1
dev_0001660,2
dev_0001661,4
dev_0001662,4
dev_0001663,4
dev_0001664,3
dev_0001665,4
dev_0001666,1
dev_0001667,2
dev_0001668,4
dev_0001669,3
dev_0001670,3
dev_0001673,3
dev_0001674,4
dev_0001675,2
dev_0001676,1
dev_0001677,1
dev_0001678,2
dev_0001679,4
dev_0001680,0
dev_0001681,3
dev_0001682,1
dev_0001683,2
dev_0001684,4
dev_0001685,4
dev_0001686,2
dev_0001687,4
dev_0001689,4
dev_0001690,3
dev_0001691,4
dev_0001692,4
dev_0001693,0
dev_0001694,2
dev_0001695,1
dev_0001696,0
dev_0001697,2
dev_0001698,4
dev_0001699,0
dev_0001700,1
dev_0001701,0
dev_0001702,1
dev_0001703,3
dev_0001704,4
dev_0001705,1
dev_0001707,0
dev_0001708,4
dev_0001709,4
dev_0001710,1
dev_0001711,4
dev_0001712,4
dev_0001713,4
dev_0001714,1
dev_0001715,3
dev_0001716,3
dev_0001717,0
dev_0001718,2
dev_0001719,4
dev_0001721,1
dev_0001723,3
dev_0001724,3
dev_0001725,0
dev_0001726,0
dev_0001727,4
dev_0001728,0
dev_0001729,3
dev_0001731,0
dev_0001732,2
dev_0001733,4
dev_0001734,3
dev_0001736,4
dev_0001739,4
dev_0001741,4
dev_0001742,4
dev_0001743,1
dev_0001744,0
dev_0001745,0
dev_0001746,0
dev_0001747,3
dev_0001748,0
dev_0001749,1
dev_0001750,1
dev_0001751,0
dev_0001752,0
dev_0001754,2
dev_0001755,0
dev_0001757,2
dev_0001758,2
dev_0001759,1
dev_0001760,4
dev_0001761,0
dev_0001762,2
dev_0001764,4
dev_0001765,3
dev_0001766,4
dev_0001767,1
dev_0001768,3
dev_0001769,2
dev_0001770,0
dev_0001771,4
dev_0001772,4
dev_0001774,2
dev_0001775,1
dev_0001776,1
dev_0001778,1
dev_0001779,2
dev_0001780,1
dev_0001781,3
dev_0001782,3
dev_0001783,1
dev_0001784,1
dev_0001788,1
dev_0001789,1
dev_0001790,1
dev_0001791,4
dev_0001792,2
dev_0001793,4
dev_0001794,1
dev_0001795,0
dev_0001796,1
dev_0001797,1
dev_0001798,4
dev_0001799,4
dev_0001800,3
dev_0001801,0
dev_0001802,4
dev_0001805,0
dev_0001806,3
dev_0001807,1
dev_0001808,2
dev_0001809,2
dev_0001810,0
dev_0001811,2
dev_0001813,0
dev_0001814,2
dev_0001815,0
dev_0001816,4
dev_0001817,1
dev_0001819,3
dev_0001820,4
dev_0001821,2
dev_0001822,3
dev_0001824,2
dev_0001826,2
dev_0001827,4
dev_0001828,1
dev_0001829,4
dev_0001831,3
dev_0001832,2
dev_0001833,1
dev_0001834,3
dev_0001835,1
dev_0001836,3
dev_0001837,2
dev_0001839,2
dev_0001840,1
dev_0001841,0
dev_0001842,4
dev_0001844,2
dev_0001846,2
dev_0001847,3
dev_0001848,4
dev_0001850,4
dev_0001851,3
dev_0001852,2
dev_0001854,3
dev_0001855,1
dev_0001856,0
dev_0001858,2
dev_0001859,0
dev_0001860,0
dev_0001861,1
dev_0001862,3
dev_0001863,0
dev_0001865,1
dev_0001866,1
dev_0001867,4
dev_0001868,3
dev_0001869,3
dev_0001870,3
dev_0001871,0
dev_0001872,4
dev_0001873,4
dev_0001874,1
dev_0001875,0
dev_0001878,3
dev_0001879,4
dev_0001880,1
dev_0001881,3
dev_0001883,2
dev_0001885,2
dev_0001886,2
dev_0001887,2
dev_0001890,3
dev_0001891,4
dev_0001892,2
dev_0001894,4
dev_0001895,1
dev_0001896,3
dev_0001897,4
dev_0001898,4
dev_0001900,3
dev_0001901,3
dev_0001902,4
dev_0001903,2
dev_0001904,0
dev_0001905,0
dev_0001906,3
dev_0001907,3
dev_0001908,1
dev_0001909,0
dev_0001910,1
dev_0001911,4
dev_0001912,3
dev_0001913,4
dev_0001914,1
dev_0001915,1
dev_0001916,1
dev_0001917,3
dev_0001918,3
dev_0001919,4
dev_0001920,4
dev_0001921,3
dev_0001924,0
dev_0001925,3
dev_0001926,0
dev_0001927,3
dev_0001928,0
dev_0001930,2
dev_0001931,4
dev_0001932,4
dev_0001933,0
dev_0001934,4
dev_0001935,4
dev_0001937,3
dev_0001938,1
dev_0001940,1
dev_0001941,1
dev_0001942,1
dev_0001943,3
dev_0001944,3
dev_0001945,3
dev_0001946,1
dev_0001947,0
dev_0001948,0
dev_0001949,2
dev_0001950,2
dev_0001951,2
dev_0001952,2
