event_id,request_id,device_id,request_index,action,raw_probability,calibrated_probability,rule_score,accumulated_risk,high_risk_count,consecutive_high_count,evidence_count,reason_codes,timestamp,event_sequence,session_id,label,population,attack_subtype,scenario_tag
blind_20260828_evt_0000752,blind_20260828_req_0000276,blind_20260828_dev_0000220,1,allow,0.131666039452,0.00820512873941,0,0.00820512873941,0,0,0,,2026-07-01T05:18:35+00:00,752,blind_20260828_dev_0000220_s1,0,normal,,normal_standard
blind_20260828_evt_0005482,blind_20260828_req_0002079,blind_20260828_dev_0001463,1,allow,0.117560680216,0.00548001258357,0,0.00548001258357,0,0,0,,2026-07-01T05:21:31+00:00,5482,blind_20260828_dev_0001463_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0006203,blind_20260828_req_0002361,blind_20260828_dev_0001631,1,allow,0.129374644442,0.00820512873941,0,0.00820512873941,0,0,0,,2026-07-01T05:31:48+00:00,6203,blind_20260828_dev_0001631_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006205,blind_20260828_req_0002362,blind_20260828_dev_0001631,2,allow,0.324933299353,0.0930102271251,0,0.0995739013217,0,0,0,stable_retry_risk_reduction,2026-07-01T05:32:45+00:00,6205,blind_20260828_dev_0001631_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006207,blind_20260828_req_0002363,blind_20260828_dev_0001631,3,allow,0.462912671568,0.0930102271251,1,0.192575113428,0,0,0,,2026-07-01T05:34:04+00:00,6207,blind_20260828_dev_0001631_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0002781,blind_20260828_req_0001022,blind_20260828_dev_0000822,1,allow,0.130768957256,0.00820512873941,0,0.00820512873941,0,0,0,,2026-07-01T06:09:55+00:00,2781,blind_20260828_dev_0000822_s1,0,normal,,normal_standard
blind_20260828_evt_0002190,blind_20260828_req_0000804,blind_20260828_dev_0000650,1,allow,0.248716856605,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T06:23:24+00:00,2190,blind_20260828_dev_0000650_s1,0,normal,,normal_standard
blind_20260828_evt_0002192,blind_20260828_req_0000805,blind_20260828_dev_0000650,2,allow,0.499922111298,0.284737559009,0,0.313517290374,0,0,1,high_risk_with_card_diversity,2026-07-01T06:25:06+00:00,2192,blind_20260828_dev_0000650_s1,0,normal,,normal_standard
blind_20260828_evt_0008850,blind_20260828_req_0003630,blind_20260828_dev_0001800,1,allow,0.173317494401,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-01T06:29:03+00:00,8850,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008852,blind_20260828_req_0003631,blind_20260828_dev_0001800,2,allow,0.455897841826,0.0930102271251,0,0.118038861762,0,0,0,,2026-07-01T06:29:04+00:00,8852,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008854,blind_20260828_req_0003632,blind_20260828_dev_0001800,3,allow,0.618566814598,0.474791810673,0,0.592830401872,0,0,0,,2026-07-01T06:29:06+00:00,8854,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008856,blind_20260828_req_0003633,blind_20260828_dev_0001800,4,allow,0.945123175434,0.968667664035,3,1.56149738648,1,1,1,high_risk_with_card_diversity,2026-07-01T06:29:07+00:00,8856,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008858,blind_20260828_req_0003634,blind_20260828_dev_0001800,5,allow,0.979828871265,1,3,2.5614920177,2,2,3,high_risk_with_card_diversity|high_risk_with_card_switching|persistent_high_model_risk,2026-07-01T06:29:10+00:00,8858,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008860,blind_20260828_req_0003635,blind_20260828_dev_0001800,6,review,0.98858572231,1,5,3.56148027506,3,3,3,rule_corroborated_review|high_risk_with_card_diversity|high_risk_with_card_switching|persistent_high_model_risk,2026-07-01T06:29:14+00:00,8860,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008862,blind_20260828_req_0003636,blind_20260828_dev_0001800,7,block,0.990977813495,1,5,4.56147211161,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T06:29:16+00:00,8862,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008864,blind_20260828_req_0003637,blind_20260828_dev_0001800,8,block,0.988395716896,1,5,5.56145120047,5,5,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T06:29:20+00:00,8864,blind_20260828_dev_0001800_s1,1,attack,burst,attack_burst
blind_20260828_evt_0001188,blind_20260828_req_0000435,blind_20260828_dev_0000356,1,allow,0.261104478987,0.0930102271251,0,0.0930102271251,0,0,0,,2026-07-01T06:30:14+00:00,1188,blind_20260828_dev_0000356_s1,0,normal,,normal_standard
blind_20260828_evt_0005667,blind_20260828_req_0002145,blind_20260828_dev_0001519,1,allow,0.140976696048,0.0116357732377,0,0.0116357732377,0,0,0,,2026-07-01T07:32:43+00:00,5667,blind_20260828_dev_0001519_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0005669,blind_20260828_req_0002146,blind_20260828_dev_0001519,2,allow,0.334731842591,0.0930102271251,0,0.104644480216,0,0,1,high_risk_with_card_diversity,2026-07-01T07:34:37+00:00,5669,blind_20260828_dev_0001519_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0003545,blind_20260828_req_0001303,blind_20260828_dev_0001041,1,allow,0.247943759964,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T07:51:16+00:00,3545,blind_20260828_dev_0001041_s1,0,normal,,normal_standard
blind_20260828_evt_0010213,blind_20260828_req_0004293,blind_20260828_dev_0001874,1,allow,0.226520903472,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T07:53:41+00:00,10213,blind_20260828_dev_0001874_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0010215,blind_20260828_req_0004294,blind_20260828_dev_0001874,2,allow,0.55259715542,0.474791810673,0,0.503570453595,0,0,0,,2026-07-01T07:55:56+00:00,10215,blind_20260828_dev_0001874_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0010217,blind_20260828_req_0004295,blind_20260828_dev_0001874,3,allow,0.903283076721,0.920638394369,0,1.42413844298,1,1,0,,2026-07-01T07:57:58+00:00,10217,blind_20260828_dev_0001874_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0010219,blind_20260828_req_0004296,blind_20260828_dev_0001874,4,allow,0.917746929138,0.920638394369,0,2.05974024991,2,2,1,stable_retry_risk_reduction|persistent_high_model_risk,2026-07-01T08:00:38+00:00,10219,blind_20260828_dev_0001874_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0010221,blind_20260828_req_0004297,blind_20260828_dev_0001874,5,review,0.931557224242,0.968667664035,0,3.02825920024,3,3,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T08:01:41+00:00,10221,blind_20260828_dev_0001874_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0010223,blind_20260828_req_0004298,blind_20260828_dev_0001874,6,block,0.979960348808,1,2,4.02785316524,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T08:03:38+00:00,10223,blind_20260828_dev_0001874_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0001041,blind_20260828_req_0000384,blind_20260828_dev_0000313,1,allow,0.234788450157,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T08:39:04+00:00,1041,blind_20260828_dev_0000313_s1,0,normal,,normal_standard
blind_20260828_evt_0001136,blind_20260828_req_0000417,blind_20260828_dev_0000340,1,allow,0.22198188223,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-01T08:46:22+00:00,1136,blind_20260828_dev_0000340_s1,0,normal,,normal_standard
blind_20260828_evt_0000119,blind_20260828_req_0000044,blind_20260828_dev_0000036,1,allow,0.200517199245,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-01T08:48:59+00:00,119,blind_20260828_dev_0000036_s1,0,normal,,normal_standard
blind_20260828_evt_0004094,blind_20260828_req_0001507,blind_20260828_dev_0001195,1,allow,0.251630302281,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T08:51:10+00:00,4094,blind_20260828_dev_0001195_s1,0,normal,,normal_standard
blind_20260828_evt_0008866,blind_20260828_req_0003638,blind_20260828_dev_0001801,1,allow,0.227320125657,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T09:03:13+00:00,8866,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008868,blind_20260828_req_0003639,blind_20260828_dev_0001801,2,allow,0.510741762912,0.284737559009,0,0.313519962185,0,0,0,,2026-07-01T09:03:34+00:00,8868,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008870,blind_20260828_req_0003640,blind_20260828_dev_0001801,3,allow,0.712697404243,0.474791810673,0,0.788303508654,0,0,1,high_risk_with_card_diversity,2026-07-01T09:03:57+00:00,8870,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008872,blind_20260828_req_0003641,blind_20260828_dev_0001801,4,allow,0.942276892776,0.968667664035,2,1.75696394507,1,1,1,high_risk_with_card_diversity,2026-07-01T09:04:05+00:00,8872,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008874,blind_20260828_req_0003642,blind_20260828_dev_0001801,5,allow,0.9528713378,0.978665935245,3,2.7355875949,2,2,3,high_risk_with_card_diversity|high_risk_with_ip_rotation|persistent_high_model_risk,2026-07-01T09:04:26+00:00,8874,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008876,blind_20260828_req_0003643,blind_20260828_dev_0001801,6,review,0.962900047401,0.987077221928,4,3.72262092448,3,3,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:04:40+00:00,8876,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008878,blind_20260828_req_0003644,blind_20260828_dev_0001801,7,block,0.978587840112,1,4,4.72251853207,4,4,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:05:04+00:00,8878,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008880,blind_20260828_req_0003645,blind_20260828_dev_0001801,8,block,0.984585708401,1,4,5.72244275952,5,5,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:05:18+00:00,8880,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008882,blind_20260828_req_0003646,blind_20260828_dev_0001801,9,block,0.977598094355,1,1,6.72228536109,6,6,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:05:42+00:00,8882,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008884,blind_20260828_req_0003647,blind_20260828_dev_0001801,10,block,0.98558977064,1,4,7.72216209414,7,7,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:05:58+00:00,8884,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008886,blind_20260828_req_0003648,blind_20260828_dev_0001801,11,block,0.985868472199,1,3,8.72202934243,8,8,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:06:13+00:00,8886,blind_20260828_dev_0001801_s1,1,attack,burst,attack_burst
blind_20260828_evt_0001646,blind_20260828_req_0000605,blind_20260828_dev_0000489,1,allow,0.218532088442,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-01T09:23:56+00:00,1646,blind_20260828_dev_0000489_s1,0,normal,,normal_standard
blind_20260828_evt_0001648,blind_20260828_req_0000606,blind_20260828_dev_0000489,2,allow,0.515421569492,0.284737559009,0,0.310704668839,0,0,0,,2026-07-01T09:26:43+00:00,1648,blind_20260828_dev_0000489_s1,0,normal,,normal_standard
blind_20260828_evt_0002707,blind_20260828_req_0000995,blind_20260828_dev_0000800,1,allow,0.244331829783,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T09:34:11+00:00,2707,blind_20260828_dev_0000800_s1,0,normal,,normal_standard
blind_20260828_evt_0006861,blind_20260828_req_0002658,blind_20260828_dev_0001705,1,allow,0.235309725676,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T09:40:04+00:00,6861,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006863,blind_20260828_req_0002659,blind_20260828_dev_0001705,2,allow,0.442259496384,0.0930102271251,0,0.121793191083,0,0,1,high_risk_with_card_diversity,2026-07-01T09:40:08+00:00,6863,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006865,blind_20260828_req_0002660,blind_20260828_dev_0001705,3,allow,0.797765096344,0.559667304185,3,0.681460076516,1,1,2,high_risk_with_card_diversity|high_risk_with_card_switching,2026-07-01T09:40:11+00:00,6865,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006867,blind_20260828_req_0002661,blind_20260828_dev_0001705,4,allow,0.967622667795,0.987077221928,4,1.66853573643,2,2,2,high_risk_with_card_diversity|high_risk_with_card_switching,2026-07-01T09:40:13+00:00,6867,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006869,blind_20260828_req_0002662,blind_20260828_dev_0001705,5,review,0.982257585246,1,4,2.66852999963,3,3,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:40:16+00:00,6869,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006871,blind_20260828_req_0002663,blind_20260828_dev_0001705,6,review,0.993990801908,1,5,3.66852082463,4,4,4,rule_corroborated_review|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation|persistent_high_model_risk,2026-07-01T09:40:19+00:00,6871,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006873,blind_20260828_req_0002664,blind_20260828_dev_0001705,7,block,0.994548787249,1,5,4.66850821143,5,5,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:40:22+00:00,6873,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006875,blind_20260828_req_0002665,blind_20260828_dev_0001705,8,block,0.997209544462,1,5,5.66848680961,6,6,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:40:26+00:00,6875,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006877,blind_20260828_req_0002666,blind_20260828_dev_0001705,9,block,0.997127345726,1,5,6.66848031309,7,7,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:40:27+00:00,6877,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0006879,blind_20260828_req_0002667,blind_20260828_dev_0001705,10,block,0.998765628644,1,5,7.66846502793,8,8,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:40:29+00:00,6879,blind_20260828_dev_0001705_s1,1,attack,burst,attack_burst
blind_20260828_evt_0002755,blind_20260828_req_0001013,blind_20260828_dev_0000815,1,allow,0.236205203398,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T09:42:42+00:00,2755,blind_20260828_dev_0000815_s1,0,normal,,normal_standard
blind_20260828_evt_0008300,blind_20260828_req_0003362,blind_20260828_dev_0001773,1,allow,0.242273059767,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T09:51:04+00:00,8300,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008302,blind_20260828_req_0003363,blind_20260828_dev_0001773,2,allow,0.512795764227,0.284737559009,0,0.313520588941,0,0,0,,2026-07-01T09:51:06+00:00,8302,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008304,blind_20260828_req_0003364,blind_20260828_dev_0001773,3,allow,0.830911877257,0.690081906596,1,1.00360141758,1,1,0,,2026-07-01T09:51:09+00:00,8304,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008306,blind_20260828_req_0003365,blind_20260828_dev_0001773,4,allow,0.892148117077,0.920638394369,2,1.92423636135,2,2,1,persistent_high_model_risk,2026-07-01T09:51:12+00:00,8306,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008308,blind_20260828_req_0003366,blind_20260828_dev_0001773,5,review,0.914353599627,0.920638394369,2,2.84487255039,3,3,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation,2026-07-01T09:51:13+00:00,8308,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008310,blind_20260828_req_0003367,blind_20260828_dev_0001773,6,block,0.972028091734,1,5,3.84485950865,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:51:17+00:00,8310,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0008312,blind_20260828_req_0003368,blind_20260828_dev_0001773,7,block,0.978326972901,1,5,4.84485069566,5,5,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-01T09:51:19+00:00,8312,blind_20260828_dev_0001773_s1,1,attack,burst,attack_burst
blind_20260828_evt_0005408,blind_20260828_req_0002052,blind_20260828_dev_0001440,1,allow,0.150143064828,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-01T10:45:35+00:00,5408,blind_20260828_dev_0001440_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0001424,blind_20260828_req_0000524,blind_20260828_dev_0000428,1,allow,0.235123463918,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T11:10:19+00:00,1424,blind_20260828_dev_0000428_s1,0,normal,,normal_standard
blind_20260828_evt_0002702,blind_20260828_req_0000993,blind_20260828_dev_0000798,1,allow,0.222160757185,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-01T11:30:21+00:00,2702,blind_20260828_dev_0000798_s1,0,normal,,normal_standard
blind_20260828_evt_0006380,blind_20260828_req_0002441,blind_20260828_dev_0001652,1,allow,0.156267768171,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-01T11:39:20+00:00,6380,blind_20260828_dev_0001652_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006382,blind_20260828_req_0002442,blind_20260828_dev_0001652,2,allow,0.365131558282,0.0930102271251,0,0.108523659286,0,0,0,stable_retry_risk_reduction,2026-07-01T11:40:32+00:00,6382,blind_20260828_dev_0001652_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006384,blind_20260828_req_0002443,blind_20260828_dev_0001652,3,allow,0.508180972319,0.284737559009,1,0.371552108497,0,0,0,stable_retry_risk_reduction,2026-07-01T11:41:16+00:00,6384,blind_20260828_dev_0001652_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0002028,blind_20260828_req_0000746,blind_20260828_dev_0000605,1,allow,0.233785395379,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T12:06:22+00:00,2028,blind_20260828_dev_0000605_s1,0,normal,,normal_standard
blind_20260828_evt_0002264,blind_20260828_req_0000831,blind_20260828_dev_0000671,1,allow,0.234342280084,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T12:10:45+00:00,2264,blind_20260828_dev_0000671_s1,0,normal,,normal_standard
blind_20260828_evt_0001358,blind_20260828_req_0000499,blind_20260828_dev_0000406,1,allow,0.237440323858,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T12:30:49+00:00,1358,blind_20260828_dev_0000406_s1,0,normal,,normal_standard
blind_20260828_evt_0001114,blind_20260828_req_0000409,blind_20260828_dev_0000334,1,allow,0.231898873209,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T13:58:54+00:00,1114,blind_20260828_dev_0000334_s1,0,normal,,normal_standard
blind_20260828_evt_0002976,blind_20260828_req_0001093,blind_20260828_dev_0000880,1,allow,0.250151330791,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T14:21:21+00:00,2976,blind_20260828_dev_0000880_s1,0,normal,,normal_standard
blind_20260828_evt_0010892,blind_20260828_req_0004622,blind_20260828_dev_0001916,1,allow,0.255195571867,0.0690182853703,0,0.0690182853703,0,0,0,,2026-07-01T14:35:43+00:00,10892,blind_20260828_dev_0001916_s1,1,attack,patient,attack_patient
blind_20260828_evt_0010894,blind_20260828_req_0004623,blind_20260828_dev_0001916,2,allow,0.638746113042,0.474791810673,0,0.543756091713,0,0,0,,2026-07-01T14:47:06+00:00,10894,blind_20260828_dev_0001916_s1,1,attack,patient,attack_patient
blind_20260828_evt_0010896,blind_20260828_req_0004624,blind_20260828_dev_0001916,3,allow,0.928796399625,0.968667664035,0,1.51186068718,1,1,1,high_risk_with_card_diversity,2026-07-01T15:02:10+00:00,10896,blind_20260828_dev_0001916_s1,1,attack,patient,attack_patient
blind_20260828_evt_0005413,blind_20260828_req_0002054,blind_20260828_dev_0001442,1,allow,0.13087481243,0.00820512873941,0,0.00820512873941,0,0,0,,2026-07-01T15:43:39+00:00,5413,blind_20260828_dev_0001442_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0007986,blind_20260828_req_0003209,blind_20260828_dev_0001757,1,allow,0.229912990958,0.028783095908,0,0.028783095908,0,0,0,,2026-07-01T15:57:02+00:00,7986,blind_20260828_dev_0001757_s1,1,attack,burst,attack_burst
