event_id,request_id,device_id,request_index,action,raw_probability,calibrated_probability,rule_score,accumulated_risk,high_risk_count,consecutive_high_count,evidence_count,reason_codes
cv_20260827_evt_0007822,cv_20260827_req_0003100,cv_20260827_dev_0001742,7,block,0.974515264804,1,4,5.07819022495,5,5,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0007824,cv_20260827_req_0003101,cv_20260827_dev_0001742,8,block,0.979301921488,1,4,6.07817858497,6,6,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0007826,cv_20260827_req_0003102,cv_20260827_dev_0001742,9,block,0.9737792719,1,5,7.0781507208,7,7,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0007828,cv_20260827_req_0003103,cv_20260827_dev_0001742,10,block,0.988293576182,1,5,8.07811827246,8,8,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0007830,cv_20260827_req_0003104,cv_20260827_dev_0001742,11,block,0.991980137178,1,5,9.07810901432,9,9,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0008495,cv_20260827_req_0003430,cv_20260827_dev_0001772,1,allow,0.223739295066,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0008497,cv_20260827_req_0003431,cv_20260827_dev_0001772,2,allow,0.503564732437,0.284737559009,0,0.310709549987,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0008499,cv_20260827_req_0003432,cv_20260827_dev_0001772,3,allow,0.602219486119,0.474791810673,0,0.785501004563,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0008501,cv_20260827_req_0003433,cv_20260827_dev_0001772,4,allow,0.927349365004,0.968667664035,2,1.75416506763,1,1,1,high_risk_with_card_diversity
cv_20260827_evt_0008503,cv_20260827_req_0003434,cv_20260827_dev_0001772,5,allow,0.944686908883,0.968667664035,2,2.72282871085,2,2,2,high_risk_with_card_diversity|persistent_high_model_risk
cv_20260827_evt_0008505,cv_20260827_req_0003435,cv_20260827_dev_0001772,6,review,0.983267248143,1,4,3.72282246972,3,3,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0005371,cv_20260827_req_0002028,cv_20260827_dev_0001369,1,allow,0.151628819613,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0003857,cv_20260827_req_0001406,cv_20260827_dev_0001086,1,allow,0.227138309636,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0002502,cv_20260827_req_0000911,cv_20260827_dev_0000709,1,allow,0.219914458356,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0000339,cv_20260827_req_0000124,cv_20260827_dev_0000097,1,allow,0.221731630257,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0000341,cv_20260827_req_0000125,cv_20260827_dev_0000097,2,allow,0.488017220229,0.284737559009,0,0.310706871195,0,0,0,
cv_20260827_evt_0007369,cv_20260827_req_0002880,cv_20260827_dev_0001718,1,allow,0.25966875034,0.0930102271251,0,0.0930102271251,0,0,0,
cv_20260827_evt_0007371,cv_20260827_req_0002881,cv_20260827_dev_0001718,2,allow,0.560774440439,0.474791810673,0,0.567801824605,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0007373,cv_20260827_req_0002882,cv_20260827_dev_0001718,3,allow,0.500790569832,0.284737559009,0,0.852538732869,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0007375,cv_20260827_req_0002883,cv_20260827_dev_0001718,4,allow,0.910272447653,0.920638394369,4,1.77317419602,1,1,2,high_risk_with_card_diversity|high_risk_with_card_switching
cv_20260827_evt_0007377,cv_20260827_req_0002884,cv_20260827_dev_0001718,5,allow,0.96265806929,0.987077221928,4,2.76024328919,2,2,4,high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation|persistent_high_model_risk
cv_20260827_evt_0007379,cv_20260827_req_0002885,cv_20260827_dev_0001718,6,review,0.983916628864,1,5,3.7602369623,3,3,4,rule_corroborated_review|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation|persistent_high_model_risk
cv_20260827_evt_0007381,cv_20260827_req_0002886,cv_20260827_dev_0001718,7,block,0.990609884339,1,6,4.76022403376,4,4,4,rule_corroborated_block|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation|persistent_high_model_risk
cv_20260827_evt_0007901,cv_20260827_req_0003139,cv_20260827_dev_0001746,1,allow,0.174075269386,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0007903,cv_20260827_req_0003140,cv_20260827_dev_0001746,2,allow,0.329789439588,0.0930102271251,0,0.118038804393,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0004457,cv_20260827_req_0001641,cv_20260827_dev_0001224,1,allow,0.247866538958,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0007905,cv_20260827_req_0003141,cv_20260827_dev_0001746,3,allow,0.887542018722,0.920638394369,2,1.03867679292,1,1,2,high_risk_with_card_diversity|high_risk_with_card_switching
cv_20260827_evt_0007907,cv_20260827_req_0003142,cv_20260827_dev_0001746,4,allow,0.970694216542,1,4,2.03867322171,2,2,3,high_risk_with_card_diversity|high_risk_with_card_switching|persistent_high_model_risk
cv_20260827_evt_0007909,cv_20260827_req_0003143,cv_20260827_dev_0001746,5,review,0.969930395706,0.987077221928,4,3.02574810717,3,3,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0004459,cv_20260827_req_0001642,cv_20260827_dev_0001224,2,allow,0.514834840001,0.284737559009,0,0.313520391017,0,0,0,
cv_20260827_evt_0007911,cv_20260827_req_0003144,cv_20260827_dev_0001746,6,block,0.991247269488,1,5,4.02573423624,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0004461,cv_20260827_req_0001643,cv_20260827_dev_0001224,3,allow,0.803742433979,0.559667304185,1,0.873184820668,1,1,0,
cv_20260827_evt_0002230,cv_20260827_req_0000811,cv_20260827_dev_0000634,1,allow,0.214004317461,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0000662,cv_20260827_req_0000241,cv_20260827_dev_0000193,1,allow,0.194041027719,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0001298,cv_20260827_req_0000470,cv_20260827_dev_0000377,1,allow,0.0998584835505,0.00548001258357,0,0.00548001258357,0,0,0,
cv_20260827_evt_0001300,cv_20260827_req_0000471,cv_20260827_dev_0000377,2,allow,0.477029966526,0.284737559009,0,0.290217069174,0,0,0,
cv_20260827_evt_0002696,cv_20260827_req_0000984,cv_20260827_dev_0000759,1,allow,0.241172306006,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0002891,cv_20260827_req_0001053,cv_20260827_dev_0000817,1,allow,0.236354678318,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0007147,cv_20260827_req_0002770,cv_20260827_dev_0001709,1,allow,0.248523431365,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0007149,cv_20260827_req_0002771,cv_20260827_dev_0001709,2,allow,0.485320743807,0.284737559009,0,0.313520588941,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0007151,cv_20260827_req_0002772,cv_20260827_dev_0001709,3,allow,0.648416279995,0.474791810673,0,0.788311680978,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0007153,cv_20260827_req_0002773,cv_20260827_dev_0001709,4,allow,0.967953213929,0.987077221928,3,1.77538619251,1,1,2,high_risk_with_card_diversity|high_risk_with_card_switching
cv_20260827_evt_0007155,cv_20260827_req_0002774,cv_20260827_dev_0001709,5,allow,0.978622405055,1,4,2.77538212306,2,2,4,high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation|persistent_high_model_risk
cv_20260827_evt_0007157,cv_20260827_req_0002775,cv_20260827_dev_0001709,6,review,0.987420985527,1,4,3.77537258067,3,3,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0005697,cv_20260827_req_0002148,cv_20260827_dev_0001465,1,allow,0.15189540002,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0003945,cv_20260827_req_0001438,cv_20260827_dev_0001114,1,allow,0.233155371882,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0000171,cv_20260827_req_0000062,cv_20260827_dev_0000053,1,allow,0.148119747828,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0000173,cv_20260827_req_0000063,cv_20260827_dev_0000053,2,allow,0.482012142661,0.284737559009,0,0.304129815929,0,0,0,
cv_20260827_evt_0012378,cv_20260827_req_0005316,cv_20260827_dev_0001996,1,allow,0.252411035719,0.0690182853703,0,0.0690182853703,0,0,0,
cv_20260827_evt_0012380,cv_20260827_req_0005317,cv_20260827_dev_0001996,2,allow,0.60859493558,0.474791810673,0,0.543745975546,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0003348,cv_20260827_req_0001219,cv_20260827_dev_0000943,1,allow,0.228340192903,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0012382,cv_20260827_req_0005318,cv_20260827_dev_0001996,3,allow,0.804362381581,0.559667304185,1,1.10325377044,1,1,1,high_risk_with_card_diversity
cv_20260827_evt_0003692,cv_20260827_req_0001345,cv_20260827_dev_0001040,1,allow,0.226811299626,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0001005,cv_20260827_req_0000365,cv_20260827_dev_0000293,1,allow,0.250967940392,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0002721,cv_20260827_req_0000993,cv_20260827_dev_0000767,1,allow,0.246710159872,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0003711,cv_20260827_req_0001352,cv_20260827_dev_0001046,1,allow,0.253741960092,0.0690182853703,0,0.0690182853703,0,0,0,
cv_20260827_evt_0005205,cv_20260827_req_0001967,cv_20260827_dev_0001323,1,allow,0.154230906381,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0006443,cv_20260827_req_0002446,cv_20260827_dev_0001633,1,allow,0.145499997692,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0006445,cv_20260827_req_0002447,cv_20260827_dev_0001633,2,allow,0.345075301803,0.0930102271251,0,0.108523712625,0,0,0,stable_retry_risk_reduction
cv_20260827_evt_0006447,cv_20260827_req_0002448,cv_20260827_dev_0001633,3,allow,0.436982799607,0.0930102271251,1,0.201523741357,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0006164,cv_20260827_req_0002323,cv_20260827_dev_0001602,1,allow,0.137994053755,0.0116357732377,0,0.0116357732377,0,0,0,
cv_20260827_evt_0006166,cv_20260827_req_0002324,cv_20260827_dev_0001602,2,allow,0.360225535794,0.0930102271251,0,0.102318824379,0,0,0,stable_retry_risk_reduction
cv_20260827_evt_0006168,cv_20260827_req_0002325,cv_20260827_dev_0001602,3,allow,0.529034199487,0.323943661972,1,0.405797970981,0,0,0,stable_retry_risk_reduction
cv_20260827_evt_0001999,cv_20260827_req_0000727,cv_20260827_dev_0000570,1,allow,0.259867850274,0.0930102271251,0,0.0930102271251,0,0,0,
cv_20260827_evt_0005424,cv_20260827_req_0002048,cv_20260827_dev_0001382,1,allow,0.152751043221,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0009675,cv_20260827_req_0004005,cv_20260827_dev_0001827,1,allow,0.255589378247,0.0690182853703,0,0.0690182853703,0,0,0,
cv_20260827_evt_0009677,cv_20260827_req_0004006,cv_20260827_dev_0001827,2,allow,0.5083885003,0.284737559009,0,0.353745957556,0,0,0,
cv_20260827_evt_0009679,cv_20260827_req_0004007,cv_20260827_dev_0001827,3,allow,0.822710132425,0.627563763201,0,0.981256614724,1,1,0,
cv_20260827_evt_0009681,cv_20260827_req_0004008,cv_20260827_dev_0001827,4,allow,0.882898051551,0.920638394369,0,1.9017285831,2,2,2,high_risk_with_card_diversity|persistent_high_model_risk
cv_20260827_evt_0005575,cv_20260827_req_0002103,cv_20260827_dev_0001428,1,allow,0.141982817838,0.0116357732377,0,0.0116357732377,0,0,0,
cv_20260827_evt_0009683,cv_20260827_req_0004009,cv_20260827_dev_0001827,5,review,0.93622884884,0.968667664035,2,2.87017612767,3,3,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0009685,cv_20260827_req_0004010,cv_20260827_dev_0001827,6,block,0.955667223992,0.978665935245,2,3.84832566699,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0000129,cv_20260827_req_0000047,cv_20260827_dev_0000040,1,allow,0.0645904101056,0,0,0,0,0,0,
cv_20260827_evt_0003265,cv_20260827_req_0001189,cv_20260827_dev_0000920,1,allow,0.20706909698,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0003129,cv_20260827_req_0001140,cv_20260827_dev_0000886,1,allow,0.153143768003,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0005019,cv_20260827_req_0001891,cv_20260827_dev_0001287,1,allow,0.194429952078,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0005021,cv_20260827_req_0001892,cv_20260827_dev_0001287,2,allow,0.480416955168,0.284737559009,0,0.309764013701,0,0,0,
cv_20260827_evt_0005023,cv_20260827_req_0001893,cv_20260827_dev_0001287,3,allow,0.780177469326,0.474791810673,1,0.784544464156,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0006557,cv_20260827_req_0002499,cv_20260827_dev_0001650,1,allow,0.148826645809,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0006559,cv_20260827_req_0002500,cv_20260827_dev_0001650,2,allow,0.357792441063,0.0930102271251,0,0.108524174903,0,0,0,stable_retry_risk_reduction
cv_20260827_evt_0006561,cv_20260827_req_0002501,cv_20260827_dev_0001650,3,allow,0.477626508624,0.284737559009,1,0.371549138151,0,0,0,stable_retry_risk_reduction
cv_20260827_evt_0004131,cv_20260827_req_0001508,cv_20260827_dev_0001169,1,allow,0.151203090317,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0006563,cv_20260827_req_0002502,cv_20260827_dev_0001650,4,allow,0.76337351181,0.474791810673,1,0.772000463461,0,0,0,stable_retry_risk_reduction
cv_20260827_evt_0009156,cv_20260827_req_0003752,cv_20260827_dev_0001804,1,allow,0.253350031418,0.0690182853703,0,0.0690182853703,0,0,0,
cv_20260827_evt_0009158,cv_20260827_req_0003753,cv_20260827_dev_0001804,2,allow,0.540320406744,0.474791810673,0,0.54380890955,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0009160,cv_20260827_req_0003754,cv_20260827_dev_0001804,3,allow,0.833247620549,0.690081906596,0,1.23387710489,1,1,1,high_risk_with_card_diversity
cv_20260827_evt_0009162,cv_20260827_req_0003755,cv_20260827_dev_0001804,4,allow,0.919347235806,0.920638394369,3,2.15448721723,2,2,2,high_risk_with_card_diversity|persistent_high_model_risk
cv_20260827_evt_0009164,cv_20260827_req_0003756,cv_20260827_dev_0001804,5,review,0.946199305378,0.978665935245,2,3.13311364551,3,3,2,persistent_high_model_risk|high_risk_with_card_diversity
cv_20260827_evt_0009166,cv_20260827_req_0003757,cv_20260827_dev_0001804,6,block,0.966383674826,0.987077221928,3,4.12016214127,4,4,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0009168,cv_20260827_req_0003758,cv_20260827_dev_0001804,7,block,0.967291612843,0.987077221928,4,5.10719686522,5,5,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0009170,cv_20260827_req_0003759,cv_20260827_dev_0001804,8,block,0.97337804326,1,4,6.10706809558,6,6,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0009172,cv_20260827_req_0003760,cv_20260827_dev_0001804,9,block,0.944117408485,0.968667664035,3,7.0756447711,7,7,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0005132,cv_20260827_req_0001941,cv_20260827_dev_0001303,1,allow,0.132711283077,0.00820512873941,0,0.00820512873941,0,0,0,
cv_20260827_evt_0008379,cv_20260827_req_0003374,cv_20260827_dev_0001767,1,allow,0.257129031827,0.0831159150205,0,0.0831159150205,0,0,0,
cv_20260827_evt_0008381,cv_20260827_req_0003375,cv_20260827_dev_0001767,2,allow,0.30823131551,0.0930102271251,0,0.176126046888,0,0,0,
cv_20260827_evt_0008383,cv_20260827_req_0003376,cv_20260827_dev_0001767,3,allow,0.820341053555,0.627563763201,1,0.768464439228,1,1,0,stable_retry_risk_reduction
cv_20260827_evt_0008385,cv_20260827_req_0003377,cv_20260827_dev_0001767,4,allow,0.890623136977,0.920638394369,2,1.68910019144,2,2,1,persistent_high_model_risk
cv_20260827_evt_0008387,cv_20260827_req_0003378,cv_20260827_dev_0001767,5,review,0.939091287327,0.968667664035,2,2.65776011214,3,3,2,persistent_high_model_risk|high_risk_with_card_diversity
cv_20260827_evt_0008389,cv_20260827_req_0003379,cv_20260827_dev_0001767,6,block,0.920348367633,0.920638394369,2,3.57839546052,4,4,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0008391,cv_20260827_req_0003380,cv_20260827_dev_0001767,7,block,0.96257589765,0.987077221928,4,4.56546858133,5,5,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0008393,cv_20260827_req_0003381,cv_20260827_dev_0001767,8,block,0.967944167495,0.987077221928,4,5.55254057089,6,6,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0008395,cv_20260827_req_0003382,cv_20260827_dev_0001767,9,block,0.983956051896,1,4,6.55253420725,7,7,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0008397,cv_20260827_req_0003383,cv_20260827_dev_0001767,10,block,0.990012001205,1,4,7.55251918786,8,8,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0008399,cv_20260827_req_0003384,cv_20260827_dev_0001767,11,block,0.970112169917,0.987077221928,4,8.5395617868,9,9,3,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_ip_rotation
cv_20260827_evt_0001731,cv_20260827_req_0000628,cv_20260827_dev_0000495,1,allow,0.2349373043,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0001733,cv_20260827_req_0000629,cv_20260827_dev_0000495,2,allow,0.468873547016,0.0930102271251,0,0.121787715681,0,0,1,high_risk_with_card_diversity
cv_20260827_evt_0010076,cv_20260827_req_0004200,cv_20260827_dev_0001852,1,allow,0.259589138102,0.0930102271251,0,0.0930102271251,0,0,0,
cv_20260827_evt_0010078,cv_20260827_req_0004201,cv_20260827_dev_0001852,2,allow,0.48533778622,0.284737559009,0,0.377744055319,0,0,0,
cv_20260827_evt_0010080,cv_20260827_req_0004202,cv_20260827_dev_0001852,3,allow,0.817417894981,0.627563763201,1,1.00523163164,1,1,0,
cv_20260827_evt_0010082,cv_20260827_req_0004203,cv_20260827_dev_0001852,4,allow,0.746870759515,0.474791810673,1,1.47990363391,1,0,1,high_risk_with_card_diversity
cv_20260827_evt_0010084,cv_20260827_req_0004204,cv_20260827_dev_0001852,5,allow,0.927126509051,0.968667664035,3,2.44849667217,2,1,3,high_risk_with_card_diversity|high_risk_with_card_switching|persistent_high_model_risk
cv_20260827_evt_0010086,cv_20260827_req_0004205,cv_20260827_dev_0001852,6,review,0.972707456127,1,3,3.44817117867,3,2,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0010088,cv_20260827_req_0004206,cv_20260827_dev_0001852,7,block,0.983865603448,1,3,4.44771674373,4,3,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0010090,cv_20260827_req_0004207,cv_20260827_dev_0001852,8,block,0.973800827795,1,3,5.44740581171,5,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0010092,cv_20260827_req_0004208,cv_20260827_dev_0001852,9,block,0.990755488823,1,3,6.4471123918,6,5,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation
cv_20260827_evt_0001922,cv_20260827_req_0000699,cv_20260827_dev_0000547,1,allow,0.137036171108,0.0116357732377,0,0.0116357732377,0,0,0,
cv_20260827_evt_0005572,cv_20260827_req_0002102,cv_20260827_dev_0001427,1,allow,0.164606380701,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0000627,cv_20260827_req_0000229,cv_20260827_dev_0000183,1,allow,0.237853017647,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0000090,cv_20260827_req_0000033,cv_20260827_dev_0000030,1,allow,0.162425407831,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0002712,cv_20260827_req_0000990,cv_20260827_dev_0000764,1,allow,0.239094057308,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0005956,cv_20260827_req_0002247,cv_20260827_dev_0001541,1,allow,0.142475356688,0.0116357732377,0,0.0116357732377,0,0,0,
cv_20260827_evt_0001985,cv_20260827_req_0000722,cv_20260827_dev_0000566,1,allow,0.237627850795,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0000307,cv_20260827_req_0000112,cv_20260827_dev_0000088,1,allow,0.25440915658,0.0690182853703,0,0.0690182853703,0,0,0,
cv_20260827_evt_0000309,cv_20260827_req_0000113,cv_20260827_dev_0000088,2,allow,0.460775377249,0.0930102271251,0,0.162024794884,0,0,0,
cv_20260827_evt_0003666,cv_20260827_req_0001335,cv_20260827_dev_0001033,1,allow,0.149668053019,0.0193933904297,0,0.0193933904297,0,0,0,
cv_20260827_evt_0002604,cv_20260827_req_0000949,cv_20260827_dev_0000738,1,allow,0.116746781137,0.00548001258357,0,0.00548001258357,0,0,0,
cv_20260827_evt_0000567,cv_20260827_req_0000207,cv_20260827_dev_0000166,1,allow,0.228340192903,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0002638,cv_20260827_req_0000962,cv_20260827_dev_0000744,1,allow,0.217543484664,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0000374,cv_20260827_req_0000137,cv_20260827_dev_0000108,1,allow,0.217931479199,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0000151,cv_20260827_req_0000055,cv_20260827_dev_0000046,1,allow,0.222679914516,0.0259720802764,0,0.0259720802764,0,0,0,
cv_20260827_evt_0005484,cv_20260827_req_0002069,cv_20260827_dev_0001398,1,allow,0.0908266811855,0.00548001258357,0,0.00548001258357,0,0,0,
cv_20260827_evt_0000187,cv_20260827_req_0000068,cv_20260827_dev_0000057,1,allow,0.238040768777,0.028783095908,0,0.028783095908,0,0,0,
cv_20260827_evt_0003257,cv_20260827_req_0001186,cv_20260827_dev_0000918,1,allow,0.199286144952,0.0250286633218,0,0.0250286633218,0,0,0,
cv_20260827_evt_0003259,cv_20260827_req_0001187,cv_20260827_dev_0000918,2,allow,0.460316983406,0.0930102271251,0,0.118035133024,0,0,1,high_risk_with_card_diversity
