device_id,label,population,attack_subtype,scenario_tag,request_index,first_request_time,review_or_higher,blocked,first_action,first_review_or_higher_request,first_block_request,requests_scored_through_first_action,authorizations_processed_before_first_action,distinct_cards_requested_through_first_action,distinct_cards_processed_before_first_action,seconds_to_first_review,seconds_to_first_block,potentially_preventable_later_requests_upper_bound
cv_20260827_dev_0000075,0,normal,,normal_standard,1,2026-05-22 11:02:15+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000076,0,normal,,normal_standard,1,2026-05-05 15:39:38+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000077,0,normal,,normal_standard,1,2026-05-09 11:24:03+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000078,0,normal,,normal_standard,1,2026-05-25 21:39:48+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000079,0,normal,,normal_standard,1,2026-05-11 23:20:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000080,0,normal,,normal_standard,2,2026-05-03 01:54:49+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000081,0,normal,,normal_standard,2,2026-05-14 17:39:01+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000082,0,normal,,normal_standard,1,2026-05-04 16:24:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000083,0,normal,,normal_standard,1,2026-05-30 16:38:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000084,0,normal,,normal_standard,2,2026-05-27 19:21:44+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000085,0,normal,,normal_standard,1,2026-05-04 06:08:24+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000086,0,normal,,normal_standard,2,2026-05-05 02:16:04+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000087,0,normal,,normal_standard,1,2026-05-02 19:08:30+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000088,0,normal,,normal_standard,2,2026-05-01 17:01:20+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000089,0,normal,,normal_standard,1,2026-05-09 07:39:26+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000090,0,normal,,normal_standard,2,2026-05-20 20:40:50+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000091,0,normal,,normal_standard,1,2026-05-23 05:05:44+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000092,0,normal,,normal_standard,1,2026-05-27 18:30:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000093,0,normal,,normal_standard,2,2026-05-20 00:33:50+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000094,0,normal,,normal_standard,1,2026-05-02 22:31:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000095,0,normal,,normal_standard,1,2026-05-23 03:09:30+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000096,0,normal,,normal_standard,1,2026-05-14 01:15:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000097,0,normal,,normal_standard,2,2026-05-01 03:59:14+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000098,0,normal,,normal_standard,1,2026-05-18 12:24:22+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000099,0,normal,,normal_standard,1,2026-05-19 22:19:11+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000100,0,normal,,normal_standard,1,2026-05-20 15:28:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000101,0,normal,,normal_standard,1,2026-05-24 15:03:18+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000102,0,normal,,normal_standard,1,2026-05-06 04:16:36+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000103,0,normal,,normal_standard,1,2026-05-26 10:25:07+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000104,0,normal,,normal_standard,1,2026-05-05 09:27:03+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000105,0,normal,,normal_standard,1,2026-05-23 10:44:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000106,0,normal,,normal_standard,1,2026-05-10 23:41:26+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000107,0,normal,,normal_standard,2,2026-05-17 05:16:22+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000108,0,normal,,normal_standard,1,2026-05-01 20:00:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000109,0,normal,,normal_standard,1,2026-05-08 14:24:47+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000110,0,normal,,normal_standard,1,2026-05-30 20:52:32+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000111,0,normal,,normal_standard,1,2026-05-14 01:48:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000112,0,normal,,normal_standard,1,2026-05-20 11:27:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000113,0,normal,,normal_standard,1,2026-05-04 14:24:43+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000114,0,normal,,normal_standard,1,2026-05-20 05:57:08+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000115,0,normal,,normal_standard,1,2026-05-28 02:06:44+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000116,0,normal,,normal_standard,1,2026-05-21 12:07:36+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000117,0,normal,,normal_standard,1,2026-05-13 02:55:30+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000118,0,normal,,normal_standard,1,2026-05-11 15:12:06+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000119,0,normal,,normal_standard,1,2026-05-11 09:23:16+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000120,0,normal,,normal_standard,1,2026-05-05 19:54:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000121,0,normal,,normal_standard,3,2026-05-06 02:03:23+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000122,0,normal,,normal_standard,1,2026-05-02 12:36:15+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000123,0,normal,,normal_standard,2,2026-05-06 16:14:53+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000124,0,normal,,normal_standard,1,2026-05-15 00:38:09+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000125,0,normal,,normal_standard,1,2026-05-20 23:41:41+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000126,0,normal,,normal_standard,2,2026-05-07 07:48:26+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000127,0,normal,,normal_standard,1,2026-05-07 22:58:23+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000128,0,normal,,normal_standard,1,2026-05-22 02:16:13+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000129,0,normal,,normal_standard,1,2026-05-16 02:36:17+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000130,0,normal,,normal_standard,1,2026-05-01 01:09:50+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000131,0,normal,,normal_standard,1,2026-05-23 04:47:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000132,0,normal,,normal_standard,1,2026-05-29 11:09:14+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000133,0,normal,,normal_standard,1,2026-05-30 17:09:32+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000134,0,normal,,normal_standard,1,2026-05-24 02:47:40+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000135,0,normal,,normal_standard,1,2026-05-18 21:47:03+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000136,0,normal,,normal_standard,1,2026-05-03 19:52:08+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000137,0,normal,,normal_standard,1,2026-05-21 14:43:16+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000138,0,normal,,normal_standard,3,2026-05-26 05:49:03+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000139,0,normal,,normal_standard,1,2026-05-05 02:23:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000140,0,normal,,normal_standard,1,2026-05-04 21:28:11+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000141,0,normal,,normal_standard,1,2026-05-20 10:28:26+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000142,0,normal,,normal_standard,2,2026-05-18 22:17:46+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000143,0,normal,,normal_standard,1,2026-05-13 14:35:50+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000144,0,normal,,normal_standard,1,2026-05-09 03:32:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000145,0,normal,,normal_standard,1,2026-05-10 16:38:43+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000146,0,normal,,normal_standard,3,2026-05-02 22:38:35+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000147,0,normal,,normal_standard,1,2026-05-04 09:01:46+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000148,0,normal,,normal_standard,1,2026-05-02 04:00:24+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000149,0,normal,,normal_standard,1,2026-05-15 23:00:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000150,0,normal,,normal_standard,1,2026-05-20 20:38:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000151,0,normal,,normal_standard,1,2026-05-17 20:19:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000152,0,normal,,normal_standard,2,2026-05-17 16:23:20+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000153,0,normal,,normal_standard,1,2026-05-11 21:01:47+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000154,0,normal,,normal_standard,1,2026-05-22 01:13:29+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000155,0,normal,,normal_standard,1,2026-05-23 17:36:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000156,0,normal,,normal_standard,1,2026-05-10 03:44:37+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000157,0,normal,,normal_standard,1,2026-05-30 05:59:34+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000158,0,normal,,normal_standard,1,2026-05-09 09:19:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000159,0,normal,,normal_standard,1,2026-05-30 07:57:19+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000160,0,normal,,normal_standard,1,2026-05-15 23:12:10+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000161,0,normal,,normal_standard,2,2026-05-23 09:03:17+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000162,0,normal,,normal_standard,1,2026-05-29 16:31:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000163,0,normal,,normal_standard,1,2026-05-29 14:55:48+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000164,0,normal,,normal_standard,1,2026-05-21 20:07:53+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000165,0,normal,,normal_standard,2,2026-05-22 17:45:49+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000166,0,normal,,normal_standard,2,2026-05-01 19:25:54+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000167,0,normal,,normal_standard,2,2026-05-14 18:33:08+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000168,0,normal,,normal_standard,1,2026-05-20 02:31:37+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000169,0,normal,,normal_standard,1,2026-05-01 00:23:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000170,0,normal,,normal_standard,1,2026-05-23 10:54:01+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000171,0,normal,,normal_standard,1,2026-05-06 06:30:23+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000172,0,normal,,normal_standard,1,2026-05-13 04:18:38+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000173,0,normal,,normal_standard,1,2026-05-10 10:28:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000174,0,normal,,normal_standard,1,2026-05-10 08:05:17+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000175,0,normal,,normal_standard,3,2026-05-28 06:55:44+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000176,0,normal,,normal_standard,1,2026-05-30 17:46:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000177,0,normal,,normal_standard,1,2026-05-29 16:58:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000178,0,normal,,normal_standard,1,2026-05-24 03:20:57+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000179,0,normal,,normal_standard,2,2026-05-17 19:36:29+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000180,0,normal,,normal_standard,1,2026-05-30 07:14:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000181,0,normal,,normal_standard,1,2026-05-06 23:24:22+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000182,0,normal,,normal_standard,1,2026-05-21 12:56:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000183,0,normal,,normal_standard,1,2026-05-01 15:50:26+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000184,0,normal,,normal_standard,1,2026-05-30 11:20:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000185,0,normal,,normal_standard,1,2026-05-02 20:26:00+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000186,0,normal,,normal_standard,1,2026-05-30 20:56:23+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000187,0,normal,,normal_standard,2,2026-05-03 14:56:17+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000188,0,normal,,normal_standard,1,2026-05-04 05:25:43+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000189,0,normal,,normal_standard,1,2026-05-17 13:49:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000190,0,normal,,normal_standard,1,2026-05-17 10:49:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000191,0,normal,,normal_standard,2,2026-05-06 03:39:30+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000192,0,normal,,normal_standard,1,2026-05-12 06:56:51+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000193,0,normal,,normal_standard,1,2026-05-01 07:06:54+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000194,0,normal,,normal_standard,1,2026-05-26 16:59:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000195,0,normal,,normal_standard,1,2026-05-18 08:39:15+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000196,0,normal,,normal_standard,3,2026-05-02 09:00:07+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000197,0,normal,,normal_standard,1,2026-05-19 06:11:12+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000198,0,normal,,normal_standard,1,2026-05-17 23:46:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000199,0,normal,,normal_standard,4,2026-05-05 07:08:17+00:00,False,False,never,,,4,4,,,,,0
cv_20260827_dev_0000200,0,normal,,normal_standard,1,2026-05-29 03:35:36+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000201,0,normal,,normal_standard,1,2026-05-09 01:27:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000202,0,normal,,normal_standard,1,2026-05-06 05:17:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000203,0,normal,,normal_standard,1,2026-05-20 18:13:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000204,0,normal,,normal_standard,1,2026-05-21 11:03:54+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000205,0,normal,,normal_standard,1,2026-05-23 20:14:34+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000206,0,normal,,normal_standard,1,2026-05-07 22:36:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000207,0,normal,,normal_standard,1,2026-05-18 22:53:53+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000208,0,normal,,normal_standard,2,2026-05-02 07:40:00+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000209,0,normal,,normal_standard,1,2026-05-20 19:54:34+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000210,0,normal,,normal_standard,2,2026-05-09 00:15:12+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000211,0,normal,,normal_standard,1,2026-05-25 19:14:46+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000212,0,normal,,normal_standard,1,2026-05-24 05:46:17+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000213,0,normal,,normal_standard,1,2026-05-09 15:15:49+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000214,0,normal,,normal_standard,1,2026-05-13 11:21:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000215,0,normal,,normal_standard,2,2026-05-02 17:19:34+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000216,0,normal,,normal_standard,1,2026-05-02 14:22:00+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000217,0,normal,,normal_standard,1,2026-05-05 01:26:07+00:00,False,False,never,,,1,1,,,,,0
